InputID,TargetID,Distance
230,20409,6.72158012668
231,20407,36.5218190547
232,75556,260.372532649
233,18274,13.2417986071
234,17121,6.25463402722
235,17122,5.76542788025
236,75490,224.227742116
238,75880,81.5813539094
239,24553,0.211537673023
240,25944,8.46479726916
241,18026,7.22372690493
242,75674,50.3010856047
243,16220,0.424196338828
244,16220,3160.50503284
245,18365,4.02634871074
246,75637,2.95272406026
247,74956,14.230932771
248,75814,5.53387216929
249,75586,271.811387583
250,75586,186.885069801
251,75586,314.013457954
252,75586,501.992617225
253,54472,565.756893574
254,74976,19.8405801618
255,19612,8.0644027502
256,20051,2.22078760996
258,75535,5.55186654085
259,18447,6.457221724
260,16588,6.8069231228
261,18476,27.9659476895
262,17097,0.844918683471
264,75483,47.8866807342
265,17935,9.72803186351
266,19856,4.71820394743
267,75667,176.327413432
268,20425,7.69609051618
269,16348,15.6573910721
270,17673,4.48069389448
271,21516,10.4572004872
272,20306,15.7682575507
275,24821,3.90020293434
276,75923,21.0346109147
277,25036,0.128779439471
278,75497,82.6129270381
279,16165,45.6557275369
280,25027,20.8661272229
281,24958,0.248646798871
282,17271,8.24154999302
284,76283,185.701308995
285,75671,90.2151954768
286,26222,4.03308258617
287,75996,167.447977298
288,24089,7.60522407163
289,16946,15.0193872566
290,25084,9.2684728006
291,25083,6972.49737773
292,17719,0.0731640957356
293,23427,6.1948487848
294,24263,13.6397871507
295,75460,361.512471598
296,75510,20.630955272
297,16727,0.148946004879
298,75541,232.273596333
299,75449,361.098596512
300,17280,17.4363648484
301,16297,3.95518106949
302,24984,2.47570480375
303,36310,16.3657375796
304,24202,12.0550652527
305,53153,448.684162804
306,75448,412.255329368
307,75486,20.1378094366
308,75130,8.77538144547
309,23960,2.53767849283
310,75746,179.354210809
311,23869,18.5750456043
312,18338,12.0737442872
314,16361,5.4061175894
315,17039,19.2119093488
316,19046,2.36455568933
318,19864,22.4335036389
319,75495,6.32978372665
320,16527,25.7362569434
322,75731,260.591822663
323,26237,3.64325757307
324,19317,3.23318181623
326,75444,12.9162441652
327,75816,56.5524154335
329,20565,8.54055477093
330,19901,0.00067300609477
331,20564,26.2578823685
332,16429,17.4466273852
334,75473,45.0070365727
335,16391,4.35445454123
336,20759,11.8393249624
337,75452,322.625702535
338,16835,25.0189550772
339,25324,2.98111402155
341,16126,4.98962098224
342,75914,19.930925307
343,16500,0.0
344,26509,10.3953441312
345,25814,4.51593720433
346,75641,424.765570132
347,18653,3.1463664803
348,17015,1.89500560191
349,16393,26.0678566707
350,75056,3.35634112872
351,75475,416.104199832
352,75416,679.482407925
353,75536,251.952568105
354,75422,158.75972782
355,20445,1.76909057496
356,20444,5.58491742623
360,75720,264.937294523
362,18886,43.5498806329
363,16419,1.37603300512
364,16115,0.786925092334
366,76107,3.81473460653
367,75927,351.534979825
368,22916,0.00525660378965
369,17169,11.1216808751
370,75751,39.5736970148
371,20522,0.97968759907
372,20460,5.71836597657
373,16924,28.7083606739
374,75818,0.636377466655
375,75572,30.1915903986
376,75504,344.531144402
377,16539,0.00266249835457
378,75492,147.345641722
379,18791,1.37494766639
380,16244,5.3966905636
381,25221,1.57006297115
382,16381,7.7822554584
383,36438,1.52280884535
384,16379,19.7485873586
385,74903,11.0098538552
386,37258,11.3049096229
387,75520,445.378421884
388,16167,6.45318418288
389,16397,13.0826764892
390,16787,6.86643486805
391,75637,743.627132948
392,20177,1.017421453
393,75558,13.6441517102
394,75613,0.665257005996
395,75559,4.88187542508
396,78918,375.325411679
397,16262,1.12100630342
398,75600,314.995142418
399,16194,14.0505515868
400,16569,16.3268880633
401,16663,5.94509728822
402,75684,45.8067364365
403,17123,6.588512545
406,21376,2.52630680627
409,16136,2.76060281862
410,75557,93.1265510962
411,75607,187.170673152
412,22999,10.9877554137
413,18634,3.14666545357
414,24529,0.126416362206
415,17295,2.20822544809
417,30306,0.0986738802014
418,75672,195.361630561
419,76242,108698.555767
420,76242,108799.890932
421,23883,18.4113401895
422,24959,2.58874597205
423,22928,0.00539762887498
424,17259,1.11411981199
425,21057,6.10797242029
426,24507,0.34191274217
427,75903,123.005802095
428,75440,10614.5767522
429,16517,2.19990819391
433,75706,8.82736706177
435,16138,200.264820524
438,17194,15.2455323157
439,17194,501.476854651
440,53264,0.0
441,24187,3.94709545738
442,76657,48.6899406917
443,17175,0.0
444,17175,40.9272357352
445,53318,0.0
446,18112,0.218729028343
447,53516,0.0
448,52309,0.0
449,52672,288.823992245
450,16137,24.1060271886
451,52307,0.0
452,17248,4.26919372097
453,54918,0.0
454,56257,0.0
455,16445,0.712813439205
457,52578,0.0
458,77111,36.8967233163
459,24985,0.0284613309659
460,55334,0.0
461,23576,0.285232983254
462,53221,0.0
463,52504,0.0
464,17191,14.2457337916
465,55089,0.0
466,16124,17.8353979811
467,16124,177.088245207
468,16316,4.26686807676
469,61655,0.0
470,52543,0.0
471,55088,0.0
472,18390,4.7519699467
473,52545,0.0
474,16812,11.2962233152
475,53595,0.0
476,75619,4.59009972024
477,54207,0.0
478,54472,0.0
479,75922,176.308982271
480,53054,0.0
481,58250,0.0
482,52919,0.0
483,19881,1.00259062468
484,19881,112.284227102
485,75485,1.65533351202
486,16624,4.27096447331
487,52901,0.0
488,58372,0.0
489,18403,6.79728371428
490,54512,0.0
491,78037,34.9192786007
492,16079,0.704053629062
493,75454,122.091577902
494,52201,0.0
496,46314,26.7759019349
497,76290,92.149169646
502,16392,2.6084919529
503,75474,15.4615019354
504,19483,0.196464700603
506,54894,8679.77862918
507,54894,8296.73755925
517,76283,214.316881849
518,24957,340.884988103
519,17814,6.60957521494
520,75938,29.2631358583
521,58674,0.0
522,74934,12.4510801517
523,58635,0.0
1480,75575,56.020654361
1481,49748,1.1435073243
1482,49748,4814.40570402
1483,49748,4965.95316472
1484,75742,321.148054512
