'id','geom','l_id','v_id_1','v_id_2','voltage','cables','wires','frequency','name','operator','ref','length_m','r_ohmkm','x_ohmkm','c_nfkm','i_th_max_a','from_relation','wkt_srid_4326','wkt_srid_3857'
41,'0102000020E6100000020000008E5C50EE8ED61A409F1F4BAB1BBE49400A6F4AEC0FD31A40B243277839BE4940',85398,54017,80108,'220000','6','','','','','',266.0468223353,'','','','','','SRID=4326;LINESTRING(6.70952961316574 51.48521939438,6.70611542896564 51.4861288253518)','SRID=3857;LINESTRING(746901.42 6707576.40999999,746521.354753369 6707738.98542774)'
42,'0102000020E610000002000000769B4EA65ABC1B406D6763008C84494034C0C75E92B81B40FD9E19902F844940',86152,51932,51933,'220000','9','2','50','220 kV Niederaußem 4d|5e; Stommeln Nord','RWE','4560',405.7164932177,'','','','','','SRID=4326;LINESTRING(6.93393955092221 51.0355225072261,6.93024585813696 51.0327015042403)','SRID=3857;LINESTRING(771882.619999999 6627579.65,771471.44 6627080.28)'
43,'0102000020E61000000200000002073BF4BD011C4030FB7D772FB04840B002179150041C403E455A1C39B04840',86186,55880,55884,'220000','6','2','50','','','',184.0579350739,'','','','','','SRID=4326;LINESTRING(7.00170117960238 49.3764485707419,7.00421358778901 49.3767428818487)','SRID=3857;LINESTRING(779425.810000001 6338979.91999999,779705.490000001 6339030.23999999)'
44,'0102000020E610000002000000202EA7EC42451A4083CE833E47E6484097EEA68216461A405032D66551E64840',86491,55843,58280,'220000','3','2','50','220 kV Heisdorf - Quint Nord','RWE','',66.2731021549,'','','','','','SRID=4326;LINESTRING(6.56763810892474 49.7990492004001,6.56844524520752 49.7993590637094)','SRID=3857;LINESTRING(731106.129999999 6411547.15999999,731195.98 6411600.6)'
45,'0102000020E6100000020000003C4F6EA2258F1C402A43C79684C7494024681D46B88E1C406CDBB252C9C74940',86801,52577,52578,'220000','3','2','','Hochlarmark West','RWE','2629',233.9257636584,'','','','','','SRID=4326;LINESTRING(7.1397920017078 51.5587337944947,7.13937482408986 51.5608313916517)','SRID=3857;LINESTRING(794798.010000001 6720728.77,794751.570000001 6721104.35999999)'
46,'0102000020E610000002000000216FEEA9240B214062214D79859A4A400D253FB7370A21404B7800CA609A4A40',86985,52191,52190,'220000','6','2','50','3103 Dollern-(Niedervieland/Unterweser)-Alfstedt','transpower','',172.3343284039,'','','','','','SRID=4326;LINESTRING(8.52176409755299 53.2071982981313,8.51995632787523 53.2060787679953)','SRID=3857;LINESTRING(948638.439999999 7021416.33999999,948437.199999999 7021208.26)'
47,'0102000020E610000002000000A6BD2AC7B0CD1E407A0501075ED8494087F25458FCCE1E4055CE922585D74940',87532,54483,57142,'220000','3','1','50','','RWE','',750.3136679445,'','','','','','SRID=4326;LINESTRING(7.70086966703767 51.6903694872844,7.70213449495771 51.6837508169962)','SRID=3857;LINESTRING(857256.889999999 6744332.75,857397.69 6743144.3)'
48,'0102000020E6100000020000005B7EB74A07CC1D40995E9AD685334940972FF51C3EC21D40E068E0AED9334940',87563,46314,54036,'220000','6','4','50','','RWE','4502',562.9759625032,'','','','','','SRID=4326;LINESTRING(7.44924656624752 50.4025219205625,7.43969006773468 50.4050806613684)','SRID=3857;LINESTRING(829246.334548216 6516279.58660728,828182.51 6516726.48)'
49,'0102000020E6100000020000006458AA358AA42740275C0CC5E41C484001D91FE693A52740BD06D3F35E1D4840',87585,52248,52249,'220000','6','2','','Neufinsing - Zolling','TenneT TSO GmbH','258',439.7923353041,'','','','','','SRID=4326;LINESTRING(11.8213669557992 48.2257314977981,11.8233940042378 48.2294602184679)','SRID=3857;LINESTRING(1315948.55 6144491.00999999,1316174.2 6145114.09)'
50,'0102000020E6100000020000000922578F67D820405466DCBCEED14840588439BEE0D720405033F0FBCFD14840',87871,57281,58170,'220000','3','2','50','220 kV Windesheim','RWE','2400',126.8318428335,'','','','','','SRID=4326;LINESTRING(8.42266509951243 49.6400981975718,8.42163652851211 49.6391596720556)','SRID=3857;LINESTRING(937606.789999999 6384178.92,937492.289999999 6384017.58999999)'
51,'0102000020E6100000020000000083DD0E37DB2040E50DB82B207B484085A3E868A5D92040D6D1CD890F7B4840',87939,53707,53706,'220000','3','','','','','',230.0752132659,'','','','','','SRID=4326;LINESTRING(8.42815443471909 48.9619192742064,8.4250901016219 48.9614116911868)','SRID=3857;LINESTRING(938217.86 6268402.36,937876.739999998 6268316.3)'
52,'0102000020E6100000020000004B06B7FA3E4421400561ACFD5D004A40FCC8F9003EDE2140FEA68A2F77184A40',88346,52415,75520,'220000','6','2','50','','Westfalen Weser Netz GmbH','',32004.5452579215,'','','','','','SRID=4326;LINESTRING(8.6332929943484 52.0028683749861,8.93406680153975 52.1911372591985)','SRID=3857;LINESTRING(961053.78 6800644.11,994535.767060496 6834759.58060447)'
