v_id,lon,lat,typ,voltage,frequency,name,operator,ref,wkt_srid_4326,wkt_srid_3857,degree,betweenness_centrality_node,clustering_coefficient
196,6.74541685133193,51.4986419229617,substation,220000,,,,,SRID=4326;POINT(6.74541685133193 51.4986419229617),SRID=3857;POINT(750896.369078637 6709976.23239759),1,0.0,0.0
117,6.97257748891579,50.795693016675,substation,380000;220000;110000,,Station Sechtem,RWE,,SRID=4326;POINT(6.97257748891579 50.795693016675),SRID=3857;POINT(776183.775582748 6585233.44292637),11,0.3030086545431192,0.10909090909090909
118,7.13685596657706,50.6429209835364,substation,380000;110000,50,Station Ließem,Amprion,,SRID=4326;POINT(7.13685596657706 50.6429209835364),SRID=3857;POINT(794471.172064294 6558371.99009649),2,0.0,1.0
119,6.45655251893853,50.8713380734833,substation,380000;110000,50,Station Oberzier,Net,,SRID=4326;POINT(6.45655251893853 50.8713380734833),SRID=3857;POINT(718740.138688264 6598566.39602202),7,0.04032432477007025,0.0
120,7.86394571439194,50.7682419302039,substation,380000;220000;110000,50,Station Dauersberg,RWE,,SRID=4326;POINT(7.86394571439194 50.7682419302039),SRID=3857;POINT(875410.432552057 6580400.34033273),7,0.018254144632451966,0.047619047619047616
121,6.32166521557731,50.8383474955825,plant,,,RWE Kraftwerk Weisweiler,RWE,,SRID=4326;POINT(6.32166521557731 50.8383474955825),SRID=3857;POINT(703724.552763617 6592748.92614895),2,0.004282655246252677,0.0
122,6.16738172896202,50.8020443318383,substation,380000;110000,50,Station Verlautenheide,Amprion,,SRID=4326;POINT(6.16738172896202 50.8020443318383),SRID=3857;POINT(686549.79359579 6586352.07469177),1,0.0,0.0
123,6.70219721289106,51.0088597430362,substation,380000;220000,50,Umspannwerk Rommerskirchen,RWE,,SRID=4326;POINT(6.70219721289106 51.0088597430362),SRID=3857;POINT(746085.180935131 6622861.05835928),12,0.27418447781354716,0.07575757575757576
124,6.61240236819431,51.0359242961049,substation,380000;220000;110000,50,KW Neurath,,,SRID=4326;POINT(6.61240236819431 51.0359242961049),SRID=3857;POINT(736089.264547628 6627650.77657821),3,0.0009629191026292426,0.3333333333333333
125,6.96569237109475,51.0693162521151,substation,380000;220000;110000,,Station Opladen,RWE,,SRID=4326;POINT(6.96569237109475 51.0693162521151),SRID=3857;POINT(775417.327772857 6633564.13630515),11,0.12872159271703804,0.01818181818181818
126,7.23319688909308,51.2325069074323,substation,380000;110000,50,Station Linde,RWE,,SRID=4326;POINT(7.23319688909308 51.2325069074323),SRID=3857;POINT(805195.794501331 6662525.01212664),2,0.0027874773380258773,0.0
127,6.30090126366431,50.8289532360211,substation,380000;110000,50,Umspannwerk Weisweiler,,,SRID=4326;POINT(6.30090126366431 50.8289532360211),SRID=3857;POINT(701413.120209805 6591093.12002968),1,0.0,0.0
129,6.62582903685647,51.2606112581148,substation,220000;110000,50,Station Osterath,RWE,,SRID=4326;POINT(6.62582903685647 51.2606112581148),SRID=3857;POINT(737583.914466148 6667522.95228354),7,0.020946794301658203,0.047619047619047616
130,7.12308198261157,51.1715887959352,substation,380000;110000,50,Station Halfeshof,,,SRID=4326;POINT(7.12308198261157 51.1715887959352),SRID=3857;POINT(792937.859183061 6651702.10327713),2,0.0027874773380258773,0.0
131,6.80109337218585,51.1225390893163,substation,380000;220000,50,Station Sankt Peter 380 kV,RWE,,SRID=4326;POINT(6.80109337218585 51.1225390893163),SRID=3857;POINT(757094.251029236 6642998.15971084),3,0.026563231601469502,0.0
132,7.00877917051357,51.1742549445955,substation,380000;110000,50,Station Ohligs,Amprion,,SRID=4326;POINT(7.00877917051357 51.1742549445955),SRID=3857;POINT(780213.728344072 6652175.4805311),2,0.024337572518507225,0.0
133,6.84265069037124,50.8635385173748,substation,380000;110000,,Station Knapsack,Amprion,,SRID=4326;POINT(6.84265069037124 50.8635385173748),SRID=3857;POINT(761720.39052837 6597190.67175024),2,0.0,1.0
134,6.80459031409238,50.966251141378,substation,220000;110000,,Station Brauweiler,RWE,,SRID=4326;POINT(6.80459031409238 50.966251141378),SRID=3857;POINT(757483.528821606 6615326.11018264),6,0.00815184170785202,0.26666666666666666
135,7.71862724482037,51.5342075253387,substation,380000;110000,,Station Unna,Amprion,,SRID=4326;POINT(7.71862724482037 51.5342075253387),SRID=3857;POINT(859233.654516491 6716338.44829307),2,0.004685904589905073,0.0
136,7.93077012209125,51.6729710114195,substation,380000,,Geithe,Trianel,,SRID=4326;POINT(7.93077012209125 51.6729710114195),SRID=3857;POINT(882849.291589706 6741209.0474158),2,0.0033765569267880506,0.0
137,6.22183149094702,51.6946456455863,substation,220000;110000,,Station Pfalzdorf,RWE,,SRID=4326;POINT(6.22183149094702 51.6946456455863),SRID=3857;POINT(692611.113373776 6745100.67040111),1,0.0,0.0
138,7.00674991840299,51.5999114356605,plant,,,Kraftwerk Scholven,,,SRID=4326;POINT(7.00674991840299 51.5999114356605),SRID=3857;POINT(779987.833032432 6728105.09603163),2,0.0016630379410292097,0.0
139,7.03761992937395,51.5985496345954,substation,220000;110000,,Station Bergmannsglück,RWE,,SRID=4326;POINT(7.03761992937395 51.5985496345954),SRID=3857;POINT(783424.266934502 6727861.0439117),4,0.05129196673135044,0.16666666666666666
140,7.26408383605774,51.5735729812508,substation,220000;110000,50,Station Pöppinghausen,Amprion,,SRID=4326;POINT(7.26408383605774 51.5735729812508),SRID=3857;POINT(808634.113709598 6723386.20644222),6,0.024085643650871052,0.13333333333333333
141,7.27894732573719,51.4722814207425,substation,220000;110000,50,Station Laer,Amprion,,SRID=4326;POINT(7.27894732573719 51.4722814207425),SRID=3857;POINT(810288.709812124 6705263.89001229),3,0.00996658229439799,0.3333333333333333
142,7.18667757416348,51.5505890861964,plant,,,Kraftwerk Herne Baukau,Evonik Industries AG,,SRID=4326;POINT(7.18667757416348 51.5505890861964),SRID=3857;POINT(800017.288051317 6719270.56504207),2,0.0,1.0
143,7.35135789785079,51.5683686345539,plant,,,Ehemaliges Kraftwerk Knepper,E.On Kraftwerke GmbH,,SRID=4326;POINT(7.35135789785079 51.5683686345539),SRID=3857;POINT(818349.41782786 6722454.10104968),1,0.0,0.0
144,7.17937918293452,51.4722019618656,substation,220000;110000,,Station Bochum,Amprion,,SRID=4326;POINT(7.17937918293452 51.4722019618656),SRID=3857;POINT(799204.834856098 6705249.68964155),5,0.01075137576823987,0.1
145,6.93488872133436,51.033522366054,substation,220000;110000,50,UW Fühlingen,RheinEnergie,,SRID=4326;POINT(6.93488872133436 51.033522366054),SRID=3857;POINT(771988.281166956 6627225.58467348),2,0.004282655246252677,0.0
146,6.82804663323414,51.1626523772377,substation,220000;110000,50,Station Reisholz,,,SRID=4326;POINT(6.82804663323414 51.1626523772377),SRID=3857;POINT(760094.674324349 6650115.63313813),1,0.0,0.0
147,7.50597986222128,51.4016012425797,substation,220000;110000,,Umspannwerk Garenfeld,markE,,SRID=4326;POINT(7.50597986222128 51.4016012425797),SRID=3857;POINT(835561.856167038 6692642.15165682),4,0.11305784461033849,0.0
148,6.84699935555237,51.2055917675691,substation,220000;110000,50,Station Eller,RWE;Stadtwerke Düsseldorf,,SRID=4326;POINT(6.84699935555237 51.2055917675691),SRID=3857;POINT(762204.481721962 6657741.41623594),1,0.0,0.0
149,7.19316581458292,50.7983350844101,substation,220000;110000,,Station Siegburg,RWE,,SRID=4326;POINT(7.19316581458292 50.7983350844101),SRID=3857;POINT(800739.555670952 6585698.76129349),4,0.009917961725683369,0.3333333333333333
150,7.04738454562441,50.9055286430507,substation,220000;110000,50,Station Gremberghoven,RWE,,SRID=4326;POINT(7.04738454562441 50.9055286430507),SRID=3857;POINT(784511.259043296 6604599.81577228),3,0.003944691858367865,0.3333333333333333
151,6.7097559453279,51.0909324851035,substation,220000;110000,,Station Gohrpunkt,Amprion,,SRID=4326;POINT(6.7097559453279 51.0909324851035),SRID=3857;POINT(746926.615181043 6637394.41607483),3,0.00022914349958490712,0.3333333333333333
153,6.33000626218352,51.2429166388389,substation,380000;220000;110000,50,Station Dülken,RWE,,SRID=4326;POINT(6.33000626218352 51.2429166388389),SRID=3857;POINT(704653.073824502 6664375.87170608),2,0.0012296083854952927,0.0
154,7.0235445515269,50.9990684211965,substation,220000,50,Station Dünnwald,,,SRID=4326;POINT(7.0235445515269 50.9990684211965),SRID=3857;POINT(781857.403039845 6621128.93889009),2,0.00424475343302484,0.0
155,7.72438409063489,51.4093341491518,substation,220000;110000,50,Umspannwerk Bixterheide,Amprion,,SRID=4326;POINT(7.72438409063489 51.4093341491518),SRID=3857;POINT(859874.503661138 6694022.10726066),1,0.0,0.0
197,6.61427858001903,51.6186788195162,substation,220000;110000,50,,,,SRID=4326;POINT(6.61427858001903 51.6186788195162),SRID=3857;POINT(736298.123492574 6731469.19625989),2,0.0,1.0
156,6.84223119628968,50.8598647273121,substation,380000;220000,,Kraftwerkschaltanlage Knapsack 1,,,SRID=4326;POINT(6.84223119628968 50.8598647273121),SRID=3857;POINT(761673.692660819 6596542.75022486),1,0.0,0.0
157,8.36422958832611,51.9271205112378,substation,380000;220000;110000;10000,50,Umspannwerk Blankenhagen,Amprion,,SRID=4326;POINT(8.36422958832611 51.9271205112378),SRID=3857;POINT(931101.778650493 6786958.61992996),3,0.06177135326762447,0.0
158,6.48812326066423,50.8810703279012,substation,380000,50,Station Hambach,RWE,,SRID=4326;POINT(6.48812326066423 50.8810703279012),SRID=3857;POINT(722254.577581136 6600283.34205643),1,0.0,0.0
159,8.05408740677995,53.332302708936,substation,380000;220000;110000,50,Conneforde,TenneT,CONN,SRID=4326;POINT(8.05408740677995 53.332302708936),SRID=3857;POINT(896576.908927261 7044703.03862488),3,0.09651222144828644,0.0
160,8.47791063608626,53.428485495717,substation,380000;220000,50,Kernkraftwerk Unterweser,EON_Netz,,SRID=4326;POINT(8.47791063608626 53.428485495717),SRID=3857;POINT(943756.695000001 7062652.8),2,0.0006564691125535156,0.0
161,8.05283756803222,53.3338809660191,substation,220000;110000,50,Conneforde 110/220 kV,TenneT;EON_Netz,CONN,SRID=4326;POINT(8.05283756803222 53.3338809660191),SRID=3857;POINT(896437.777514289 7044997.24820776),6,0.10835312008578668,0.0
162,6.85153261718464,50.9841665158571,substation,220000;110000,50,Bocklemünd,,,SRID=4326;POINT(6.85153261718464 50.9841665158571),SRID=3857;POINT(762709.122098498 6618493.44046673),1,0.0,0.0
163,6.59601984709512,50.9525274662191,substation,380000;110000,50,Station Paffendorf,Amprion,,SRID=4326;POINT(6.59601984709512 50.9525274662191),SRID=3857;POINT(734265.570640955 6612900.6732535),2,0.012388019131252849,0.0
164,7.33861261905923,51.6319781599433,substation,380000;110000,50;16.7,Schaltanlage Datteln 4,E.ON,,SRID=4326;POINT(7.33861261905923 51.6319781599433),SRID=3857;POINT(816930.619882765 6733853.97843745),1,0.0,0.0
165,7.70820629045949,51.6762421808501,substation,380000;220000;110000,50,Station Gersteinwerk,Amprion,,SRID=4326;POINT(7.70820629045949 51.6762421808501),SRID=3857;POINT(858073.599183458 6741796.25784715),13,0.06913860099341017,0.01282051282051282
166,7.61702105012869,51.6371337810622,plant,,,Kraftwerk Bergkamen,RWE; evonik,,SRID=4326;POINT(7.61702105012869 51.6371337810622),SRID=3857;POINT(847922.904661971 6734778.65094646),1,0.0,0.0
167,7.52228012599778,51.5321980611413,substation,220000;110000,50,Station Wambel,Ampirion,,SRID=4326;POINT(7.52228012599778 51.5321980611413),SRID=3857;POINT(837376.393230434 6715978.84927163),2,0.004282655246252677,0.0
168,6.90660784108641,51.5652424548867,substation,380000;110000,50,Station Nordlicht,RWE; ELE,,SRID=4326;POINT(6.90660784108641 51.5652424548867),SRID=3857;POINT(768840.06797857 6721894.24942313),2,0.000183804946191102,0.0
169,6.96734395630657,51.490861901735,substation,220000,50,LMG,,,SRID=4326;POINT(6.96734395630657 51.490861901735),SRID=3857;POINT(775601.181397639 6708585.15138781),1,0.0,0.0
170,6.87287367577891,51.4457833914382,substation,220000;110000,50,Styrum,,,SRID=4326;POINT(6.87287367577891 51.4457833914382),SRID=3857;POINT(765084.797874202 6700529.70600489),1,0.0,0.0
171,6.86804500654219,51.374474803487,substation,220000;110000,,Station Selbeck,RWE,,SRID=4326;POINT(6.86804500654219 51.374474803487),SRID=3857;POINT(764547.272873561 6687803.21790733),1,0.0,0.0
172,6.78752992543912,51.5055494229858,substation,220000;110000,50,Station Hamborn,Amprion,,SRID=4326;POINT(6.78752992543912 51.5055494229858),SRID=3857;POINT(755584.375043988 6711211.50415212),3,0.02560402900442051,0.0
173,6.62284324444971,51.2587133994989,substation,380000,50,Station Osterath,RWE,,SRID=4326;POINT(6.62284324444971 51.2587133994989),SRID=3857;POINT(737251.537575814 6667185.35021501),3,0.10250835704526849,0.0
174,6.81216589807283,51.5196200390464,substation,220000;110000,50,Station Handbach,Amprion,,SRID=4326;POINT(6.81216589807283 51.5196200390464),SRID=3857;POINT(758326.838972772 6713728.33895523),1,0.0,0.0
175,6.72031004220211,51.391532581128,substation,220000,,Station Rheinhausen,Amprion,,SRID=4326;POINT(6.72031004220211 51.391532581128),SRID=3857;POINT(748101.491870862 6690845.72465849),2,0.003025791165218347,0.0
176,6.54240843928532,51.2994458346854,substation,220000;110000,50,Station Edelstahl Krefeld,,,SRID=4326;POINT(6.54240843928532 51.2994458346854),SRID=3857;POINT(728297.576022857 6674434.13433423),2,0.0012296083854952927,0.0
177,13.078642146735,54.2848461827889,substation,220000;110000,,Umspannwerk Lüdershagen,50Hertz Transmission GmbH;E.ON edis AG,Lhg,SRID=4326;POINT(13.078642146735 54.2848461827889),SRID=3857;POINT(1455907.78404199 7224288.39114938),2,0.0,1.0
178,8.02029038221744,50.9236169231237,substation,220000,50,Setzer Wiese,RWE,,SRID=4326;POINT(8.02029038221744 50.9236169231237),SRID=3857;POINT(892814.641362636 6607793.54635006),1,0.0,0.0
179,13.9570055873006,53.2521716356786,substation,380000;220000,,Bertikow,50Hertz Transmission GmbH,,SRID=4326;POINT(13.9570055873006 53.2521716356786),SRID=3857;POINT(1553686.75497718 7029779.74996667),2,0.0020409891824041833,0.0
180,14.2708346906575,53.0962865828729,substation,220000;110000,50,Vierraden,50Hertz Transmission GmbH,,SRID=4326;POINT(14.2708346906575 53.0962865828729),SRID=3857;POINT(1588622.05095898 7000828.22984944),2,0.0020409891824041833,0.0
181,14.0336963902155,53.507868594058,substation,220000;110000,,Pasewalk,50Hertz Transmission GmbH;E.ON edis AG,,SRID=4326;POINT(14.0336963902155 53.507868594058),SRID=3857;POINT(1562223.93610619 7077497.99914936),4,0.008670114514091843,0.16666666666666666
183,9.90884756824768,53.4880466468098,substation,380000;110000,50,Umspannwerk Hamburg/Süd,50Hertz Transmission;Stromnetz Hamburg GmbH,,SRID=4326;POINT(9.90884756824768 53.4880466468098),SRID=3857;POINT(1103047.8656455 7073788.55343932),2,0.045702487610961455,0.0
184,6.61738115554636,51.4757909650564,substation,380000;220000;110000,50,Station Utfort,Amprion,,SRID=4326;POINT(6.61738115554636 51.4757909650564),SRID=3857;POINT(736643.500620426 6705891.11748958),7,0.11316213217925992,0.047619047619047616
185,6.65673523718494,51.3795236591475,substation,220000;110000,50,Uerdingen,RWE,,SRID=4326;POINT(6.65673523718494 51.3795236591475),SRID=3857;POINT(741024.376949068 6688703.6377942),2,0.0,1.0
186,6.71114528740106,51.5261875789907,substation,380000,50,Walsum Block 10,Amprion,,SRID=4326;POINT(6.71114528740106 51.5261875789907),SRID=3857;POINT(747081.276033164 6714903.35206591),2,0.0318751202046479,0.0
187,6.68934282070814,51.5764229278963,substation,380000,,Station Zensenbusch,Amprion,,SRID=4326;POINT(6.68934282070814 51.5764229278963),SRID=3857;POINT(744654.236542872 6723896.68088702),3,0.03615777545090058,0.0
188,6.72365238886558,51.3758458427716,generator,,,Kraftwerk Huckingen,,,SRID=4326;POINT(6.72365238886558 51.3758458427716),SRID=3857;POINT(748473.560199494 6688047.72112337),1,0.0,0.0
189,8.61664770595698,48.0659538545522,substation,380000;110000,50,Umspannwerk Trossingen,,TRSNG,SRID=4326;POINT(8.61664770595698 48.0659538545522),SRID=3857;POINT(959200.83497216 6117834.22841594),2,0.0006142148618552658,0.0
190,8.87294280093827,48.310091303568,substation,380000,50,Netze BW Umspannwerk Engstlatt,Netze BW,ENGST,SRID=4326;POINT(8.87294280093827 48.310091303568),SRID=3857;POINT(987731.47443829 6158598.8986593),2,0.0028258250007429766,0.0
191,6.71525262621456,51.5267908744287,substation,220000;110000,50,Station Walsum,Amprion,,SRID=4326;POINT(6.71525262621456 51.5267908744287),SRID=3857;POINT(747538.502898399 6715011.29748736),5,0.02130299326354872,0.1
192,12.185765240779,53.8108598322992,substation,220000;110000,,Güstrow,EON_edis,,SRID=4326;POINT(12.185765240779 53.8108598322992),SRID=3857;POINT(1356513.18152989 7134416.47784108),1,0.0,0.0
193,6.7225698255489,51.4797877133457,substation,380000;220000;110000,50,Station Beeck,,,SRID=4326;POINT(6.7225698255489 51.4797877133457),SRID=3857;POINT(748353.049802328 6706605.47707483),2,0.004282655246252677,0.0
198,7.97065695307765,51.6768446919669,substation,380000,50,,,,SRID=4326;POINT(7.97065695307765 51.6768446919669),SRID=3857;POINT(887289.473304469 6741904.41976022),1,0.0,0.0
199,7.44506932534523,51.6185001200754,substation,220000;110000,,Station Elmenhorst,Amprion,,SRID=4326;POINT(7.44506932534523 51.6185001200754),SRID=3857;POINT(828781.326218053 6731437.15738142),1,0.0,0.0
200,6.73212494203963,51.4594437546532,substation,220000;110000,50,Station Ruhrort,Amprion,,SRID=4326;POINT(6.73212494203963 51.4594437546532),SRID=3857;POINT(749416.720504548 6702969.947026),1,0.0,0.0
201,9.25103429423424,53.1144323213021,substation,380000;220000;110000,50,Sottrum,EON_Netz,,SRID=4326;POINT(9.25103429423424 53.1144323213021),SRID=3857;POINT(1029820.42694527 7004192.91679913),5,0.0533296480061074,0.2
202,7.32089264924598,52.4714572257118,plant,,,Kernkraftwerk Emsland,KKW Lippe-Ems,KKE,SRID=4326;POINT(7.32089264924598 52.4714572257118),SRID=3857;POINT(814958.041866282 6885824.02099882),1,0.0,0.0
204,7.70635767084239,51.2785803248342,substation,220000;110000,,Elverlingsen,markE,,SRID=4326;POINT(7.70635767084239 51.2785803248342),SRID=3857;POINT(857867.811789013 6670720.08478497),1,0.0,0.0
205,7.45034976006819,51.4136081254081,plant,,,Koepchenwerk,RWE Power AG,,SRID=4326;POINT(7.45034976006819 51.4136081254081),SRID=3857;POINT(829369.141522579 6694784.9086516),1,0.0,0.0
206,6.63448170507317,51.0359799570641,plant,,,RWE Kraftwerk Neurath BoA Bl. F/G,,,SRID=4326;POINT(6.63448170507317 51.0359799570641),SRID=3857;POINT(738547.125086035 6627660.62999457),1,0.0,0.0
207,7.60711615834737,51.8986046345034,substation,220000,50,Amelsbüren,Amprion,,SRID=4326;POINT(7.60711615834737 51.8986046345034),SRID=3857;POINT(846820.297152514 6781812.59465969),3,0.006473044931702604,0.0
208,7.40354445433039,51.6444495221964,substation,380000,50,Station Lippe,RWE,,SRID=4326;POINT(7.40354445433039 51.6444495221964),SRID=3857;POINT(824158.798721424 6736090.92637583),3,0.004282655246252677,0.3333333333333333
209,8.9396926172441,52.4030332405173,substation,380000,50,Schaltanlage Ovenstädt,TenneT TSO GmbH,3018,SRID=4326;POINT(8.9396926172441 52.4030332405173),SRID=3857;POINT(995162.03 6873329.68),3,0.07728208531550715,0.0
210,9.40952036752961,52.0343166956609,plant,,,Kernkraftwerk Grohnde,Gemeinschaftskernkraftwerk Grohnde GmbH & Co. oHG,KWG,SRID=4326;POINT(9.40952036752961 52.0343166956609),SRID=3857;POINT(1047463.01592233 6806332.73304346),2,0.0,1.0
211,7.23579348811378,49.3693923811997,substation,380000,50,Mittelbexbach,Amprion,,SRID=4326;POINT(7.23579348811378 49.3693923811997),SRID=3857;POINT(805484.846582112 6337773.5743951),2,0.04984112459425158,0.0
212,6.81368434620717,49.7248341051075,substation,380000;110000,50,Station Osburg,Amprion; Westnetz,,SRID=4326;POINT(6.81368434620717 49.7248341051075),SRID=3857;POINT(758495.871845881 6398757.627763),2,0.0,1.0
213,8.58869053015616,49.8155140535631,substation,220000;110000,50,Umspannanlage Pfungstadt,RWE,,SRID=4326;POINT(8.58869053015616 49.8155140535631),SRID=3857;POINT(956088.656397995 6414387.21416099),3,0.009712165830572975,0.0
214,8.54716101729403,49.4405397603694,substation,220000;110000,50,Station Rheinau,Net,,SRID=4326;POINT(8.54716101729403 49.4405397603694),SRID=3857;POINT(951465.612173289 6349945.06603083),2,0.0020029268749526814,0.0
215,8.40828876612783,49.5286235333031,substation,220000,50,BASF,,,SRID=4326;POINT(8.40828876612783 49.5286235333031),SRID=3857;POINT(936006.423888152 6365038.43068912),3,0.01059635514791703,0.3333333333333333
216,9.19078746567264,48.9144168850357,substation,380000;220000;110000,50,Amprion Umspannwerk Hoheneck,Amprion,,SRID=4326;POINT(9.19078746567264 48.9144168850357),SRID=3857;POINT(1023113.78066788 6260352.18673733),4,0.1452140287441775,0.0
217,12.1320700245591,54.1424599067203,plant,,50,Kraftwerk Rostock,,,SRID=4326;POINT(12.1320700245591 54.1424599067203),SRID=3857;POINT(1350535.85740226 7197182.79476041),1,0.0,0.0
218,12.2135605906601,54.1119998916809,substation,220000;110000,50,Bentwisch,E.ON edis AG,Bw,SRID=4326;POINT(12.2135605906601 54.1119998916809),SRID=3857;POINT(1359607.34572508 7191396.33239616),2,0.0,1.0
219,8.57125886720865,52.1053649703152,substation,380000;110000,50,Eickum,TenneT,,SRID=4326;POINT(8.57125886720865 52.1053649703152),SRID=3857;POINT(954148.172554998 6819199.2596058),2,0.072853695584329,0.0
220,8.6593729546501,51.9996101360209,substation,380000;220000;110000,50,Umspannwerk Bechterdissen,TenneT,,SRID=4326;POINT(8.6593729546501 51.9996101360209),SRID=3857;POINT(963956.987900695 6800054.96229672),7,0.08046883694626726,0.09523809523809523
221,7.31136230953603,53.1257665914164,substation,380000;150000;110000,50;0,Diele,TenneT;EON_Netz,DIEL,SRID=4326;POINT(7.31136230953603 53.1257665914164),SRID=3857;POINT(813897.129302683 7006295.30275364),4,0.10216992333410818,0.0
223,8.27327814627525,49.0293981037883,substation,220000;110000,50,Umspannwerk Maximiliansau,Pfalzwerke AG,,SRID=4326;POINT(8.27327814627525 49.0293981037883),SRID=3857;POINT(920977.110434478 6279851.11008204),2,0.0,1.0
224,8.35233395252327,49.4212743450173,substation,220000;110000,50,Netzleitstelle Mutterstadt,Pfalzwerke,,SRID=4326;POINT(8.35233395252327 49.4212743450173),SRID=3857;POINT(929777.562530262 6346647.50581194),4,0.008565310492505354,0.16666666666666666
225,7.72920204621049,49.4826474377754,substation,220000;110000,50,Otterbach,Amprion,,SRID=4326;POINT(7.72920204621049 49.4826474377754),SRID=3857;POINT(860410.836022479 6357156.92951801),3,0.006387221880140795,0.3333333333333333
226,9.79733614300556,52.0008392548375,substation,220000;110000,50,Godenau,TenneT;EON_Netz,,SRID=4326;POINT(9.79733614300556 52.0008392548375),SRID=3857;POINT(1090634.47056991 6800277.20385817),2,0.0,1.0
227,10.0821573814608,48.2660901922742,substation,380000,50,Vöhringen Amprion,Ampirion,,SRID=4326;POINT(10.0821573814608 48.2660901922742),SRID=3857;POINT(1122340.62580186 6151237.47962909),5,0.07323671507608596,0.2
228,8.62716128185002,49.5435952784092,substation,220000;110000,50,Umspannwerk Weinheim,,,SRID=4326;POINT(8.62716128185002 49.5435952784092),SRID=3857;POINT(960371.200886989 6367606.57778828),1,0.0,0.0
229,8.50180857459037,49.4449115329164,substation,220000;110000,,Mannheim,,,SRID=4326;POINT(8.50180857459037 49.4449115329164),SRID=3857;POINT(946417.001345286 6350693.53976539),2,0.004282655246252677,0.0
230,10.3917760727113,48.51846091102,substation,380000,,Umspannwerk Gundelfingen,Amprion,,SRID=4326;POINT(10.3917760727113 48.51846091102),SRID=3857;POINT(1156807.22085195 6193545.78825183),3,0.008556120245195798,0.0
231,7.95807590404246,47.595477987414,substation,380000;220000,50,Lastverteilung/Schaltanlage Kühmoos,Schluchseewerk AG,,SRID=4326;POINT(7.95807590404246 47.595477987414),SRID=3857;POINT(885888.957332226 6039818.70929429),6,0.01735788267205128,0.06666666666666667
232,10.0837513310281,48.268867503254,substation,380000;220000;110000,50,Vöhringen LEW,LEW,Station Nr. 625,SRID=4326;POINT(10.0837513310281 48.268867503254),SRID=3857;POINT(1122518.06345604 6151701.93838016),4,0.03657611161959099,0.3333333333333333
233,9.88551515679306,48.3040743800139,substation,380000;220000;110000,50,Umspannwerk Dellmensingen,EnBW,,SRID=4326;POINT(9.88551515679306 48.3040743800139),SRID=3857;POINT(1100450.51348339 6157591.88836078),5,0.011529303268444938,0.2
234,9.01341963159839,47.8453531969431,substation,220000;110000,50,Umspannwerk Stockach,,,SRID=4326;POINT(9.01341963159839 47.8453531969431),SRID=3857;POINT(1003369.28369563 6081165.57048009),2,0.0,1.0
235,8.25192553682682,47.6397698245713,substation,220000;110000,50,Umspannwerk Gurtweil,EnBW,,SRID=4326;POINT(8.25192553682682 47.6397698245713),SRID=3857;POINT(918600.148823572 6047133.24200569),5,0.012300839682262518,0.2
236,9.19675654948238,48.9129634543149,substation,220000;110000,50,Netze BW Umspannwerk Hoheneck,Netze BW,,SRID=4326;POINT(9.19675654948238 48.9129634543149),SRID=3857;POINT(1023778.25603808 6260105.99629844),2,0.0008193105476468369,0.0
238,6.6205356426611,49.7489386754597,substation,220000,50,Station Trier,Amprion,,SRID=4326;POINT(6.6205356426611 49.7489386754597),SRID=3857;POINT(736994.656519751 6402909.43680734),2,0.017020338017296046,0.0
239,6.70228544511704,49.8289944400988,substation,220000;110000,50,Station Quint,Amprion; Westnetz,,SRID=4326;POINT(6.70228544511704 49.8289944400988),SRID=3857;POINT(746095.002901598 6416713.19146051),2,0.0,1.0
240,8.53151970452009,50.047876437192,substation,380000,50,Station Kelsterbach,Amprion,,SRID=4326;POINT(8.53151970452009 50.047876437192),SRID=3857;POINT(949724.429199956 6454571.32866163),1,0.0,0.0
241,8.47137164222049,50.0972077629353,substation,380000;110000,50,Umspannwerk Kriftel,Amprion,,SRID=4326;POINT(8.47137164222049 50.0972077629353),SRID=3857;POINT(943028.777532562 6463127.5634519),2,0.004282655246252677,0.0
242,8.06573800300669,50.4060681719154,substation,380000;110000,,Station Limburg,'Amprion, Süwag',,SRID=4326;POINT(8.06573800300669 50.4060681719154),SRID=3857;POINT(897873.84736666 6516898.95876352),1,0.0,0.0
243,8.53721905903123,50.078085052734,substation,220000;110000,50,,,,SRID=4326;POINT(8.53721905903123 50.078085052734),SRID=3857;POINT(950358.878441986 6459809.79451767),,,
244,8.54248104018428,50.0959883311322,substation,,,,,,SRID=4326;POINT(8.54248104018428 50.0959883311322),SRID=3857;POINT(950944.639504509 6462915.95386949),,,
245,8.98953621454728,50.0602551000841,substation,380000;110000,50,Karlstein,Amprion,,SRID=4326;POINT(8.98953621454728 50.0602551000841),SRID=3857;POINT(1000710.5938711 6456717.50951504),2,0.0,1.0
246,8.95870858956225,50.0826078209328,substation,380000;220000,50,Umspannwerk Großkrotzenburg,TenneT,,SRID=4326;POINT(8.95870858956225 50.0826078209328),SRID=3857;POINT(997278.878355396 6460594.37025851),6,0.281604616029948,0.13333333333333333
247,10.3633843211809,47.7383368357565,substation,380000;220000,50,Schaltanlage Leupolz,Amprion,,SRID=4326;POINT(10.3633843211809 47.7383368357565),SRID=3857;POINT(1153646.66552885 6063433.28208755),3,0.007283270992822417,0.3333333333333333
248,7.46150030545086,51.6146143296713,plant,,,Trianel Kraftwerk Lünen,Trianel,,SRID=4326;POINT(7.46150030545086 51.6146143296713),SRID=3857;POINT(830610.414556644 6730740.50835274),1,0.0,0.0
