edge,bet_cen_edge
'(55246, 55247)',0.0043196392574434755
'(75056, 52435)',0.03791299412361761
'(52583, 52584)',0.002162160896611951
'(78717, 16148)',0.0010012139474010755
'(58170, 57281)',0.0087438063709021
'(52332, 54784)',0.005634198317458193
'(52413, 16287)',0.030212336407489226
'(20407, 55802)',0.0038458969391713406
'(52504, 55350)',0.056921636989972775
'(57935, 53144)',0.09716598861687764
'(54536, 54537)',0.008606500764423966
'(18390, 54180)',0.03806653755843139
'(75731, 29066)',0.0034743244856819764
'(58649, 53859)',0.06327728068312595
'(16740, 53067)',0.016104395346333657
'(75444, 52033)',0.001081665765278529
'(54017, 54019)',0.0005407353298105056
'(18026, 52067)',0.002162160896611951
'(52322, 52340)',5.267852752979848e-06
'(17673, 75453)',0.002162160896611951
'(52311, 52312)',0.002162160896611951
'(55364, 55368)',0.015580695309424845
'(55269, 55507)',0.002266673312874875
'(54281, 54283)',0.0010584481920339142
'(51885, 16136)',0.0008239186491909967
'(58131, 16087)',0.006128566935566846
'(57920, 76264)',0.020084582554511655
'(55397, 23869)',0.0150367930248947
'(18365, 54453)',0.001081665765278529
'(16787, 53144)',0.001081665765278529
'(58333, 58336)',0.007510202074831604
'(19597, 55319)',0.002162160896611951
'(16440, 52578)',0.012117090647386105
'(76290, 52347)',0.004070079843181134
'(75536, 78706)',0.037472033884449536
'(54963, 16191)',0.052535966545428664
'(52303, 16310)',0.0010804951313334221
'(58310, 58311)',0.03261261952011815
'(16812, 53595)',0.001081665765278529
'(39498, 39499)',0.001081665765278529
'(51872, 51873)',0.009692849065482921
'(53557, 20996)',0.001081665765278529
'(75519, 16286)',0.019063562853905678
'(52359, 52360)',0.0012188157517679266
'(16409, 56969)',0.002669237248739683
'(52301, 22375)',0.001326705464077016
'(58481, 58483)',0.0008967956507166891
'(77360, 23370)',0.004319639257443476
'(75445, 52059)',0.006552601209944937
'(56660, 56661)',0.0043196392574434755
'(60368, 56192)',1.8047273320393924e-06
'(53165, 55764)',0.003241485394000267
'(16916, 53691)',0.001081665765278529
'(52676, 16124)',0.009434793961178878
'(53644, 53645)',0.10371393924487228
'(74903, 78485)',0.07543775314200515
'(75567, 22024)',0.001081665765278529
'(54260, 54953)',0.00567647240527736
'(16367, 16368)',0.02257174501864919
'(52359, 20607)',0.00310082350567555
'(52325, 52326)',0.0030615197032372336
'(52551, 54563)',0.011381989720016313
'(52635, 54578)',0.002317731644394707
'(53220, 78777)',0.03389207194673323
'(75492, 53282)',0.002162160896611951
'(53528, 19595)',0.11412126808866505
'(53089, 53090)',0.001476242569401033
'(54355, 54360)',0.0016590451893318304
'(53167, 79941)',0.0026809468399517076
'(54593, 55894)',0.10183741707759696
'(53525, 53526)',0.004946104709973213
'(78720, 78722)',0.0017841311426647127
'(16424, 57033)',0.0063694907038391825
'(29454, 56243)',0.002695969975580576
'(66034, 77894)',0.0016758795558146557
'(53243, 53244)',0.0467380411851239
'(17904, 52359)',0.003241485394000267
'(17008, 75440)',0.0016649536389936582
'(52605, 52606)',0.002162160896611951
'(24089, 14224)',0.0013250405624661975
'(75568, 52368)',0.012135303009702936
'(52190, 52191)',0.0013103100853236063
'(17150, 16185)',0.004317297989553263
'(54600, 54637)',5.853169725533165e-06
'(76125, 54472)',0.0005640244417962102
'(54622, 79305)',0.016762064274716118
'(51954, 51955)',0.007997322369956227
'(53221, 23576)',0.001081665765278529
'(58355, 68261)',0.004312030136800283
'(51876, 51877)',0.005396622486941578
'(53923, 53924)',1.4632924313832913e-06
'(58030, 52573)',0.0010816657652785288
'(53888, 53889)',0.005396622486941578
'(53503, 55815)',0.01310124734948991
'(52803, 79517)',0.04974834068719498
'(57257, 57258)',0.003241485394000267
'(75434, 55088)',0.0028465135009212894
'(54499, 54512)',0.09361969372330123
'(53138, 53139)',0.09628186732983614
'(55247, 55248)',0.005396622486941578
'(54746, 54805)',0.0015684348702196176
'(17904, 53984)',0.002162160896611951
'(54416, 55567)',0.002162160896611951
'(52554, 52636)',0.02767755983887163
'(16606, 52699)',0.014815300024003794
'(16903, 53735)',0.0048658570562302335
'(19005, 52308)',0.004051663148929829
'(52331, 56661)',0.004437069024060626
'(17250, 53853)',0.001081665765278529
'(52137, 52171)',0.007709163008447281
'(54016, 54021)',0.010763979125255492
'(54186, 55585)',0.0009723090442398175
'(16941, 54569)',0.0004847380933023411
'(16409, 54002)',0.007689239387841006
'(17776, 54018)',0.002160014734379256
'(52627, 16133)',1.7822901814248487e-05
'(75102, 52817)',0.009692849065482921
'(53315, 54569)',0.0005969276719761878
'(52590, 52636)',0.01659501563132316
'(55248, 55252)',0.006472435082494574
'(58667, 24129)',0.008225738137659627
'(16801, 24960)',0.002315835403218547
'(75790, 16092)',0.001081665765278529
'(52818, 52819)',0.0032344615903296273
'(75667, 55095)',0.0016210353554864101
'(53264, 75200)',0.021202863448671994
'(51938, 51939)',0.0003966846420296151
'(79743, 54846)',0.0015643474066946216
'(20565, 55987)',0.001081665765278529
'(16393, 19901)',0.012135356141154297
'(55153, 55491)',0.0017664433399860759
'(52567, 53242)',0.0009589777533840004
'(52306, 52308)',0.0026733205736598183
'(52440, 16379)',0.04200033213908692
'(75476, 55444)',0.0777736711421059
'(79778, 39654)',0.0041147576662562465
'(69209, 56561)',0.0063956219851298195
'(54816, 79401)',0.03413179456798376
'(52897, 52898)',0.005890825117434096
'(58101, 52726)',0.002162160896611951
'(54976, 55622)',0.030162096817864203
'(75939, 79836)',0.0011808631293559026
'(24669, 77840)',0.004049455549301048
'(16517, 55730)',0.001081665765278529
'(52608, 53653)',0.007587516288299456
'(35049, 53780)',0.028386352041513116
'(17180, 75620)',0.001081665765278529
'(75637, 52802)',0.03576212988967206
'(25084, 19317)',0.002162160896611951
'(75453, 75671)',0.001081665765278529
'(58635, 75440)',0.022383554625886436
'(75813, 53220)',0.001081665765278529
'(53091, 53094)',0.0005387341032091174
'(16409, 56967)',0.0020933932470881228
'(52387, 53408)',0.00048358400508210467
'(75130, 52445)',0.1537830627934617
'(17776, 54012)',0.002162160896611951
'(17097, 53533)',0.0709931624943592
'(16862, 54579)',0.002036659182413645
'(52905, 54663)',0.00021081166294795287
'(75300, 28692)',0.10689939972097806
'(52326, 52327)',0.003233993104482942
'(55397, 55899)',0.004848765800631674
'(52861, 54537)',0.01290272734296531
'(58309, 58311)',0.00011394170399037892
'(16835, 53190)',0.003241485394000267
'(75081, 55531)',0.0019271514867589964
'(58190, 33760)',0.16692469753219494
'(16689, 79354)',0.003929204964513623
'(51934, 51940)',0.0024506524834888013
'(58131, 53834)',0.006840507479849195
'(52819, 55730)',1.170633945106633e-06
'(52452, 23676)',0.008620548371765246
'(52392, 77869)',0.006043741115875579
'(17468, 54816)',0.03342004912935893
'(75428, 75440)',0.001081665765278529
'(52520, 52521)',0.0030901712013123583
'(53410, 53411)',2.3022467587097115e-05
'(55699, 20444)',0.002160112287208015
'(16587, 54445)',0.001081665765278529
'(78264, 78265)',0.020245604647272895
'(58171, 57281)',0.004718948070566777
'(54118, 56936)',0.002723242494740602
'(52326, 16317)',0.001081665765278529
'(57843, 57844)',0.0056046506425089454
'(51955, 53071)',0.0073474254247645285
'(53888, 46314)',0.006472435082494574
'(57918, 57919)',0.04129494038311905
'(52150, 52152)',0.04284360468477169
'(54389, 54393)',0.002162160896611951
'(54941, 20425)',0.0021504545571608847
'(53443, 54058)',0.0015273846398778154
'(55283, 55284)',0.004304951053193345
'(20407, 29543)',0.002162160896611951
'(75814, 54951)',0.0010816657652785288
'(16727, 53340)',0.001081665765278529
'(57809, 75486)',0.07632077703931249
'(58250, 16252)',0.003266411535360001
'(75462, 52322)',0.0056175013695488095
'(52036, 23873)',0.005396622486941578
'(19653, 19654)',0.007991896425951403
'(51867, 51877)',0.0043196392574434755
'(18274, 78369)',0.014985187578481572
'(53296, 53718)',0.052544756629712974
'(75748, 79127)',0.001081665765278529
'(17719, 24960)',0.001081665765278529
'(18845, 53751)',0.001081665765278529
'(52394, 16347)',0.001081665765278529
'(52150, 16191)',0.059975103323871265
'(16527, 52748)',0.006800877339971691
'(2493, 19456)',0.001069666767341186
'(18376, 54472)',0.0005176413234823187
'(58181, 58184)',0.010270435673162881
'(18476, 78795)',0.08051182912594437
'(52042, 52045)',0.007547077044102463
'(75513, 33308)',0.0009010343747266983
'(53318, 55160)',0.020797096000047775
'(52816, 52817)',0.010763979125255492
'(52230, 53833)',0.039511049436706365
'(17040, 70821)',0.0008567089421605375
'(52507, 54962)',0.05274220623246888
'(78038, 75558)',0.001081665765278529
'(55560, 23869)',0.07582475295814572
'(16689, 54935)',0.0035552849718808142
'(52788, 52816)',0.011833938551082954
'(75449, 52919)',0.00589863631179401
'(54025, 54026)',0.01695081854627555
'(75742, 55794)',0.0023283379595671915
'(52627, 16148)',0.0010293286726493869
'(16800, 53138)',0.096456291787657
'(24647, 54194)',0.005860507091867668
'(52190, 52214)',0.02940416116986198
'(52458, 78485)',0.07504471279493562
'(57737, 54002)',0.006897125748049066
'(16835, 77775)',0.02048899997343537
'(65920, 53824)',0.002663660478695633
'(16475, 24405)',0.0010816657652785288
'(28637, 53705)',0.009692849065482921
'(75720, 55452)',0.002162160896611951
'(24650, 58387)',0.03436193952544449
'(53527, 53582)',0.008107401678733674
'(53391, 53645)',0.10281879448818072
'(52322, 52323)',0.004551053845556665
'(52526, 56969)',1.8681366707326685e-05
'(75546, 2492)',0.009412090166165702
'(52479, 52480)',0.006472435082494574
'(53825, 53824)',0.0037277667347975618
'(52509, 52510)',0.0005812717819207814
'(19520, 55505)',0.0020402360235515344
'(58309, 58310)',0.002048219192621572
'(52234, 55349)',0.04884992372990444
'(58153, 58188)',0.005228125060273778
'(52445, 23960)',0.07797801550672516
'(25083, 75970)',0.001081665765278529
'(52218, 22003)',0.03351074504929604
'(75619, 54207)',0.001081665765278529
'(57687, 57689)',0.02211031056401146
'(75473, 75474)',0.09558667799986358
'(53129, 6798)',0.08003506277613107
'(17814, 19224)',0.001081665765278529
'(67141, 75473)',0.006462816373578951
'(51988, 52127)',0.014762208691156466
'(53502, 53503)',0.00024778418504757066
'(52042, 23873)',0.006472435082494574
'(52391, 52392)',0.0009084286647448199
'(51897, 55102)',0.003241485394000267
'(77898, 16118)',0.1349264723958027
'(52006, 16339)',0.0011459823452792627
'(75490, 78523)',0.001063716044786894
'(51829, 52733)',0.002172121040428235
'(75575, 52512)',0.0010793244973883156
'(16436, 54584)',0.09182333404813664
'(58164, 24365)',0.16703460054907476
'(52861, 53394)',0.01397034550090256
'(52635, 54574)',0.010513260359131707
'(57892, 58126)',0.006038815545885016
'(54468, 54469)',0.00749027700787293
'(16852, 51347)',0.008156537412698893
'(53407, 53408)',0.00037823182766393715
'(18220, 75927)',0.00588917647462807
'(52557, 54584)',0.005510650594866002
'(52876, 52877)',0.0020550674012004464
'(16512, 53987)',0.032651742443433864
'(52249, 52252)',0.02955649980612648
'(55319, 55325)',0.000799902536362399
'(28344, 55407)',0.003241485394000267
'(55132, 55346)',0.1010251139537806
'(75639, 51892)',9.874297326974449e-05
'(52571, 53246)',0.000744355955667089
'(17180, 53408)',0.001889242225234636
'(16774, 53633)',0.008841407976075364
'(22375, 16310)',0.00117678627684036
'(53145, 55964)',0.03271560931106632
'(13644, 55444)',0.0785139410278598
'(52556, 52667)',0.030292628531742662
'(75473, 52469)',0.08842050573093325
'(53013, 53014)',0.005659967741788032
'(54393, 54394)',0.003241485394000267
'(21465, 56660)',0.003241485394000267
'(75627, 77715)',0.001081665765278529
'(52617, 52634)',0.001081227706623675
'(75996, 22047)',0.001081665765278529
'(54465, 54467)',0.006713639427557687
'(52312, 77111)',0.001081665765278529
'(16692, 79317)',0.002503370032150067
'(19520, 55334)',0.004152141688027772
'(79868, 23156)',0.04995953411532541
'(57435, 24927)',0.025445283760635533
'(75600, 15141)',0.016102069914941737
'(75880, 56795)',0.011833938551082954
'(75453, 75568)',0.011680344488608278
'(52337, 52338)',0.04728198068446947
'(58032, 70821)',0.000639751451000775
'(16409, 75442)',0.23201722518792167
'(58185, 58187)',0.008195487005461436
'(16409, 52526)',0.0021399188516549247
'(53968, 54778)',0.007705230035001846
'(16565, 52711)',0.06335586419898448
'(52608, 52609)',0.006442920204240267
'(75554, 75618)',0.004558547993223096
'(52545, 52548)',0.020432795318834088
'(16391, 52476)',0.001081665765278529
'(52898, 78332)',0.004819695057661526
'(55351, 55443)',0.057752276099990806
'(75546, 51839)',0.010478245031671576
'(20460, 6734)',0.0026967503982106467
'(76593, 54538)',0.001081665765278529
'(75494, 75567)',0.001081665765278529
'(58715, 75724)',0.001081665765278529
'(52814, 55802)',0.00372660097849386
'(52199, 54619)',0.004688303939829858
'(66441, 58482)',0.028377866918472144
'(52458, 16381)',0.0030413069893870325
'(52388, 53515)',0.0007758311435975038
'(75666, 55168)',0.006990187645600738
'(79400, 55275)',0.03558103939202577
'(53035, 16100)',0.0037673926938394217
'(17220, 54953)',0.006449617594323039
'(53934, 56297)',0.0044676877530543686
'(54421, 54423)',0.2007120869143812
'(57687, 55030)',0.007368333568789364
'(54465, 54468)',0.006562003310534876
'(54890, 54892)',0.014958489459667625
'(75422, 6774)',0.001081665765278529
'(75586, 57142)',0.01720190857473534
'(20780, 56958)',0.001081665765278529
'(16447, 52601)',0.016229132490967343
'(53987, 53988)',0.03306661511357964
'(51996, 16177)',0.00401560889855721
'(52085, 16219)',0.017681324160137516
'(18403, 54512)',0.001081665765278529
'(52950, 53129)',0.08087920691394737
'(78927, 55269)',0.0292868994272934
'(55399, 55510)',0.008918381127648348
'(53029, 53032)',0.002162160896611951
'(52394, 53669)',0.13922596394204412
'(17040, 53435)',0.0019243271000977868
'(51905, 16339)',0.0359221707923709
'(52602, 52619)',0.00019660239663330163
'(52865, 54452)',0.12301559482756103
'(75922, 53054)',0.001081665765278529
'(36442, 56085)',0.001081665765278529
'(61171, 55622)',0.030772777525894843
'(52495, 79873)',0.05202706876804122
'(52301, 52305)',0.0035812774772452983
'(53783, 16165)',0.0012792020605124177
'(16527, 53089)',8.97151557740293e-05
'(52479, 23676)',0.007547077044102463
'(54805, 55707)',0.0015299015028598592
'(58327, 58328)',0.13775097632010463
'(57937, 52555)',0.003752016152541533
'(52389, 44433)',0.001081665765278529
'(29671, 54533)',0.0043196392574434755
'(16903, 62346)',6.467752546714147e-05
'(51933, 19273)',0.014155118244552343
'(17271, 53784)',0.0015661733240733677
'(55250, 55252)',0.007547077044102463
'(17214, 75078)',0.001081665765278529
'(58321, 58323)',0.0191517379480202
'(75667, 52314)',0.12810024573304865
'(52778, 52876)',0.0018747507525225214
'(54057, 54058)',0.0025206675423008395
'(52743, 53747)',0.002162160896611951
'(16927, 52762)',0.001081665765278529
'(75485, 55928)',0.0021255785858273687
'(16978, 54217)',0.001081665765278529
'(20407, 22928)',0.002162160896611951
'(55510, 23071)',0.021300795497318583
'(29542, 22928)',0.001081665765278529
'(52408, 52415)',0.0008935606488337693
'(17859, 42755)',0.003241485394000267
'(16512, 53990)',0.002162160896611951
'(16548, 53412)',0.03711267810684513
'(52814, 78817)',0.001081665765278529
'(55581, 55584)',0.12938637074066595
'(79781, 56249)',0.000545515418419691
'(57914, 57918)',0.03946064455641434
'(75462, 39499)',0.002162160896611951
'(54350, 79317)',0.004520733265035205
'(16475, 52706)',0.002162160896611951
'(52319, 61655)',0.003241485394000267
'(19639, 52741)',0.003033759039088073
'(16409, 54001)',0.004490094708745671
'(18053, 53976)',0.003241485394000267
'(24957, 54337)',0.03992037138246378
'(52057, 52532)',0.014640944043200791
'(29671, 54528)',0.003241485394000267
'(76125, 54469)',0.01792017193643467
'(52671, 75820)',0.033892652659793646
'(59030, 75906)',0.004644062338375833
'(75814, 52303)',1.170633945106633e-06
'(58330, 58333)',0.008581332134604174
'(18283, 28636)',0.005147394520028376
'(75044, 52638)',0.010369453754830527
'(75514, 52991)',0.08494191783880395
'(17103, 75773)',0.0009172404724054263
'(52261, 16282)',0.11438630110791176
'(19864, 16361)',0.001081665765278529
'(53947, 53946)',0.006472435082494574
'(57693, 58290)',0.011472691617847206
'(75591, 16116)',0.001081665765278529
'(52201, 16079)',0.001081665765278529
'(51870, 53718)',0.05218810348777048
'(58041, 16154)',0.001081665765278529
'(71509, 64639)',0.03948760959006491
'(16867, 79356)',0.009692849065482921
'(52814, 55808)',0.000539154277178692
'(18968, 54956)',0.001081665765278529
'(20306, 55683)',0.001081665765278529
'(52306, 52309)',0.013543264475937702
'(58321, 16219)',0.01958292145113448
'(52329, 52330)',0.005819460894554197
'(66346, 52477)',0.0021598196287217378
'(16327, 16346)',0.011420989994350116
'(20306, 53615)',2.341267890213266e-06
'(16523, 52250)',0.002617830159744736
'(76283, 54590)',0.13939569285704165
'(17859, 27429)',0.0043196392574434755
'(54099, 29874)',0.013991609875990137
'(53032, 55246)',0.003241485394000267
'(53852, 53853)',0.0013152852795903093
'(54962, 55352)',0.0556002922861047
'(75923, 24346)',0.0027809217660874942
'(64639, 64640)',0.03993049943263022
'(75556, 56809)',3.4826359866922335e-05
'(52820, 52821)',0.003241485394000267
'(16767, 78675)',0.001081665765278529
'(52510, 56969)',0.0018388708221050015
'(53220, 53221)',0.03558298401581973
'(128, 16234)',0.008620548371765246
'(75666, 55254)',0.05563168106700956
'(75445, 53067)',0.015449932928756056
'(9216, 76242)',0.001081665765278529
'(52218, 5919)',0.03145394120774369
'(52622, 52623)',0.005015268968757331
'(17123, 79102)',0.03622715507856172
'(75483, 79102)',0.03721985266401216
'(75643, 55258)',0.0005355894180934743
'(25111, 52205)',0.0045942216690883966
'(52361, 52391)',0.0012537322318671308
'(54454, 16185)',0.042537425268846005
'(53247, 53671)',0.008201710588347538
'(52141, 52142)',0.018776784951551287
'(28692, 53311)',0.10704411073483933
'(18476, 53196)',0.0073753547996381974
'(75520, 16167)',0.001081665765278529
'(16767, 53247)',0.006908318819189506
'(54453, 54454)',0.04256786175141878
'(52947, 52962)',0.007547077044102463
'(58137, 57275)',0.00159467240032024
'(58150, 56024)',0.16798226217432233
'(55364, 57033)',0.007314192297540254
'(75462, 52337)',0.04136536259911085
'(57843, 57845)',0.036519105988987235
'(75586, 76125)',0.010583245584465458
'(16544, 52762)',0.002162160896611951
'(54213, 54214)',0.001151903801984927
'(55048, 55049)',0.002925430952163553
'(52560, 52562)',0.0042742660431758835
'(53735, 24529)',0.002162160896611951
'(53777, 53934)',0.005334054425262035
'(74814, 75449)',0.008545732320166331
'(75586, 54488)',0.003674152900054853
'(57844, 57845)',0.00017110766164308612
'(52361, 52392)',0.004684033065292148
'(57835, 23869)',0.07697782739407567
'(55985, 57295)',0.0018601166879808353
'(53853, 53854)',0.0008468756170216419
'(52360, 16328)',0.006965191689647881
'(17207, 75567)',0.0010828363992236355
'(52813, 55808)',0.00021866605927488265
'(75714, 77882)',0.0020720014320450763
'(58171, 57280)',0.005720242847454471
'(52234, 57291)',0.02225441142506707
'(16663, 52947)',0.001081665765278529
'(52203, 46472)',0.002204820284090934
'(34417, 16364)',0.020167592572606727
'(53516, 18073)',0.005055005487671795
'(16419, 52533)',0.001081665765278529
'(56192, 56201)',0.00016712889984156308
'(28905, 53744)',0.016433383012808292
'(57736, 76392)',0.0009296004158091772
'(75549, 55885)',0.002162160896611951
'(75520, 52415)',0.0012352304266852673
'(75697, 75695)',0.001857116452843873
'(75818, 56888)',0.001081665765278529
'(58175, 24365)',0.02137745556871729
'(75200, 15141)',0.017166176171043667
'(58578, 56056)',0.002162160896611951
'(51946, 16113)',0.0014732776602126882
'(16673, 7791)',0.09069616087046295
'(55842, 56013)',0.01397034550090256
'(18053, 75457)',0.0043196392574434755
'(54446, 54659)',0.0043196392574434755
'(54213, 54216)',0.0034026946952852846
'(76499, 54355)',0.001081665765278529
'(55501, 52609)',0.002060760332890143
'(52163, 60770)',0.0043196392574434755
'(76125, 18376)',0.018199369442257425
'(51813, 51815)',0.0008128101692190388
'(195, 52734)',0.007448040018734572
'(53145, 53146)',0.005318775329591987
'(75714, 39654)',0.0030922089152055888
'(75974, 54541)',0.019290876781412204
'(52566, 52582)',0.05100404537926339
'(51809, 51810)',0.039683202307229055
'(18886, 54890)',0.002098972445395223
'(66033, 77894)',0.0027481802495323312
'(54540, 54543)',0.016102069914941737
'(54611, 54616)',0.006421601697040159
'(51857, 52140)',0.017921956543627025
'(52634, 52635)',0.00875375201498298
'(16480, 52204)',0.001081665765278529
'(58795, 58796)',0.002162160896611951
'(55201, 55202)',0.008620548371765246
'(53612, 32751)',0.005539827252335932
'(52748, 53089)',0.0024646812770702134
'(74824, 51841)',0.023609480502507406
'(54812, 64239)',0.002162160896611951
'(58323, 78968)',0.019195675742093198
'(75200, 52028)',0.002162160896611951
'(52235, 16262)',0.028694654074071017
'(53781, 56085)',0.0015491946651646892
'(75636, 53976)',0.002162160896611951
'(17103, 23071)',0.0009916342596169526
'(195, 75927)',0.029495003009643563
'(58294, 55301)',0.003703421729574814
'(75627, 53818)',0.02381921800574742
'(57854, 25221)',0.001081665765278529
'(18338, 56248)',0.0037770504238865514
'(52171, 54962)',0.0027316743109063275
'(16543, 52991)',0.0853108626371703
'(20460, 56707)',0.0027055301527989465
'(16835, 79779)',0.00616512302111043
'(16512, 14843)',0.02913441667083504
'(58281, 58280)',0.024383454062141454
'(75454, 54263)',0.00033148451212269495
'(18417, 54529)',0.001081665765278529
'(52307, 55321)',0.01658252522083784
'(16774, 53117)',0.007772619184193008
'(53501, 56809)',0.0010468394054116066
'(16467, 52661)',0.001081665765278529
'(52367, 16333)',0.001081665765278529
'(53090, 53234)',0.002162160896611951
'(55697, 24552)',0.0032365101997335636
'(53276, 53732)',0.0005307654307113475
'(16852, 51817)',0.007995185033931712
'(51944, 16113)',0.008457784897664654
'(75571, 53701)',0.001081665765278529
'(54547, 54548)',0.0012464038010438288
'(52341, 72216)',0.010763979125255492
'(75482, 19794)',0.001081665765278529
'(19639, 55333)',0.0032832536503998823
'(54616, 54617)',0.0003606193612374561
'(78275, 17622)',0.001081665765278529
'(18476, 54637)',0.002156307726886418
'(54566, 56888)',0.002162160896611951
'(61700, 16087)',0.005428527836393083
'(75559, 53535)',0.07295280371846767
'(55884, 56617)',0.005892016887825428
'(55365, 57033)',5.853169725533165e-07
'(57772, 52799)',0.10007906340404027
'(53947, 55201)',0.007547077044102463
'(75504, 16358)',0.001081665765278529
'(52339, 61655)',0.042342729440792044
'(52451, 52453)',0.08454566927082778
'(52863, 16168)',0.001081665765278529
'(75643, 55253)',0.04951057206225609
'(58292, 58293)',0.005831634241778688
'(24660, 78850)',0.009314739875660833
'(17893, 75731)',0.01488525515750664
'(42755, 76242)',0.002162160896611951
'(52667, 52670)',0.031194685603157624
'(74839, 76065)',0.001081665765278529
'(17191, 80139)',0.001081665765278529
'(52351, 52629)',0.010062070195349992
'(17220, 53664)',0.002499550538416764
'(16924, 53183)',0.001081665765278529
'(75442, 51931)',0.002162160896611951
'(49748, 52125)',0.001081665765278529
'(25036, 16234)',0.001081665765278529
'(53104, 55347)',0.10081112143190672
'(17169, 53793)',0.001081665765278529
'(58184, 58185)',0.009206329417060967
'(52545, 18390)',0.03821979305241163
'(75044, 55250)',0.0101678705894832
'(58164, 33760)',0.1668199062835423
'(58451, 51905)',0.03500541808410927
'(30365, 56026)',0.013510992224872322
'(52307, 16137)',0.001081665765278529
'(53946, 55200)',0.005396622486941578
'(16523, 6774)',0.002162160896611951
'(52085, 52163)',0.005396622486941578
'(51872, 16262)',0.010763979125255492
'(53409, 53411)',0.0013831235167092169
'(18024, 52808)',0.03838033713631184
'(55340, 55342)',0.00231901508661045
'(58187, 79502)',0.007204155159613696
'(66008, 61171)',0.03140070557405004
'(16548, 53852)',0.06509819435214284
'(55866, 55867)',5.853169725533165e-07
'(54466, 54467)',0.002162160896611951
'(53516, 52389)',0.005585068538016079
'(58382, 58387)',0.06782346644144449
'(20364, 55165)',0.001081665765278529
'(75556, 53145)',0.039031179444916596
'(76134, 52976)',0.10515782145055616
'(78619, 54316)',0.004154836295761891
'(17271, 59176)',0.003241485394000267
'(18024, 54179)',0.0382093855591948
'(58377, 35049)',0.02936734328751246
'(17123, 54280)',0.033163410938560116
'(53968, 54779)',0.0077861149283160675
'(16867, 17137)',0.0043196392574434755
'(79400, 79401)',0.03485173444422434
'(52631, 16148)',0.048225123755596615
'(52902, 52903)',0.003802023948048826
'(55697, 20444)',0.002160112287208015
'(17180, 75567)',0.004313786087717943
'(55442, 55443)',0.05874811868728679
'(52551, 54565)',0.0033717196203365547
'(54080, 56024)',0.16176603635725068
'(75814, 16310)',0.0021609902626668447
'(55346, 55347)',0.1006338234179402
'(24799, 52734)',0.006475243210350986
'(54206, 56297)',0.003799813215134247
'(57890, 57894)',0.0070812650740024645
'(24601, 58351)',0.009664168533827809
'(54615, 54618)',0.0064663470891741385
'(28613, 55964)',0.02269332434286464
'(18340, 32547)',0.02320819611295163
'(75666, 55169)',0.04897168535855057
'(52741, 55332)',0.0032549047983625517
'(17271, 25027)',0.012856548164040225
'(54580, 54578)',8.95860144102437e-06
'(75459, 60368)',0.0010798610379464894
'(77225, 75056)',0.014700514276891327
'(52693, 78666)',0.004547452984832261
'(55341, 55342)',1.170633945106633e-06
'(20051, 55943)',1.7559509176599496e-06
'(18369, 77971)',0.001081665765278529
'(55280, 55286)',0.003220199366765078
'(52464, 52473)',0.08921634170794823
'(16548, 51840)',0.036153367662017453
'(57860, 18634)',0.10709446908164356
'(30774, 24365)',0.14167232761378962
'(52087, 54589)',0.004549646529867495
'(52246, 52255)',8.604159496533753e-05
'(25083, 25027)',0.00791816235690582
'(56246, 56248)',0.0027006525113610026
'(8416, 52443)',0.0005493199787412876
'(53516, 18112)',0.001081665765278529
'(52622, 55368)',0.0123768480171177
'(55120, 55560)',0.07576910882462161
'(52408, 52409)',0.042258540124071965
'(28560, 80150)',0.001081665765278529
'(52504, 55352)',0.05583040547302853
'(75486, 54000)',0.0013984894808505908
'(79128, 79127)',0.002162160896611951
'(58321, 75674)',0.001081665765278529
'(53159, 57099)',0.0021732819190904643
'(55024, 16112)',0.009582549207074206
'(52036, 52037)',0.0043196392574434755
'(18571, 55850)',0.0021572832551740068
'(51937, 16113)',0.0023219399298431177
'(52361, 52362)',0.006155112999634079
'(54535, 54537)',0.003227437786658987
'(75541, 16286)',0.0022182468050891305
'(55924, 55961)',4.682535780426532e-05
'(57850, 57889)',0.0007964289588526564
'(20320, 54918)',0.04719437485604519
'(54465, 54551)',0.012504403795641194
'(16447, 52590)',0.016358478965828763
'(52352, 52621)',0.01944326066709449
'(52759, 55120)',0.07576770406388746
'(75613, 18338)',0.0043196392574434755
'(77898, 55742)',0.1348225786331743
'(55532, 55531)',0.0043196392574434755
'(16527, 53090)',0.0017652428245992335
'(52904, 52905)',0.005944284067593965
'(16441, 58030)',0.002162160896611951
'(61654, 61655)',0.042643192153369404
'(75781, 54620)',0.001081665765278529
'(54956, 55383)',0.002162160896611951
'(51932, 16112)',0.00015325536728822415
'(53764, 53783)',0.0002566858270713645
'(52899, 45717)',0.0026873853266497936
'(52188, 52189)',0.002162160896611951
'(17776, 54016)',0.008077374221235768
'(33615, 54568)',0.01518414036005045
'(55286, 56938)',0.0032176467344125527
'(51810, 52231)',0.03955843223924642
'(52976, 16358)',0.03729497860956697
'(52580, 52579)',0.011593836784489147
'(52617, 16148)',0.0036375149026775517
'(58481, 58482)',0.0012653652458952623
'(58283, 20450)',0.04100164672819749
'(52870, 62442)',0.019386896554395912
'(20629, 56056)',0.001081665765278529
'(19665, 52962)',0.008620548371765246
'(53751, 53752)',0.013178916770165607
'(55161, 55254)',0.05575425405860094
'(75200, 52000)',0.0015185576291790275
'(18274, 53533)',0.07001743910111283
'(55924, 55928)',0.0010720080352313991
