# Edges Betweenness Centrality, Cumulative Propability
0.048162,0.882733
0.048225,0.883195
0.048563,0.883657
0.048742,0.884118
0.048850,0.884580
0.048972,0.885042
0.049254,0.885503
0.049511,0.885965
0.049525,0.886427
0.049644,0.886888
0.049688,0.887350
0.049748,0.887812
0.049960,0.888273
0.050076,0.888735
0.050602,0.889197
0.050621,0.889658
0.050872,0.890120
0.050876,0.890582
0.050876,0.891043
0.050924,0.891505
0.051004,0.891967
0.051115,0.892428
0.051316,0.892890
0.051333,0.893352
0.051562,0.893813
0.051846,0.894275
0.052027,0.894737
0.052188,0.895199
0.052299,0.895660
0.052536,0.896122
0.052545,0.896584
0.052626,0.897045
0.052742,0.897507
0.052908,0.897969
0.053301,0.898430
0.053473,0.898892
0.055600,0.899354
0.055632,0.899815
0.055754,0.900277
0.055830,0.900739
0.056922,0.901200
0.057281,0.901662
0.057752,0.902124
0.058748,0.902585
0.059975,0.903047
0.062605,0.903509
0.063277,0.903970
0.063356,0.904432
0.063517,0.904894
0.063820,0.905355
0.064159,0.905817
0.064309,0.906279
0.065098,0.906741
0.065273,0.907202
0.065533,0.907664
0.066427,0.908126
0.066629,0.908587
0.066882,0.909049
0.067708,0.909511
0.067823,0.909972
0.068559,0.910434
0.069143,0.910896
0.070017,0.911357
0.070993,0.911819
0.071841,0.912281
0.071972,0.912742
0.072953,0.913204
0.073934,0.913666
0.075045,0.914127
0.075334,0.914589
0.075438,0.915051
0.075768,0.915512
0.075769,0.915974
0.075816,0.916436
0.075825,0.916898
0.075981,0.917359
0.076321,0.917821
0.076978,0.918283
0.077082,0.918744
0.077242,0.919206
0.077320,0.919668
0.077511,0.920129
0.077534,0.920591
0.077774,0.921053
0.077887,0.921514
0.077905,0.921976
0.077917,0.922438
0.077929,0.922899
0.077978,0.923361
0.078000,0.923823
0.078000,0.924284
0.078104,0.924746
0.078514,0.925208
0.079267,0.925669
0.080035,0.926131
0.080142,0.926593
0.080369,0.927054
0.080512,0.927516
0.080879,0.927978
0.081785,0.928440
0.082639,0.928901
0.082700,0.929363
0.082750,0.929825
0.083241,0.930286
0.083578,0.930748
0.083884,0.931210
0.084123,0.931671
0.084546,0.932133
0.084600,0.932595
0.084942,0.933056
0.085240,0.933518
0.085311,0.933980
0.085694,0.934441
0.087158,0.934903
0.088421,0.935365
0.088664,0.935826
0.088680,0.936288
0.088799,0.936750
0.088935,0.937211
0.089216,0.937673
0.089519,0.938135
0.090696,0.938596
0.090840,0.939058
0.090871,0.939520
0.091823,0.939982
0.091994,0.940443
0.092215,0.940905
0.092305,0.941367
0.092685,0.941828
0.093407,0.942290
0.093620,0.942752
0.093621,0.943213
0.093707,0.943675
0.093748,0.944137
0.093830,0.944598
0.093940,0.945060
0.094296,0.945522
0.094341,0.945983
0.094811,0.946445
0.095587,0.946907
0.095892,0.947368
0.096002,0.947830
0.096122,0.948292
0.096282,0.948753
0.096456,0.949215
0.096666,0.949677
0.097166,0.950139
0.097443,0.950600
0.098301,0.951062
0.099900,0.951524
0.100032,0.951985
0.100079,0.952447
0.100273,0.952909
0.100304,0.953370
0.100504,0.953832
0.100590,0.954294
0.100634,0.954755
0.100805,0.955217
0.100811,0.955679
0.100899,0.956140
0.101012,0.956602
0.101025,0.957064
0.101177,0.957525
0.101228,0.957987
0.101247,0.958449
0.101524,0.958910
0.101528,0.959372
0.101567,0.959834
0.101837,0.960295
0.101911,0.960757
0.101965,0.961219
0.102171,0.961681
0.102261,0.962142
0.102381,0.962604
0.102819,0.963066
0.103714,0.963527
0.104182,0.963989
0.104662,0.964451
0.105158,0.964912
0.105314,0.965374
0.106047,0.965836
0.106425,0.966297
0.106719,0.966759
0.106763,0.967221
0.106770,0.967682
0.106899,0.968144
0.107044,0.968606
0.107094,0.969067
0.111563,0.969529
0.112011,0.969991
0.113079,0.970452
0.113230,0.970914
0.114077,0.971376
0.114121,0.971837
0.114386,0.972299
0.114707,0.972761
0.123016,0.973223
0.123203,0.973684
0.123499,0.974146
0.124083,0.974608
0.127988,0.975069
0.128100,0.975531
0.128215,0.975993
0.128227,0.976454
0.128304,0.976916
0.128372,0.977378
0.128391,0.977839
0.128519,0.978301
0.129386,0.978763
0.129932,0.979224
0.130070,0.979686
0.130073,0.980148
0.130256,0.980609
0.130342,0.981071
0.130473,0.981533
0.130764,0.981994
0.131209,0.982456
0.132501,0.982918
0.134784,0.983380
0.134823,0.983841
0.134926,0.984303
0.134970,0.984765
0.137751,0.985226
0.138509,0.985688
0.138862,0.986150
0.139144,0.986611
0.139205,0.987073
0.139226,0.987535
0.139396,0.987996
0.139459,0.988458
0.140398,0.988920
0.140590,0.989381
0.141672,0.989843
0.146498,0.990305
0.146587,0.990766
0.153783,0.991228
0.161766,0.991690
0.162123,0.992151
0.166820,0.992613
0.166828,0.993075
0.166925,0.993536
0.167035,0.993998
0.167079,0.994460
0.167677,0.994922
0.167921,0.995383
0.167982,0.995845
0.188634,0.996307
0.189299,0.996768
0.189640,0.997230
0.200278,0.997692
0.200712,0.998153
0.201174,0.998615
0.232017,0.999077
0.237237,0.999538
0.237489,1.000000
