edge,bet_cen_edge
'(6751, 6819)',0.0020103717911636814
'(7147, 3688)',0.0005638380170392844
'(7101, 7204)',0.12963945278302413
'(6639, 6782)',0.0013933827301986386
'(6749, 7070)',0.01498109577454939
'(6624, 5073)',0.002463046688283022
'(6916, 887)',0.00019173944003829371
'(6810, 6811)',0.02230583971627702
'(6660, 6665)',0.010135175978463386
'(6644, 6748)',0.022473362564907447
'(4378, 7089)',0.005594363815957442
'(6755, 7133)',0.010474947032465366
'(6660, 7137)',0.0544670111320379
'(6860, 6982)',0.034842180987418536
'(340, 6795)',0.012211490670645997
'(7193, 7194)',0.013194988389362693
'(6816, 7097)',0.11439607174696788
'(6566, 7164)',0.002466091245376079
'(6429, 6447)',0.0021584464264766934
'(6932, 7053)',0.12246282908870551
'(6727, 7188)',0.002466091245376079
'(6634, 7014)',0.00983615535427398
'(6652, 6653)',0.010157265734468634
'(6969, 7128)',0.002044436398114985
'(6635, 6889)',0.04617664441751314
'(6762, 6924)',0.07035008504819877
'(7150, 5723)',0.005472849375147094
'(6912, 7113)',0.004646005100140859
'(4841, 7021)',0.004926093376566044
'(6644, 6741)',0.02014592499724972
'(424, 6687)',0.009827830296387634
'(6700, 2698)',0.002466091245376079
'(6760, 7119)',0.0176627311119164
'(6988, 5506)',0.0012391347368741533
'(6818, 7133)',0.014828773721715658
'(6719, 2728)',0.0024660912453760794
'(6638, 1740)',0.0025905925426407688
'(6665, 7144)',0.007753824905510724
'(6625, 6766)',0.002466091245376079
'(7197, 6124)',0.0033305349876717395
'(4378, 6955)',0.002826837837032627
'(6780, 5710)',0.0024660912453760794
'(4337, 6956)',0.004576869364981081
'(6779, 1125)',0.017146741273776224
'(4538, 7079)',0.014072438144566195
'(5623, 5625)',0.002466091245376079
'(803, 7140)',0.0008250749722184197
'(6685, 6983)',0.002466091245376079
'(5354, 5355)',0.003690003196784948
'(6981, 6982)',0.022929031275659907
'(6852, 7047)',0.002463046688283022
'(6699, 6742)',0.0009599705982772192
'(6898, 1256)',0.00369499281501731
'(6726, 7180)',0.014008365372139186
'(5, 7094)',0.002466091245376079
'(6773, 6924)',0.006678135495325064
'(246, 248)',0.002466091245376079
'(4115, 6998)',0.002466091245376079
'(6757, 7024)',0.002466091245376079
'(6727, 6952)',0.002685127134036263
'(6728, 6730)',0.03184212241895144
'(6657, 6738)',0.01631757205091253
'(6707, 7183)',0.0024660912453760785
'(7022, 7073)',0.010472677257563737
'(4350, 6949)',0.007380006393569896
'(7014, 1915)',0.003520226091462016
'(6721, 7101)',0.007709159789218673
'(6917, 887)',0.002466091245376079
'(6646, 6645)',0.004992404127445462
'(7107, 1125)',0.01661701703775546
'(4337, 6949)',0.006925237736092285
'(6732, 6734)',0.006348783494054535
'(7114, 7185)',0.018203365598541636
'(6678, 7158)',0.012269565085019257
'(6671, 6950)',0.002466091245376079
'(6722, 6723)',0.02036748756385739
'(7059, 3959)',0.002466091245376079
'(6670, 6994)',0.005283156323872813
'(7002, 7003)',0.0009407790912106593
'(4438, 7023)',0.002466091245376079
'(6728, 6803)',0.012776658254537278
'(6628, 6718)',0.025707666581689118
'(6713, 6714)',0.04295248196921952
'(6092, 6093)',0.0014956062458000995
'(6667, 6721)',0.012194207505559483
'(6835, 6956)',0.0027890039547016454
'(6648, 6647)',0.00118249389336753
'(5517, 6654)',0.002466091245376079
'(6653, 6811)',0.040457814095715215
'(7109, 7114)',0.043078599241021434
'(6870, 647)',0.003564055028692946
'(6751, 6795)',0.0004557194542123986
'(6696, 7065)',0.0024660912453760794
'(6847, 3438)',0.002466091245376079
'(2116, 6937)',0.007900102160863762
'(6566, 6933)',0.004262955013286125
'(424, 6897)',0.007380006393569896
'(6984, 1915)',0.0035843215892591472
'(6654, 6834)',0.0032447515228975344
'(6791, 7060)',0.12501838528879688
'(6656, 664)',0.0012391347368741533
'(6693, 6800)',0.011028908069598576
'(7123, 7176)',0.005239811403669461
'(2481, 6824)',0.002466091245376079
'(6797, 7104)',0.002466091245376079
'(6935, 2551)',0.02856193319519205
'(7013, 7014)',0.002466091245376079
'(6963, 7158)',0.002466091245376079
'(6874, 6875)',0.002466091245376079
'(6965, 7015)',0.00704032224709648
'(7073, 5612)',0.002466091245376079
'(2422, 6669)',0.01286623299598108
'(1731, 6737)',0.0017429228310654446
'(6670, 1267)',0.01557022744345184
'(6555, 6556)',3.146042329492116e-05
'(6843, 6923)',0.015997316722957476
'(6762, 6951)',0.04639686357227728
'(6654, 5460)',0.002466091245376079
'(6814, 6948)',0.006554538742108473
'(6783, 6942)',0.014705210759464767
'(4326, 7023)',0.002466091245376079
'(7022, 7115)',0.01219437429368742
'(7153, 5363)',0.0012340604750523919
'(6976, 6996)',0.0025341927784890174
'(6970, 7107)',0.03596066408234361
'(7087, 5471)',0.002466091245376079
'(6808, 6822)',0.002466091245376079
'(6778, 7166)',0.002466091245376079
'(6951, 7186)',0.0021793954524465557
'(6953, 7086)',0.002466091245376079
'(6463, 6753)',0.002463046688283022
'(6651, 7079)',0.02530331337312738
'(6816, 7129)',0.16151087590883462
'(6743, 6808)',0.00859367691136814
'(6629, 6828)',0.0016068617131346674
'(6627, 6686)',0.0014556624433883978
'(6693, 6694)',0.021975613097684615
'(6810, 6981)',0.0185382414529946
'(6659, 6877)',0.003982657622882312
'(6804, 7133)',0.010474947032465366
'(6837, 6838)',0.004473003639070022
'(6793, 792)',0.002466091245376079
'(6709, 6994)',0.005041323899549622
'(7130, 7154)',0.002466091245376079
'(6831, 6668)',0.019313888806108778
'(6785, 1176)',0.002466091245376079
'(1437, 6642)',0.002466091245376079
'(6749, 6750)',0.009107345092522976
'(7074, 7080)',0.006359136551668961
'(6846, 4745)',6.0891141861137754e-06
'(6725, 7053)',0.004495766539465775
'(6654, 5622)',0.009827830296387634
'(4787, 6767)',0.002466091245376079
'(6813, 7042)',0.015771899068706085
'(7044, 1238)',0.0009365358196516916
'(7116, 7115)',0.02274796827085127
'(6937, 6946)',0.004962499688280683
'(6758, 7025)',0.002466091245376079
'(6666, 7094)',0.009365061247955839
'(6923, 6924)',0.02052267257863269
'(6743, 7033)',0.004926093376566044
'(248, 6942)',0.007380006393569896
'(6652, 6705)',0.025762692336328594
'(7061, 7062)',0.041199317759282386
'(6970, 7101)',0.08302763874174093
'(7114, 7189)',0.002466091245376079
'(6795, 7072)',0.002466091245376079
'(6836, 7078)',0.00037021814251571734
'(6758, 7085)',0.05962642511128147
'(6685, 5699)',0.0005496214270575182
'(7054, 7055)',0.0010864502554438224
'(7035, 7036)',0.004701147719150419
'(6182, 6504)',0.002601826431118113
'(6948, 3688)',0.0025445822671005787
'(6792, 6820)',0.0032711906951805735
'(6730, 7053)',0.03280799421644399
'(6862, 6861)',0.01312100945852924
'(6825, 7063)',0.002197345253956281
'(6984, 6985)',0.013906131257250386
'(6739, 6784)',0.032131089477876365
'(6882, 7105)',3.0445570930568878e-05
'(2327, 6938)',0.012756873356956282
'(6851, 7047)',3.0445570930568877e-06
'(6864, 6865)',0.0031477389014244145
'(6736, 6737)',0.0027270396666687893
'(6748, 7061)',0.02315392256044208
'(6862, 6978)',0.007643117409927765
'(6650, 6651)',0.008349074976010186
'(6628, 5355)',0.006140871656695743
'(5282, 6980)',0.0006592553448287128
'(4349, 4350)',0.002466091245376079
'(7192, 3898)',4.9727765853262495e-05
'(449, 6650)',0.001764263122668383
'(6810, 6801)',0.009487502448920751
'(6690, 6692)',0.03990192770991425
'(7088, 7175)',0.021169143620229598
'(6712, 6952)',0.000986378646434218
'(6660, 3878)',0.0049149300005581695
'(6666, 6856)',0.0024615244097364935
'(7133, 7137)',0.012641829106184346
'(7037, 7116)',0.04699928374405712
'(6717, 6791)',0.011612938691077242
'(6852, 7010)',0.004867381264223011
'(6702, 1347)',0.0030374078248216266
'(6728, 5606)',0.0034225535437190317
'(7004, 7026)',0.0002715126460572218
'(2123, 6910)',0.002466091245376079
'(6779, 6784)',0.0328321784869528
'(7162, 3057)',0.002466091245376079
'(7012, 6802)',0.004565969111797315
'(6664, 6961)',0.0018484263773730393
'(7053, 7090)',0.03482682842456605
'(6707, 6901)',0.012269565085019257
'(7175, 7176)',0.0029048626651037943
'(6566, 6931)',0.008846028290701056
'(7062, 6985)',0.02476097001296163
'(6907, 6959)',0.007380006393569896
'(6447, 6933)',0.00040122870478358333
'(6652, 1046)',0.002466091245376079
'(4840, 4841)',0.002466091245376079
'(6862, 6828)',0.02260579971297269
'(7100, 7110)',0.0023813510729526633
'(2144, 6810)',0.0035289127116371836
'(6938, 3103)',0.002466091245376079
'(7105, 6819)',0.009797384725457065
'(6460, 6555)',0.002473195211926544
'(6705, 6906)',0.007508798053727054
'(6798, 6668)',0.004093522994742344
'(7094, 7119)',0.007529497776551847
'(6855, 2564)',0.002466091245376079
'(294, 6779)',0.007380006393569897
'(6650, 7198)',0.0024660912453760794
'(6777, 6787)',0.021496553999630578
'(6657, 1599)',0.002466091245376079
'(6648, 1256)',0.003498894415001638
'(6715, 7171)',0.05019691101670839
'(6861, 6916)',0.007097717205064714
'(6683, 6700)',0.052980296242168094
'(4493, 6940)',0.002466091245376079
'(6863, 6888)',0.002466091245376079
'(7069, 929)',0.0015182507688330407
'(7043, 7044)',0.0022001274364611793
'(6754, 2551)',0.019499057203969047
'(6758, 7095)',0.004926093376566044
'(6977, 4000)',0.002466091245376079
'(6722, 6724)',0.0008393417745491221
'(6724, 7196)',0.002466091245376079
'(2737, 6824)',0.002466091245376079
'(7087, 5719)',0.002463046688283022
'(6837, 3936)',0.012269565085019257
'(6986, 1642)',0.00327215214494294
'(4597, 7005)',0.004926093376566044
'(7070, 7071)',0.0077514250116634265
'(6965, 7116)',0.008484849554012722
'(7068, 3750)',0.007380006393569896
'(7200, 7201)',0.004926093376566044
'(452, 457)',0.0034788483856849264
'(6779, 7065)',0.004926093376566045
'(6874, 6880)',6.0891141861137754e-06
'(2923, 7106)',0.002466091245376079
'(5597, 5599)',0.002466091245376079
'(6821, 6869)',5.023519203543863e-05
'(6787, 7133)',0.009628520178525005
'(7069, 7087)',0.0849255386412864
'(6731, 7053)',0.03280799421644399
'(1731, 7040)',0.0017429228310654457
'(6701, 6937)',0.004926093376566044
'(6887, 6982)',0.0909834033649273
'(7006, 7005)',0.007243001324382336
'(6182, 6142)',0.0013070777846774554
'(6724, 7052)',0.0021484130207189245
'(7083, 7084)',0.002466091245376079
'(6796, 6806)',0.007380006393569896
'(6175, 7175)',0.005735165973038023
'(6915, 3478)',0.002466091245376079
'(6777, 6873)',0.000821103251617374
'(6804, 6826)',0.01242092644111093
'(7068, 3796)',0.002466091245376079
'(6915, 6916)',0.0038195880327423957
'(2874, 7084)',0.00018267342558341327
'(7113, 7175)',0.016529187751640112
'(6838, 6996)',0.0013123443602210073
'(6982, 841)',0.003278987989222253
'(6367, 6404)',4.566835639585331e-06
'(7100, 7118)',0.013564492987191092
'(6892, 6893)',0.0001765843113972995
'(4844, 6969)',0.004659908705421677
'(6795, 6819)',0.018628351793172748
'(6714, 6859)',0.022300752905181687
'(6833, 6777)',0.01744621219733256
'(7067, 7205)',0.002466091245376079
'(7063, 6886)',0.0030266941051435166
'(6975, 6976)',0.00254044851158611
'(6889, 7116)',0.04699928374405711
'(427, 6897)',0.004926093376566044
'(6726, 6727)',0.0028885123339007753
'(6781, 4989)',0.002466091245376079
'(7129, 7134)',0.1300555879885939
'(4644, 6756)',0.002466091245376079
'(6891, 7158)',0.004926093376566044
'(7063, 1202)',0.002466091245376079
'(7137, 7143)',0.01338832588697741
'(6665, 7056)',2.3849030562278953e-05
'(6937, 3125)',0.002466091245376079
'(6895, 6896)',0.008073301816277483
'(6714, 7060)',0.10130018312183173
'(6645, 6073)',0.0025963376952096865
'(6852, 6853)',0.008082235881450787
'(6656, 2766)',0.0012391347368741533
'(6739, 7044)',0.005386489462645481
'(469, 470)',0.003690003196784948
'(6653, 6699)',0.0032916953906130327
'(6768, 6773)',0.004832035031149069
'(6793, 6961)',0.0029946766417673415
'(7108, 3328)',0.002466091245376079
'(7027, 3232)',0.002466091245376079
'(6745, 6741)',0.002466091245376079
'(663, 664)',0.003690003196784948
'(7088, 7089)',0.02556052578390938
'(6719, 2564)',0.0050555747464077535
'(7143, 3373)',0.002466091245376079
'(6862, 6831)',0.01985622590961863
'(6632, 6840)',0.005543027704967698
'(6777, 6778)',0.042884390336163696
'(6667, 6932)',0.14716874864584611
'(6653, 1570)',0.002466091245376079
'(6719, 7061)',0.012897766722552797
'(6779, 6780)',0.004926093376566044
'(6755, 6826)',0.01242092644111093
