equal_node_id_1,equal_node_id_2,link_id_input,link_id_target,input_wkt_srid_3857,target_wkt_srid_3857
10,38,33,5476,'SRID=3857;LINESTRING(1440657.5150121 6902408.13750346,1470700.53405497 6905799.05312594)','SRID=3857;LINESTRING(1470700.5346068 6905799.05362497,1440657.51494817 6902408.13136763)'
37,38,34,5202,'SRID=3857;LINESTRING(1295637.82513212 6848862.97123755,1470700.53405497 6905799.05312594)','SRID=3857;LINESTRING(1470700.5346068 6905799.05362497,1295637.82630774 6848862.96109175)'
39,40,35,5321,'SRID=3857;LINESTRING(1305482.58723765 6903660.18292128,1463115.81244021 7152779.59484678)','SRID=3857;LINESTRING(1463115.81221584 7152779.59164777,1305483.01393109 6903659.42942065)'
39,41,36,5307,'SRID=3857;LINESTRING(1305482.58723765 6903660.18292128,1319481.63043721 6999022.30099659)','SRID=3857;LINESTRING(1305483.01393109 6903659.42942065,1319481.63116721 6999022.29976208)'
10,43,37,5295,'SRID=3857;LINESTRING(1440657.5150121 6902408.13750346,1391423.06118241 6873730.22675779)','SRID=3857;LINESTRING(1440657.51494817 6902408.13136763,1391423.06165165 6873730.22804495)'
10,43,37,5440,'SRID=3857;LINESTRING(1440657.5150121 6902408.13750346,1391423.06118241 6873730.22675779)','SRID=3857;LINESTRING(1391423.06165165 6873730.22804495,1440657.51494817 6902408.13136763)'
44,46,40,5446,'SRID=3857;LINESTRING(1503495.29432139 6886256.30871833,1505510.32827441 6897564.72921428)','SRID=3857;LINESTRING(1503495.29540666 6886256.30869846,1505506.92353675 6897560.53819211)'
46,12,41,418,'SRID=3857;LINESTRING(1505510.32827441 6897564.72921428,1526153.4554614 6898322.07842467)','SRID=3857;LINESTRING(1526153.45347963 6898322.06612983,1505506.92353675 6897560.53819211)'
348,347,44,3315,'SRID=3857;LINESTRING(1488191.75994948 6891617.31624932,1482276.45220217 6895065.58769051)','SRID=3857;LINESTRING(1482276.45098157 6895065.58984002,1488191.7626899 6891617.3176872)'
31,33,45,5272,'SRID=3857;LINESTRING(1084936.55051936 6606596.84385321,1156157.43792452 6621610.48085457)','SRID=3857;LINESTRING(1156157.68465593 6621614.48453281,1084936.5523037 6606596.84137689)'
52,53,47,8736,'SRID=3857;LINESTRING(925436.796678455 6276396.02224595,863115.170264068 6123400.03428663)','SRID=3857;LINESTRING(925436.800683446 6276396.02143816,863115.172079098 6123400.03433587)'
52,55,49,5424,'SRID=3857;LINESTRING(925436.796678455 6276396.02224595,947563.944201521 6324889.3764975)','SRID=3857;LINESTRING(947563.944905731 6324889.37496048,925436.800683446 6276396.02143816)'
52,56,50,5362,'SRID=3857;LINESTRING(925436.796678455 6276396.02224595,959931.31223542 6335583.9625945)','SRID=3857;LINESTRING(959931.31481696 6335583.96467617,925436.800683446 6276396.02143816)'
57,52,51,5490,'SRID=3857;LINESTRING(940153.494579454 6272501.18275884,925436.796678455 6276396.02224595)','SRID=3857;LINESTRING(925436.800683446 6276396.02143816,940153.496108077 6272501.18283551)'
57,58,52,5461,'SRID=3857;LINESTRING(940153.494579454 6272501.18275884,961976.738909436 6256226.15819957)','SRID=3857;LINESTRING(961976.739922859 6256226.15587097,940153.496108077 6272501.18283551)'
58,52,53,5213,'SRID=3857;LINESTRING(961976.738909436 6256226.15819957,925436.796678455 6276396.02224595)','SRID=3857;LINESTRING(925436.800683446 6276396.02143816,961976.739922859 6256226.15587097)'
59,60,54,5419,'SRID=3857;LINESTRING(953311.624110185 6988867.71581033,943400.074350683 7062683.76123891)','SRID=3857;LINESTRING(953311.625628381 6988867.71437011,943400.077207955 7062683.76029853)'
