16226,1
75510,2
16308,3
16673,4
16286,5
76290,195
74814,6
16252,7
75445,8
16740,9
74824,10
74847,11
23439,12
16100,13
74863,14
16523,15
16282,16
16104,17
75457,19
16111,20
16212,21
17040,22
75200,23
75600,24
16774,25
75734,26
16903,27
16467,28
75519,29
16339,30
16887,31
75588,32
24781,33
16234,34
16544,35
16927,36
16548,37
75546,38
17320,39
44433,40
19360,41
17180,42
18194,43
16138,44
75537,45
75438,46
75554,47
74839,49
76065,50
24957,51
24583,52
75731,53
75927,54
24799,55
29975,56
75571,57
75078,58
16333,59
75568,60
75471,61
32065,62
18039,63
16253,64
16867,66
74908,67
16185,68
24365,69
16367,70
16480,71
16960,72
16801,73
24960,74
17250,75
16512,76
75626,77
75844,78
17008,79
25083,80
75440,81
75496,82
16610,83
24347,84
16941,85
55169,86
16862,87
16327,88
20607,89
16479,90
75666,91
75666,92
29874,93
17333,94
22047,95
75643,96
75567,98
19099,99
24552,100
32751,101
16979,102
16529,103
16424,104
75462,105
19520,106
75820,107
75044,108
75603,109
18376,110
18417,111
17220,112
16154,113
75097,114
75459,115
17154,116
17781,196
75434,117
16587,118
16565,119
24597,120
75429,121
16291,122
16409,123
56257,124
16113,125
20629,126
16473,127
75476,129
17460,130
75667,131
21579,132
16116,133
75442,134
18427,135
75728,136
16158,137
16133,138
16134,139
16767,140
19597,141
75488,142
53671,143
19653,144
16112,145
16177,146
16364,147
16168,148
16118,149
75538,150
16692,151
75477,153
16689,154
18968,155
16317,197
75591,156
16537,157
16566,158
75453,159
75568,160
75453,161
16109,162
16593,163
75813,164
75586,165
75417,166
16309,167
16300,168
24405,169
75481,170
75482,171
75024,172
75476,173
18677,174
20619,175
20748,176
16916,177
20528,178
16978,179
18071,180
18073,181
16092,183
16191,184
16329,185
75498,186
76290,187
75764,188
17802,189
18414,190
75498,191
75620,192
17776,193
76125,198
16310,199
75604,200
22003,201
75643,202
75724,204
23071,205
75640,207
22375,208
16358,209
16238,210
18340,212
24129,213
24660,214
24650,215
57761,216
75494,217
17207,218
16273,219
16287,220
27429,221
36442,223
24647,224
74864,225
16996,226
75556,227
25339,228
75906,229
20409,230
20407,231
75556,232
18274,233
17121,234
17122,235
75490,236
75880,238
24553,239
25944,240
18026,241
75674,242
16220,243
18365,245
75637,246
74956,247
75814,248
75586,249
75586,250
75586,251
75586,252
54472,253
74976,254
19612,255
20051,256
75535,258
18447,259
16588,260
18476,261
17097,262
75483,264
17935,265
19856,266
75667,267
20425,268
16348,269
17673,270
21516,271
20306,272
24821,275
75923,276
25036,277
75497,278
16165,279
25027,280
24958,281
17271,282
76283,284
75671,285
26222,286
75996,287
24089,288
16946,289
25084,290
17719,292
23427,293
24263,294
75460,295
75510,296
16727,297
75541,298
75449,299
17280,300
16297,301
24984,302
36310,303
24202,304
53153,305
75448,306
75486,307
75130,308
23960,309
75746,310
23869,311
18338,312
16361,314
17039,315
19046,316
19864,318
75495,319
16527,320
75731,322
26237,323
19317,324
75444,326
75816,327
20565,329
19901,330
20564,331
16429,332
75473,334
16391,335
20759,336
75452,337
16835,338
25324,339
16126,341
75914,342
16500,343
26509,344
25814,345
75641,346
18653,347
17015,348
16393,349
75056,350
75475,351
75416,352
75536,353
75422,354
20445,355
20444,356
75720,360
18886,362
16419,363
16115,364
76107,366
75927,367
22916,368
17169,369
75751,370
20522,371
20460,372
16924,373
75818,374
75572,375
75504,376
16539,377
75492,378
18791,379
16244,380
25221,381
16381,382
36438,383
16379,384
74903,385
37258,386
75520,387
16167,388
16397,389
16787,390
75637,391
20177,392
75558,393
75613,394
75559,395
78918,396
16262,397
75600,398
16194,399
16569,400
16663,401
75684,402
17123,403
21376,406
16136,409
75557,410
75607,411
22999,412
18634,413
24529,414
17295,415
30306,417
75672,418
23883,421
24959,422
22928,423
17259,424
21057,425
24507,426
75903,427
16517,429
75706,433
16138,435
17194,438
17194,439
53264,440
24187,441
76657,442
17175,443
17175,444
53318,445
18112,446
53516,447
52309,448
52672,449
16137,450
52307,451
17248,452
54918,453
56257,454
16445,455
52578,457
77111,458
24985,459
55334,460
23576,461
53221,462
52504,463
17191,464
55089,465
16124,466
16124,467
16316,468
61655,469
52543,470
55088,471
18390,472
52545,473
16812,474
53595,475
75619,476
54207,477
54472,478
75922,479
53054,480
58250,481
52919,482
19881,483
19881,484
75485,485
16624,486
52901,487
58372,488
18403,489
54512,490
78037,491
16079,492
75454,493
52201,494
46314,496
76290,497
16392,502
75474,503
19483,504
76283,517
24957,518
17814,519
75938,520
58674,521
74934,522
58635,523
75575,1480
49748,1481
75742,1484
