node,bet_cen
6144,0.005506851959491259
4098,0.0
5,0.0
17,0.004727688825304112
4115,0.0
2071,0.0
6175,0.003305388269847557
6182,0.000723189937583565
6833,0.016412974288050178
4787,0.0
4149,0.0
2102,0.0
56,0.0
2116,0.007804397731509241
2123,0.0
4174,0.0020593970893114624
4181,0.0
3549,0.0
4188,0.0
2144,0.002958280873133122
108,0.031175765303855598
6263,0.0
122,0.0
4220,0.0
2187,0.003978628341528565
1731,0.0019269936708017545
1883,0.0
6852,0.008959951318625783
173,0.0013732702971818546
2225,0.0
7199,0.0012284637336141251
203,0.0036991255779883717
206,0.0
6862,0.04287692868438557
6367,0.0
2274,0.0
4326,0.0
6383,0.001852331581602771
4337,0.004529177292317989
6867,0.0
6388,0.0022468098586303402
246,0.0
248,0.00493521952112805
6394,0.0
6395,0.0024691358024691358
4349,0.0
4350,0.00493521952112805
4351,0.0
6404,1.5260419051107144e-06
2327,0.014027411434361732
4378,0.0043419989923783086
6429,0.0021138228063585737
290,0.0
294,0.004935219521128051
6447,4.6907621416617426e-05
5943,0.0009710658222502312
6460,0.002556120191060446
6463,0.0
6464,0.0
6198,0.00011648786542345116
5517,0.0
340,0.009816799182734445
4438,0.0
4449,0.0
4453,0.014557577249438541
6504,0.0025685815453704458
4840,0.0
2422,0.013101191217990412
4841,0.0024691358024691358
4844,0.0022785951680607884
4493,0.0024691358024691358
2457,0.0012330418593294572
6555,1.932986413140239e-05
6556,9.156251430664287e-06
6558,0.0037483089038035933
6559,0.0
6562,0.0
6563,0.0
6564,0.0
6566,0.006570695586856371
6568,0.006570695586856371
427,0.0024691358024691358
1437,0.0024691358024691358
2481,0.0
4538,0.014557577249438541
449,0.0005230145286456234
2498,0.0038933230169259174
424,0.007389094904546079
452,0.0033295651837060842
6597,0.004932167437317829
6599,0.0024691358024691358
457,0.0013732702971818573
2506,0.0
469,0.0012345679012345679
470,0.003691495368462818
6624,0.0
6625,0.0
6626,0.024760060290121493
6627,0.016054325894926343
6628,0.04294344092895306
6629,0.0
6630,0.0
6631,0.008287894033584958
6632,0.015391651942520729
6633,0.0
6634,0.029437748387193662
6635,0.15337920855994513
6636,0.0
6637,0.0024415281377923163
6638,0.022915537014928367
6639,0.1568187109805137
6640,0.0067572514600444345
6641,0.0
6642,0.0
6643,0.0024691358024691358
6644,0.030116487046152367
4597,0.0024691358024691358
6646,0.017955874998863596
4599,0.0
6648,0.0011103868467783693
6649,0.0005230145286456235
6650,0.005953482441602221
6651,0.023236530779666684
6652,0.030938675682662845
6653,0.039357086829005565
6654,0.05892619456992623
6655,0.08016639409677331
6656,6.104167620442857e-06
6657,0.02181769774689487
6658,0.058548794976346595
6659,0.009081948271070082
6660,0.08806820147682483
6661,0.0
6662,0.0019115456344774666
6663,0.0
6664,0.0014391028243292134
6665,0.007742472979412243
6666,0.02063483707121215
6667,0.15366217313016994
4620,0.0
6669,0.01237680894681812
6670,0.014260545516920325
6671,0.0
6672,0.039859888824077996
6673,0.001794795498266044
6674,0.0002325324520077988
6676,0.0
6677,0.0024691358024691358
6678,0.009855178623204994
6679,0.004932167437317829
6680,0.009576054049427055
6681,0.020971267965850804
6682,0.007389094904546079
6683,0.05112696119953405
6684,6.104167620442857e-06
6685,0.09001158054828712
6686,0.0030162218254513274
6687,0.009839918204153886
6688,0.008479878168565628
6689,0.012290741503761693
6690,0.03894795993415604
6691,0.03279730629768563
4644,0.0
6693,0.019621846815913564
4646,0.0
6696,0.0
6697,0.007389094904546079
6698,0.0
6699,0.0008949945098825737
6700,0.15895171040933304
6701,0.0024691358024691358
6702,0.003071110447844412
6703,0.0
6704,0.0
6705,0.03344101892077499
6706,0.016928139576819087
6707,0.01993801098869082
6708,0.007138549135904431
6709,0.013210026623167335
6710,0.003963846607494693
6711,0.0
6712,0.000381567802811993
6713,0.04112161271660883
6714,0.11237071642814402
6715,0.0489750019174138
6716,0.0489750019174138
6717,0.010541211972791887
6718,0.027529443809617235
6719,0.012522446461015824
6720,0.0024691358024691358
6721,0.018051718147918363
6722,0.019118429671417365
6723,0.07958810778097583
6724,0.0025744326939217753
6725,0.002094208667064153
6726,0.016865439583193354
6727,0.013608954725364822
6728,0.10510435269886279
6729,0.011692925927651789
6730,0.031168877992154304
6731,0.031168877992154304
6732,0.00995118603734636
6733,0.0012674940720538857
6734,0.006292500569843426
6735,0.05665276631938263
6736,0.016631191582641806
6737,0.0010044125992969472
6738,0.029187465360695705
6739,0.09702789111125426
6740,0.0
4878,0.005400451563066589
6742,0.00014538092549354735
6743,0.007884213671428433
6744,0.00379712984884651
6745,0.0
6746,0.0
6747,0.0
6748,0.021633948230320433
6749,0.015025558595317963
6750,0.028699436570269198
6751,0.0
6752,0.0
6753,0.004932167437317829
6754,0.018492892040542594
6755,0.010240144244172028
6756,0.0024691358024691358
6757,0.009195286577810526
6758,0.06505675694569582
6759,0.0
6760,0.017771689494750015
6761,0.0019019132932056987
6762,0.1248033076219187
6763,0.021812459022203686
6764,0.0
6765,0.0020714193596069945
6766,0.03969555427868773
6767,0.0024691358024691358
6768,0.015270162614391895
625,0.016306076041977556
6770,0.0038216720806063783
6771,0.009913823091177224
6772,0.0024691358024691358
6773,0.004533218972169667
6774,0.0024691358024691358
6775,0.0024691358024691358
6776,0.026739334837043858
6777,0.10710735794047295
6778,0.04291506573754805
6779,0.055323100424934823
6780,0.002469135802469136
6781,0.0024691358024691358
6782,0.0
6783,0.014723252300508171
6784,0.031325840741332774
6785,0.0024691358024691358
6786,0.014599713389819923
6787,0.02279326681161631
6788,0.0
6789,0.0
4742,0.0
6791,0.20068324280820252
6792,0.002309774933956593
6793,0.026317510422294216
6794,0.030352389924425308
6795,0.023473171591924285
6796,0.004932167437317829
6797,0.010986993036162105
6798,0.0036119522508754756
6799,0.005277372649986307
6800,0.008623662805780646
792,0.0
4754,0.0
6803,0.011692925927651789
6804,0.010240144244172028
6805,0.0
6806,0.012775921093459729
6807,0.0066501854140913925
6808,0.012136591818900928
6809,0.005867833761667597
6810,0.04042039017209626
6811,0.13137211408154958
6812,0.0031755724204105894
6813,0.014091953185263744
6814,0.006283473882760361
6815,0.0
6816,0.21322223056217712
6817,0.011470248769612392
6818,0.012436846547488355
2843,0.0024691358024691358
6820,0.002464371315861792
6821,0.0007296349872919027
6822,0.0
6823,0.0
2728,0.0
6825,0.0006658836581864356
6826,0.10511712819351307
6827,0.0001963579919904601
6828,0.025416068878063233
6829,0.0012111685920228705
6830,0.0002061550319573486
6831,0.01839738135627625
6832,0.000852123632648286
2737,0.0
6834,0.0014288618014783477
6835,0.0011432730264979523
6836,0.0
6837,0.013084732185558685
6838,0.004903728005865997
6839,0.0012318064920729382
6840,0.007185025090532638
6841,0.0
6842,0.013500105490674546
6843,0.013976899884483697
6844,3.357292191243572e-05
6845,0.0
6846,0.0
6847,0.0024691358024691358
6848,0.00984907445558455
6849,0.004932167437317829
6851,0.0
2756,0.003691495368462818
6853,0.010288356496267885
6854,0.007739666083195559
6855,0.0
6856,0.0
6857,0.0
6858,0.00452817459298578
6859,0.02001391891265888
6860,0.03288036916852861
6861,0.02730658189950674
2766,0.0012345679012345679
6863,0.0024691358024691358
6864,0.001477666319791846
6865,0.012418579997245315
6866,1.0173612700738095e-06
2771,0.0
6869,0.0
6870,0.014425579954003382
6871,0.0
6872,1.0173612700738095e-06
6873,0.0
6874,0.0024691358024691358
6875,0.0
6876,0.0
6877,0.007598257662259297
6878,0.0046522410313092726
6879,0.0
6880,0.0
6882,0.0024528580221479562
6883,0.011198217853383617
6884,0.01310760584258098
6885,0.014469347729358841
4838,0.0
6887,0.10195006248339883
6888,0.0
6889,0.045467044338092386
6647,8.266060319349705e-05
6891,0.0024691358024691358
6892,0.0
6893,0.0005486774886043994
6894,0.008018305469403667
6895,0.005701952869921467
6896,0.021892825563561077
6897,0.004932167437317829
6898,0.008717357933668709
6899,0.0
6900,0.0
6901,0.009855178623204992
6902,0.0
6903,0.0
6904,0.0024691358024691358
6905,1.0173612700738095e-06
6906,0.017904987650524846
6907,0.004932167437317829
6908,0.0028476483318747043
6909,0.0
6910,0.0024691358024691358
6911,0.0034714693341342936
6912,0.0022585530228349635
6913,0.0
6914,0.0
6915,0.0051413745530853976
6916,0.005040576399848861
6917,0.0
6918,0.0
6919,0.0
6921,0.07434316377357282
6922,0.011051431093482535
6923,0.018305136788374286
6924,0.07048513778242278
6926,0.0
6927,4.27291733431e-05
6928,0.00432274260251187
6929,0.0
6930,0.0
6931,0.02220978661930257
6932,0.2543977618163548
6933,0.015342170868561064
6934,0.00493521952112805
