node,bet_cen
1,0.0
2,0.04193618992375546
3,0.0871023542781909
4,0.10800026477044401
5,0.07046786968095473
6,0.044470192744723816
7,0.014146535748212037
8,0.08305169624276336
9,0.0020481599991024556
10,0.04906385131061886
11,0.0
12,0.023638481365941006
13,0.02990184105104501
14,0.004628821228245919
15,0.02702045440817106
16,0.061229348350595326
17,0.0
19,0.004282655246252677
20,0.0338554705167456
21,0.08071458004512175
22,0.0023982169169696164
23,0.04894723205027312
24,0.01704790875922471
25,0.004282655246252677
26,0.008546929997886242
27,0.035803697491624216
28,0.0
29,0.002217606675795646
30,0.09961060324073322
31,0.22919369576918663
32,0.2136814489891303
33,0.0
34,0.01706628925384382
35,0.004282655246252677
36,0.0
37,0.20356253107898825
38,0.012381212572369717
39,0.008556120245195798
40,0.0
41,0.0
42,0.11005411221688263
43,0.0
44,0.0006181624908132332
45,0.009492230481376809
46,0.00897845388292126
47,0.004639125444926327
48,0.0
49,0.0654331504792396
50,0.0
51,0.09268646626514813
52,0.07844168296742021
53,0.0
54,0.0
55,0.0
56,0.036917744123702134
57,0.004282655246252677
58,0.0
59,0.0013443869729079859
60,0.0041352343300216235
61,0.0950204344460732
62,0.014771724755734733
63,0.002375832100308484
64,0.0
66,0.0
67,0.0025850643920048637
68,0.2454493688778748
69,0.38728869222882384
70,0.008546929997886242
71,0.0
72,0.15421931882896295
73,0.0
74,0.028512885444021273
75,0.0
76,0.002907992947254573
77,0.0014736305030060525
78,0.11858881277799414
79,0.0001599103031862587
80,0.008543877522886994
81,0.013477761987723207
82,0.0
83,0.004282655246252677
84,0.0
85,0.0
86,0.1545414033542004
87,0.1842699710767808
88,0.003025791165218347
89,0.012029619389890134
90,0.010683221049874807
91,0.0
92,0.0
93,0.0
94,0.010684713277354324
95,0.015565169556241862
96,0.0
98,0.004282655246252677
99,0.08555496590011938
100,0.03851024125326523
101,0.039961228409240115
102,0.039961228409240115
103,0.0016630379410292097
104,0.010601635893196478
105,0.11942912957812842
106,0.046260907391014836
107,0.1111936349243093
108,0.0
109,0.011214782926321262
110,0.06094408158492843
111,0.002829912307385044
112,0.04865386686507446
113,0.022277867022568277
114,0.0
115,0.010115862324590308
116,0.004282655246252677
117,0.3030086545431192
118,0.0
119,0.04032432477007025
120,0.018254144632451966
121,0.004282655246252677
122,0.0
123,0.27418447781354716
124,0.0009629191026292426
125,0.12872159271703804
126,0.0027874773380258773
127,0.0
129,0.020946794301658203
130,0.0027874773380258773
131,0.026563231601469502
132,0.024337572518507225
133,0.0
134,0.00815184170785202
135,0.004685904589905073
136,0.0033765569267880506
137,0.0
138,0.0016630379410292097
139,0.05129196673135044
140,0.024085643650871052
141,0.00996658229439799
142,0.0
143,0.0
144,0.01075137576823987
145,0.004282655246252677
146,0.0
147,0.11305784461033849
148,0.0
149,0.009917961725683369
150,0.003944691858367865
151,0.00022914349958490712
153,0.0012296083854952927
154,0.00424475343302484
155,0.0
156,0.0
157,0.06177135326762447
158,0.0
159,0.09651222144828644
160,0.0006564691125535156
161,0.10835312008578668
162,0.0
163,0.012388019131252849
164,0.0
165,0.06913860099341017
166,0.0
167,0.004282655246252677
168,0.000183804946191102
169,0.0
170,0.0
171,0.0
172,0.02560402900442051
173,0.10250835704526849
174,0.0
175,0.003025791165218347
176,0.0012296083854952927
177,0.0
178,0.0
179,0.0020409891824041833
180,0.0020409891824041833
181,0.008670114514091843
183,0.045702487610961455
184,0.11316213217925992
185,0.0
186,0.0318751202046479
187,0.03615777545090058
188,0.0
189,0.0006142148618552658
190,0.0028258250007429766
191,0.02130299326354872
192,0.0
193,0.004282655246252677
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0533296480061074
202,0.0
204,0.0
205,0.0
206,0.0
207,0.006473044931702604
208,0.004282655246252677
209,0.07728208531550715
210,0.0
211,0.04984112459425158
212,0.0
213,0.009712165830572975
214,0.0020029268749526814
215,0.01059635514791703
216,0.1452140287441775
217,0.0
218,0.0
219,0.072853695584329
220,0.08046883694626726
221,0.10216992333410818
223,0.0
224,0.008565310492505354
225,0.006387221880140795
226,0.0
227,0.07323671507608596
228,0.0
229,0.004282655246252677
230,0.008556120245195798
231,0.01735788267205128
232,0.03657611161959099
233,0.011529303268444938
234,0.0
235,0.012300839682262518
236,0.0008193105476468369
238,0.017020338017296046
239,0.0
240,0.0
241,0.004282655246252677
242,0.0
245,0.0
246,0.281604616029948
247,0.007283270992822417
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.012820394996829364
258,0.006142783183247841
259,0.005568370844859433
260,0.006678070331331499
261,0.05862864240213718
264,0.03382057060614371
265,0.014916511026396028
266,0.0
267,0.0
268,0.0
269,0.0
270,0.004282655246252677
271,0.0
272,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.058780179140562785
280,0.04114476175229422
281,0.0049283138828313516
282,0.008804451737461264
284,0.0
285,0.0
286,0.008646819233524616
287,0.0
288,0.0010041876893573868
289,0.0
290,0.004322479651260748
291,0.0
292,0.009783757728399461
293,0.0
294,0.004282655246252677
295,0.0
296,0.0
297,0.01242613338724945
298,0.0013322795183085042
299,0.007749927681506289
300,0.0
301,0.0011709906780258128
302,0.08181807979686831
303,0.08218630237240446
304,0.2068273348343444
305,0.0
306,0.004282655246252677
307,0.037313487477443695
308,0.12199005951188158
309,0.03666328169170253
310,0.0
311,0.033150093628878066
312,0.007068008248700058
314,0.026827651605992344
315,0.037886451245909704
316,0.0
318,0.0
319,0.0012590638814090488
320,0.013413778631449644
322,0.0004708470038262062
323,0.0
324,0.0
326,0.0055538852645762825
327,0.0
329,0.0
330,0.004282655246252677
331,0.0
332,0.006851177983069593
334,0.10397880016474592
335,0.05771655199856199
336,0.019080870477652032
337,0.0015736766809728185
338,0.017980501830317182
339,0.0
341,0.0
342,0.008062298552844982
343,0.0
344,0.0
345,0.0
346,0.008167484180938702
347,0.003999707026055465
348,0.00010568784405988365
349,0.012811204749519809
350,0.022812654852127547
351,0.0
352,0.0021115009757435325
353,0.03263759383509872
354,0.0
355,0.0
356,0.0
360,0.0
362,0.013416667989505282
363,0.0
364,0.0
366,0.006600435617722471
367,0.004822122763323562
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.004282655246252677
379,0.008546929997886242
380,0.0
381,0.0
382,0.026542310495658104
383,0.0
384,0.06518212042534527
385,0.034649749738276704
386,0.0
387,0.004287250369907454
388,0.0
389,0.015706965154610165
390,0.028509486842514958
391,0.012792824254900699
392,0.0
393,0.0
394,0.004117380318545642
396,0.0
397,0.004282655246252677
398,0.0
399,0.0
400,0.0
401,0.0
402,3.67609892382204e-05
403,0.027545535387803143
406,0.0
409,0.016336277275888166
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
419,0.0
420,0.0
421,0.03404314218374836
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
433,0.0
435,0.0006181624908132332
438,0.0
439,0.006658487346561161
440,0.014640501594945543
441,0.0
442,0.004282655246252677
443,0.0
444,0.1030971188899827
445,0.005401863256997389
446,0.0
447,0.004282655246252677
448,0.008099531111489412
449,0.02372302943353376
450,1.83804946191102e-05
451,0.002705372089441713
452,0.0
453,0.02100409603554683
454,0.0005863206693950804
455,0.0
457,0.004594347701662218
458,0.00929874605272269
459,0.0
460,0.004346221123477099
461,0.0
462,0.01640675472445199
463,0.0034453157196117122
464,3.0634157698516998e-06
465,0.0021367324994715606
466,0.0
467,0.004282655246252677
468,0.0
469,0.03615777545090058
470,0.02987943976890661
471,0.0021367324994715606
472,0.0
473,0.023703373551291703
474,0.0
475,0.004282655246252677
476,0.0
477,0.01605900006654485
478,0.003392333518002764
479,0.0
480,0.0088237971388572
481,0.002210739493275261
482,3.216586558344285e-05
483,0.0
484,0.004427401641378169
485,0.0
486,0.0
487,0.008556120245195798
488,0.001010927204051061
489,0.0
490,0.07234107488971395
491,0.0034028270849708374
492,0.0
493,0.0
494,0.008556120245195798
496,0.2901173019682788
497,0.0
502,0.0
503,0.0
504,0.0
506,0.004282655246252677
507,0.0
517,0.0
518,0.008556120245195798
519,0.0
520,0.0
521,0.008556120245195798
522,0.0
523,0.006307188153922399
1480,0.001328048387820031
1481,0.013144592841193823
1482,0.0
1483,0.0
1484,0.0
