branch_id,v_id1,eq_no_id1,v_id2,eq_no_id2,wkt_srid_3857
105585,24597,120,55742,no equal node id,'SRID=3857;LINESTRING(875420.867244664 6580431.51698211,859954.250000001 6579133.88)'
105724,52602,no equal node id,52619,no equal node id,'SRID=3857;LINESTRING(781398.620000001 6720739.58000001,781383.619999999 6720356.00999999)'
105763,52171,no equal node id,54962,no equal node id,'SRID=3857;LINESTRING(733218.079999999 6699157.09999999,732877.799999999 6699133.33)'
105776,52142,no equal node id,58667,no equal node id,'SRID=3857;LINESTRING(955481.1 6414875.94,955792.51 6414432.60999999)'
105845,54619,no equal node id,54620,no equal node id,'SRID=3857;LINESTRING(1028234.83 6261762.18999999,1028213.51 6261942.72)'
106135,52512,no equal node id,52525,no equal node id,'SRID=3857;LINESTRING(745513.979999999 6621985.26,746477.329999999 6622001.06)'
106430,55089,465,55088,471,'SRID=3857;LINESTRING(771343.069999999 6593772.34999999,771330.420000002 6593713.12)'
106613,51932,no equal node id,51934,no equal node id,'SRID=3857;LINESTRING(771882.619999999 6627579.65,774869.349999999 6630140.31)'
106698,17776,193,54015,no equal node id,'SRID=3857;LINESTRING(748342.782939984 6706608.65548859,748428.75 6708416.43)'
106699,54015,no equal node id,54016,no equal node id,'SRID=3857;LINESTRING(748428.75 6708416.43,748426.309999999 6708670.97000001)'
107160,52901,487,52902,no equal node id,'SRID=3857;LINESTRING(1184640.05 6111156.31,1185151.22 6111123.36)'
107168,18338,312,56248,no equal node id,'SRID=3857;LINESTRING(1126274.600088 6257408.30687936,1125522.57 6260044.39999999)'
107185,54019,no equal node id,80108,no equal node id,'SRID=3857;LINESTRING(746621.259999999 6707694.15999999,746521.354753369 6707738.98542774)'
107325,51817,no equal node id,51830,no equal node id,'SRID=3857;LINESTRING(1500579.49 6914542.50999999,1479355.21 6927929.67)'
108169,21376,406,56536,no equal node id,'SRID=3857;LINESTRING(986462.445439203 6074711.11667059,999969.739999999 6079877.9)'
108326,54468,no equal node id,54469,no equal node id,'SRID=3857;LINESTRING(887369.149999999 6740634.32999999,887547.959999999 6741000.3)'
108731,52319,no equal node id,61655,469,'SRID=3857;LINESTRING(739954.680000001 6719832.76,740348.919999999 6719827.91000001)'
109018,54037,no equal node id,54038,no equal node id,'SRID=3857;LINESTRING(827874.269999999 6516774.51999999,826920.04 6516925.3)'
109019,54036,no equal node id,54037,no equal node id,'SRID=3857;LINESTRING(828182.51 6516726.48,827874.269999999 6516774.51999999)'
109099,16862,87,54580,no equal node id,'SRID=3857;LINESTRING(786009.439611159 6745472.76247744,786187.869999999 6743763.16000001)'
109334,52607,no equal node id,55501,no equal node id,'SRID=3857;LINESTRING(767958.399999999 6709330.24,768223.799999999 6709467.66999999)'
109535,56192,no equal node id,60368,no equal node id,'SRID=3857;LINESTRING(732715.48 6631212.61,732732.290000001 6631273.15000001)'
109670,54608,no equal node id,75490,236,'SRID=3857;LINESTRING(1024789.62 6261593.63999999,1023570.34682585 6260189.97153172)'
109759,18433,no equal node id,53899,no equal node id,'SRID=3857;LINESTRING(936081.5607625 7018265.72581532,935741.99 7026659.21)'
109807,53595,475,22003,201,'SRID=3857;LINESTRING(1017231.72 6954752.03,1029793.88293218 7004178.36811368)'
110208,54281,no equal node id,54880,no equal node id,'SRID=3857;LINESTRING(918899.090000001 6046081.81,918476.78 6046216.89)'
111802,55924,no equal node id,55961,no equal node id,'SRID=3857;LINESTRING(1135030.78 6101395.46,1135555.16 6099578.08000001)'
111806,52671,no equal node id,52672,449,'SRID=3857;LINESTRING(792606.079999999 6701025.6,792742.579999999 6700629.03000001)'
112044,52671,no equal node id,75820,107,'SRID=3857;LINESTRING(792606.079999999 6701025.6,793206.621287082 6701046.95831831)'
112548,52562,no equal node id,52563,no equal node id,'SRID=3857;LINESTRING(794545.5 6714151.67,794460.700000001 6714707.95)'
112959,54575,no equal node id,54577,no equal node id,'SRID=3857;LINESTRING(786239.740000001 6739851.48000001,786251.289999999 6741736.10000001)'
113171,24669,no equal node id,58367,no equal node id,'SRID=3857;LINESTRING(951150.040418535 6349099.85607794,951530.420000001 6349076.66)'
113422,18039,63,54193,no equal node id,'SRID=3857;LINESTRING(903991.419977209 6225007.73019688,901699.86 6225301.18)'
113827,51904,no equal node id,53264,440,'SRID=3857;LINESTRING(1052942.5 7144531.79000001,1053046.48 7144565.6)'
113963,52361,no equal node id,52391,no equal node id,'SRID=3857;LINESTRING(741116.89 6689633.69,740760.240000001 6689230.53)'
114439,52246,no equal node id,52255,no equal node id,'SRID=3857;LINESTRING(1315249.90999999 6143991.06999999,1313336.66 6147024.66999999)'
114996,52514,no equal node id,75575,1480,'SRID=3857;LINESTRING(745132.17 6621807.57999999,742242.87337384 6620107.10487892)'
115230,53566,no equal node id,56536,no equal node id,'SRID=3857;LINESTRING(1000197.2 6079933.13999999,999969.739999999 6079877.9)'
115744,16124,467,51956,no equal node id,'SRID=3857;LINESTRING(789914.680270749 6590712.12643149,791494.589999999 6589136.89)'
116208,54578,no equal node id,54580,no equal node id,'SRID=3857;LINESTRING(786207.980000001 6743262.29,786187.869999999 6743763.16000001)'
116512,53220,no equal node id,56507,no equal node id,'SRID=3857;LINESTRING(820065.119999998 6733140.34,820293.13 6733453.94000001)'
116971,55842,no equal node id,56013,no equal node id,'SRID=3857;LINESTRING(732161.630000001 6406638.14000001,732325.180000002 6406356.3)'
117060,58309,no equal node id,58310,no equal node id,'SRID=3857;LINESTRING(898078.560000001 6373812.80000001,898273.510000001 6373992.8)'
117135,20445,355,55867,no equal node id,'SRID=3857;LINESTRING(687724.055534477 6438151.70900763,689151.259999999 6438567.91999999)'
117316,52661,no equal node id,52663,no equal node id,'SRID=3857;LINESTRING(1087941 7112616.7,1087425.83 7112951.08999999)'
117842,57918,no equal node id,57919,no equal node id,'SRID=3857;LINESTRING(974480.879999998 6327399.68,974382.829999999 6327562.7)'
118451,17122,235,54894,no equal node id,'SRID=3857;LINESTRING(918601.642238347 6047127.67335496,909720.070000001 6048982.76999999)'
119042,20607,89,52360,no equal node id,'SRID=3857;LINESTRING(748478.550465801 6684454.79887168,748502.850000001 6685695.19999999)'
119201,16118,149,53157,no equal node id,'SRID=3857;LINESTRING(800735.430260499 6585686.72805591,793968.179999999 6587324.99000001)'
119335,54575,no equal node id,54574,no equal node id,'SRID=3857;LINESTRING(786239.740000001 6739851.48000001,785174.06 6737628.05999999)'
119884,52551,no equal node id,54565,no equal node id,'SRID=3857;LINESTRING(850367.049999999 6780024.21999999,850839.899999999 6779894.43)'
