'id','geom','v_id','lon','lat','typ','voltage','frequency','name','operator','ref','wkt_srid_4326','wkt_srid_3857'
421,'0101000020E6100000563E370801912740D8490D5A31394840',76427,11.7832109992,48.4468185964,'joint','20000;110000;20000;110000;110000;220000','50;50','','E.ON Netz GmbH','Leitung Haidberg','SRID=4326;POINT(11.7832109992443 48.4468185963521)','SRID=3857;POINT(1311701.04834558 6181514.0698048)'
422,'0101000020E610000089E9A048BE8627401A8C892807394840',76426,11.7631704995,48.4455309555,'joint','20000;20000;110000;110000;220000;110000','50;50','','E.ON Netz GmbH','Leitung Burghausen','SRID=4326;POINT(11.7631704994608 48.4455309554689)','SRID=3857;POINT(1309470.15011443 6181297.97681111)'
423,'0101000020E610000089C1320FF7142040A48A025001C84740',77346,8.0409474134,47.5625400555,'joint','20000;20000;20000;20000;380000;220000;380000','50','','RWE','4554','SRID=4326;POINT(8.04094741339283 47.5625400555048)','SRID=3857;POINT(895114.171554381 6034383.21957047)'
424,'0101000020E61000009F4E1F822215204051F745E3F7C74740',77809,8.0412789024,47.5622524349,'joint','20000;20000;380000;220000;20000;20000','','','','7640','SRID=4326;POINT(8.0412789023606 47.5622524348861)','SRID=3857;POINT(895151.072737477 6034335.77084119)'
425,'0101000020E6100000AE15DFF908A9244015CE9DA80FC04840',79868,10.3301466069,49.5004778643,'joint','20000;220000','','Raitersaich - Trennfeld','TenneT TSO GmbH','211','SRID=4326;POINT(10.330146606905 49.5004778643162)','SRID=3857;POINT(1149946.66010053 6360212.65027848)'
426,'0101000020E6100000C231B05628EB2640F7D8AB42FEB64940',77599,11.4592921343,51.4296344127,'joint','20000;220000','50;50','357;358 Bad Lauchstädt - Wolkramshausen','Mitteldeutsche Netzgesellschaft Strom mbH','357;358','SRID=4326;POINT(11.4592921342927 51.4296344126796)','SRID=3857;POINT(1275642.56524083 6697645.84854611)'
427,'0101000020E6100000A900134E6288244054C2FBBC8CEE4740',79941,10.2663750075,47.8636699895,'joint','20000;220000;110000','50','','Lechwerke','','SRID=4326;POINT(10.2663750074574 47.8636699895184)','SRID=3857;POINT(1142847.63812295 6084204.27244219)'
428,'0101000020E6100000F8CCF0E5B6801A40A08B68EF46BB4840',79127,6.6256977013,49.4631022702,'joint','20000;220000;110000;20000','50','220 kV Saar Nord | 110kV Merzig Ltg.','Amprion','','SRID=4326;POINT(6.6256977012847 49.4631022701717)','SRID=3857;POINT(737569.294257176 6353808.62009839)'
458,'0101000020E6100000F8EAEC51075024409F43620D45234B40',16610,10.1563058473,54.2755448084,'substation','220000;110000','50','Kiel-Süd','TenneT;Schleswig-Holstein Netz','','SRID=4326;POINT(10.1563058473307 54.2755448083692)','SRID=3857;POINT(1130594.7952656 7222514.86344902)'
429,'0101000020E61000001B73754CEAA722402C95153501024940',78485,9.327959432,50.0156618457,'joint','20000;380000','50','Hain - Heigenbrücken;Großkrotzenburg - Grafenrheinfeld;Aschaffenburg - Grafenrheinfeld','Bayernwerk AG','417;418','SRID=4326;POINT(9.32795943196975 50.0156618457207)','SRID=3857;POINT(1038383.69410719 6448988.63872782)'
430,'0101000020E61000005D7DE309BAB32A405D5B8629B5774940',79836,13.3510287371,50.9352161318,'joint','20000;380000','','Schmölln - Dresden Süd - Röhrsdorf','50Hertz Transmission','591;592','SRID=4326;POINT(13.351028737087 50.9352161317863)','SRID=3857;POINT(1486229.72057889 6609842.19704837)'
431,'0101000020E61000001EC566D38C8A2240B92942C3BCF74740',79102,9.2706056655,47.9354480813,'joint','20000;380000;220000','','Herbertingen - Tiengen','','5200','SRID=4326;POINT(9.2706056654884 47.9354480813085)','SRID=3857;POINT(1031999.10202741 6096122.40657785)'
432,'0101000020E6100000CD8657683E161A4066F3CF7548A94940',77610,6.521722441,51.3225238099,'joint','220000;0','50;0','220kV Fichtenhain Ost+Utfort West','RWE','4539','SRID=4326;POINT(6.52172244104595 51.3225238099465)','SRID=3857;POINT(725994.821232301 6678543.9683032)'
433,'0101000020E61000002BA3CEE64C401C40ABC6D7DFC3D14940',52580,7.0627933563,51.6387901119,'joint','220000;0;220000','','220kV Hochlarmark Ost+West;ANK;220kV Hochlarmark Ost+West','RWE','4340','SRID=4326;POINT(7.06279335628714 51.6387901118845)','SRID=3857;POINT(786226.559999999 6735075.74)'
434,'0101000020E610000058120140A8D21A40220BB90683804940',52525,6.7057199479,51.0039986042,'joint','220000;0;220000;0','50;50;50','220 kV Niederaußem 5e;220 kV Niederaußem 5e','RWE','4560','SRID=4326;POINT(6.70571994787732 51.0039986041577)','SRID=3857;POINT(746477.329999999 6622001.06)'
435,'0101000020E61000004F6707A314DB1A4094D402569C804940',56965,6.7139459108,51.0047709955,'joint','220000;0;220000;0','50;50;50','220 kV Niederaußem 5e;220 kV Niederaußem 5e','RWE','4560','SRID=4326;POINT(6.71394591076553 51.0047709955044)','SRID=3857;POINT(747393.040000001 6622137.7)'
436,'0101000020E6100000071D5DC5D4E91E400B9583FCFC234A40',77176,7.7283507193,52.2811580317,'joint','220000;0;220000;0','','220kV Amelsbüren','RWE','2304','SRID=4326;POINT(7.72835071926898 52.2811580317012)','SRID=3857;POINT(860316.066740852 6851122.95933614)'
437,'0101000020E6100000E01BBD5945171A40D4DF128847A94940',52504,6.5227254888,51.3224954693,'joint','220000;0;220000;220000','50;50;50','220kV Utfort West;220kV Fichtenhain Ost+Utfort West','RWE','4540','SRID=4326;POINT(6.52272548882226 51.3224954692993)','SRID=3857;POINT(726106.480000001 6678538.92)'
438,'0101000020E6100000A6F10541C7771A4062BD51DAF9864940',79317,6.6169710312,51.0544999026,'joint','220000;0;220000;220000;0','50;50;50;50;50','220 kV Frimmersdorf 3c;Neurath 1a;Frimmersdorf 1a, Frimmersdorf 2b, Frimmersdorf 3c, Frimmersdorf 4d;Frimmersdorf 4d','RWE','4535','SRID=4326;POINT(6.61697103117732 51.0544999026413)','SRID=3857;POINT(736597.845784502 6630939.79239052)'
439,'0101000020E6100000ED794EEA80B71C4047453A58FEB54940',55334,7.1792027102,51.4218244824,'joint','220000;0;380000;220000;110000;380000;220000;110000','','220kV Welper Ost+ANK','RWE','2641','SRID=4326;POINT(7.17920271018964 51.4218244823956)','SRID=3857;POINT(799185.189999999 6696251.52999999)'
440,'0101000020E6100000C498058A64782140FA85995E60144940',16079,8.7351420528,50.1591909647,'substation','220000;110000','','Umspannwerk Frankfurt Nord','TenneT;Mainova','','SRID=4326;POINT(8.73514205282516 50.1591909646631)','SRID=3857;POINT(972391.565327408 6473890.69146844)'
441,'0101000020E6100000C6D3D3F605681B40563F4481F77D4940',16109,6.8515852515,50.9841157516,'substation','220000;110000','50','Bocklemünd','','','SRID=4326;POINT(6.85158525150195 50.9841157515754)','SRID=3857;POINT(762714.981323899 6618484.46392095)'
442,'0101000020E61000004BB8B2FA5F7F2840DC43042E54994940',16126,12.2487791389,51.1978814622,'substation','220000;110000','50','Umspannwerk Großdalzig','50Hertz Transmission;enviaM','','SRID=4326;POINT(12.2487791388668 51.1978814621759)','SRID=3857;POINT(1363527.85657792 6656371.58794085)'
443,'0101000020E6100000E04EC39E26E3184055AA8218EAD84940',16158,6.2218270117,51.6946440352,'substation','220000;110000','','Station Pfalzdorf','RWE','','SRID=4326;POINT(6.22182701174799 51.69464403515)','SRID=3857;POINT(692610.614751622 6745100.38118233)'
444,'0101000020E6100000AAF669E209EB2140A11ADAD7A6234A40',16167,8.9590597872,52.2785291495,'substation','220000;110000','50','Umspannwerk Meißen','EON_WestfalenWeser','','SRID=4326;POINT(8.95905978721142 52.2785291495286)','SRID=3857;POINT(997317.97349887 6850644.62774872)'
445,'0101000020E61000007F0596C35E631B400F5A16104C9A4940',16168,6.8470411835,51.2054462537,'substation','220000;110000','50','Station Eller','RWE;Stadtwerke Düsseldorf','','SRID=4326;POINT(6.8470411835018 51.2054462536945)','SRID=3857;POINT(762209.137987994 6657715.56182669)'
446,'0101000020E6100000C14B0CA3F74F1B40D42173CCCE944940',16177,6.8280930973,51.1625609934,'substation','220000;110000','50','Station Reisholz','','','SRID=4326;POINT(6.8280930973296 51.1625609934014)','SRID=3857;POINT(760099.846683798 6650099.41147881)'
447,'0101000020E61000006FB6AA7BC931224041F12F28F4694840',16194,9.0972403189,48.8277635798,'substation','220000;110000','','Umspannwerk Weilimdorf','','','SRID=4326;POINT(9.09724031886 48.827763579759)','SRID=3857;POINT(1012700.15991953 6245686.84864255)'
448,'0101000020E610000018B7CC9D0E1321401503E4C2FE094940',16220,8.5372208893,50.0780871976,'substation','220000;110000','50','','','','SRID=4326;POINT(8.53722088932004 50.0780871976223)','SRID=3857;POINT(950359.082188805 6459810.16657918)'
449,'0101000020E6100000CC6B17FD820B23402CE892CF202E4A40',16226,9.522483739,52.3603763072,'substation','220000;110000','50','Hannover/West','TenneT;EON_Netz','','SRID=4326;POINT(9.5224837390032 52.3603763072318)','SRID=3857;POINT(1060038.04091306 6865550.25143852)'
450,'0101000020E6100000135EFDACA3A423404A6B41CD60364A40',16244,9.8215612468,52.4248291559,'substation','220000;110000','50','Lahe','enercity Netzgesellschaft mbH','LAH','SRID=4326;POINT(9.8215612468039 52.4248291558675)','SRID=3857;POINT(1093331.19678916 6877307.54753024)'
451,'0101000020E6100000D966EAB40C751A4068633BC330CF4940',16317,6.6143062847,51.6186756172,'substation','220000;110000','50','','','','SRID=4326;POINT(6.61430628472018 51.6186756172163)','SRID=3857;POINT(736301.207565799 6731468.62212102)'
452,'0101000020E6100000FFF65B90E9B21A4085C66CEF97A94940',16327,6.6747191006,51.324949196,'substation','220000;110000','','Station Gellep','RWE','','SRID=4326;POINT(6.67471910058316 51.3249491959696)','SRID=3857;POINT(743026.331465054 6678976.01247794)'
453,'0101000020E61000003D165833B6CE20405C3AE8EF71FB4840',16368,8.40373383,49.9644145855,'substation','220000;110000','','Umspannwerk Hof Schönau','','','SRID=4326;POINT(8.40373382997779 49.9644145854879)','SRID=3857;POINT(935499.370715335 6440115.35333843)'
454,'0101000020E610000091AA9654A59527401FEB03D4466B4840',16393,11.792276996,48.8380990047,'substation','220000;110000','','Umspannwerk Sittling','TenneT TSO GmbH;E.ON Netz GmbH','SIT','SRID=4326;POINT(11.7922769960326 48.8380990046628)','SRID=3857;POINT(1312710.27049158 6247434.69853823)'
455,'0101000020E6100000CE01735B4830234021CEC4E230E64840',16397,9.5943020418,49.7983668767,'substation','220000;110000','50','Umspannwerk Trennfeld','TenneT TSO GmbH;E.ON Netz GmbH','TRE','SRID=4326;POINT(9.59430204180617 49.798366876694)','SRID=3857;POINT(1068032.81781073 6411429.48551521)'
456,'0101000020E6100000C5034B3CE32B204092D495968BCD4A40',16544,8.0857180444,53.6058223945,'substation','220000;110000','50','Umspannwerk Voslapp','TenneT;EON_Netz','VOSL','SRID=4326;POINT(8.0857180444308 53.605822394523)','SRID=3857;POINT(900098.01540402 7095854.42222654)'
457,'0101000020E610000099EA7660E841214006679C742EFF4940',16569,8.6287260194,51.9936052097,'substation','220000;110000','50','Umspannwerk Bielefeld Ost','Stadtwerke Bielefeld GmbH','','SRID=4326;POINT(8.62872601939789 51.9936052097019)','SRID=3857;POINT(960545.386674044 6798969.27687439)'
459,'0101000020E6100000F85D1BA853482540B13A99D182034840',16624,10.6412632497,48.0274297713,'substation','220000;110000','50','Umspannstation Irsingen','','','SRID=4326;POINT(10.6412632497222 48.0274297712507)','SRID=3857;POINT(1184580.00635625 6111419.38521316)'
460,'0101000020E6100000E407DC93C8D61A40F55BB6C9A38B4940',16692,6.7097495177,51.0909359112,'substation','220000;110000','','Station Gohrpunkt','Amprion','','SRID=4326;POINT(6.7097495177313 51.0909359112192)','SRID=3857;POINT(746925.89966426 6637395.02330591)'
461,'0101000020E61000000AC195105C0E1D4078B35AA76BC94940',16767,7.2640230743,51.573597831,'substation','220000;110000','50','Station Pöppinghausen','Amprion','','SRID=4326;POINT(7.26402307428385 51.5735978310467)','SRID=3857;POINT(808627.349739868 6723390.65732959)'
462,'0101000020E6100000D1A087AD5E4A22406827887E386D4A40',16812,9.1452535847,52.8532865681,'substation','220000;110000','50','Wechold','TenneT TSO GmbH;Avacon AG','','SRID=4326;POINT(9.14525358467691 52.8532865681471)','SRID=3857;POINT(1018044.97222159 6955905.88115649)'
463,'0101000020E610000071576AD11B0F234020A418123FCF4A40',16903,9.5295091097,53.6191122647,'substation','220000;110000','50','Stade','','','SRID=4326;POINT(9.52950910971751 53.6191122646635)','SRID=3857;POINT(1060820.10160362 7098348.20600403)'
464,'0101000020E61000003EAF22A83DE71E40E9DABB8B7C234A40',16946,7.7258211394,52.2772383373,'substation','220000;110000','50','Station Ibbenbüren','Amprion','','SRID=4326;POINT(7.72582113944719 52.2772383372556)','SRID=3857;POINT(860034.47520317 6850409.77166223)'
465,'0101000020E610000081F7B8CB3C982340234574471B004A40',16996,9.7973388351,52.0008324926,'substation','220000;110000','50','Godenau','TenneT;EON_Netz','','SRID=4326;POINT(9.79733883507629 52.0008324926114)','SRID=3857;POINT(1090634.77024986 6800275.98113813)'
466,'0101000020E6100000F845E342FD161B40904DFAEBD2924940',17154,6.7724504901,51.1470618221,'substation','220000;110000','50','Station Norf','','','SRID=4326;POINT(6.77245049011389 51.1470618221457)','SRID=3857;POINT(753905.739982134 6647348.59896313)'
467,'0101000020E6100000506C04F881DA1B4008E9A3CBBA6A4940',17191,6.9633864167,50.8338255453,'substation','220000;110000','50','Station Bollenacker','RWE','','SRID=4326;POINT(6.9633864166927 50.8338255453437)','SRID=3857;POINT(775160.630103028 6591951.85814756)'
468,'0101000020E610000087A88B1E697F2040A4B777AB526C4840',17194,8.2488488718,48.8462728819,'substation','220000;110000','50','220-kV-Umspannwerk Kuppenheim','','','SRID=4326;POINT(8.24884887175382 48.8462728819425)','SRID=3857;POINT(918257.656034305 6248817.25904214)'
469,'0101000020E6100000D7276F32D24927402C8BA0274AF44940',17719,11.6441818009,51.9085130247,'substation','220000;110000','50','Umspannwerk Förderstedt','50Hertz','MD 38','SRID=4326;POINT(11.6441818009079 51.9085130247025)','SRID=3857;POINT(1296224.38878137 6783600.30974387)'
470,'0101000020E61000008B51ECDB40112C406D3461CC01C14A40',18073,14.0336979605,53.5078673815,'substation','220000;110000','','Pasewalk','50Hertz Transmission GmbH;E.ON edis AG','','SRID=4326;POINT(14.0336979604697 53.5078673815377)','SRID=3857;POINT(1562224.11090609 7077497.77218732)'
471,'0101000020E61000004267BAF4210D1C406BD9E0A1134F4940',18369,7.0128248442,50.6177866314,'substation','220000;110000','50','Station Meckenheim','Westnetz (RWE)','','SRID=4326;POINT(7.0128248442432 50.6177866313836)','SRID=3857;POINT(780664.090683571 6553961.06384428)'
472,'0101000020E6100000127A96A6E4B323408122FBB817D34940',18447,9.8513538417,51.6491614557,'substation','220000;110000','50','Hardegsen','TenneT;EON_Netz','','SRID=4326;POINT(9.85135384165645 51.6491614557499)','SRID=3857;POINT(1096647.69327756 6736936.25082008)'
473,'0101000020E610000047DCB9F9A03F1B40866EF7D582C24940',18677,6.8121375103,51.519617792,'substation','220000;110000','50','Station Handbach','Amprion','','SRID=4326;POINT(6.81213751027014 51.5196177919543)','SRID=3857;POINT(758323.67885703 6713727.93695201)'
474,'0101000020E610000000AB2167C6E51E40E305B7F465B44940',18968,7.7243896593,51.4093614477,'substation','220000;110000','50','Umspannwerk Bixterheide','Amprion','','SRID=4326;POINT(7.72438965933793 51.409361447684)','SRID=3857;POINT(859875.123566325 6694026.97916214)'
475,'0101000020E6100000A15FD6551171284042DF8F4CF94A4840',19901,12.2208353829,48.5857330039,'substation','220000;110000','50','Umspannwerk Altheim','TenneT TSO GmbH, E.ON Netz GmbH','AHM','SRID=4326;POINT(12.2208353828608 48.5857330038548)','SRID=3857;POINT(1360417.17188848 6204859.06512862)'
476,'0101000020E6100000ABB9C274C7F01F40A5A2FE40CE6B4940',20425,7.9851358646,50.8422318691,'substation','220000;110000','50','Station Eiserfeld','Amprion','','SRID=4326;POINT(7.98513586462506 50.8422318690621)','SRID=3857;POINT(888901.258365167 6593433.67244633)'
477,'0101000020E6100000C7DFC7E073101B407CD1DBFB16AE4840',20460,6.7660670397,49.3600764106,'substation','220000;110000','50','Station Saarwellingen','Amprion','','SRID=4326;POINT(6.76606703967986 49.3600764106113)','SRID=3857;POINT(753195.137530315 6336181.15557044)'
478,'0101000020E6100000B7874E271CB92140726921F238E74740',21376,8.8615429195,47.8064253486,'substation','220000;110000','50','Beuren','','','SRID=4326;POINT(8.86154291947956 47.8064253485817)','SRID=3857;POINT(986462.445439203 6074711.11667059)'
479,'0101000020E61000001FD1B8F302D31C4031308E20AFAB4A40',21516,7.2060659486,53.3412819571,'substation','220000;110000','','Umspannwerk Kraftwerk Emden','','EMDE','SRID=4326;POINT(7.20606594863446 53.3412819570807)','SRID=3857;POINT(802175.592024735 7046377.04351263)'
480,'0101000020E6100000A0019944ACC01F40E2ABAB7B5E814940',23134,7.9381571501,51.010695895,'substation','220000;110000','50','Station Altenkleusheim','RWE','','SRID=4326;POINT(7.93815715011479 51.0106958950271)','SRID=3857;POINT(883671.611787761 6623185.92085399)'
481,'0101000020E6100000070E2D95642D21404294B36761E84840',24129,8.5886580102,49.8154725673,'substation','220000;110000','50','Umspannanlage Pfungstadt','RWE','','SRID=4326;POINT(8.58865801024423 49.815472567258)','SRID=3857;POINT(956085.036297957 6414380.05689435)'
482,'0101000020E6100000DE29FA6724CF1A40B20E977B1CEA4840',24553,6.702287316,49.8289942253,'substation','220000;110000','50','Station Quint','Amprion; Westnetz','','SRID=4326;POINT(6.7022873159826 49.8289942252717)','SRID=3857;POINT(746095.211165401 6416713.15438794)'
483,'0101000020E6100000EAB23A65F0222040578E92EEF5C94840',24567,8.0682403216,49.5778177467,'substation','220000;110000','50','Umspannwerk Kerzenheim','Pfalzwerke','','SRID=4326;POINT(8.06824032155551 49.577817746697)','SRID=3857;POINT(898152.404193319 6373479.8143113)'
484,'0101000020E61000000C8259C36AB42040E6BD2E5AECB54840',24647,8.3523770377,49.421275399,'substation','220000;110000','50','Netzleitstelle Mutterstadt','Pfalzwerke','','SRID=4326;POINT(8.35237703769328 49.4212753990394)','SRID=3857;POINT(929782.358749447 6346647.68618797)'
485,'0101000020E610000034B2D595EA172140319B28BA6CB84840',24660,8.5467116187,49.4408180903,'substation','220000;110000','50','Station Rheinau','Net','','SRID=4326;POINT(8.54671161874385 49.4408180902741)','SRID=3857;POINT(951415.585355521 6349992.71579435)'
486,'0101000020E6100000D1F2BF3301471D402C674D0D06A74840',24932,7.3193405233,49.3048721912,'substation','220000;110000','50','Beeden','Pfalzwerke','','SRID=4326;POINT(7.31934052332936 49.3048721912331)','SRID=3857;POINT(814785.259999598 6326751.04575357)'
487,'0101000020E6100000C98A8B884BE821403167D299A1C84840',25324,8.953701274,49.5674316671,'substation','220000;110000','50','Beerfelden','','','SRID=4326;POINT(8.95370127395053 49.567431667076)','SRID=3857;POINT(996721.466531257 6371696.92735003)'
488,'0101000020E610000056A75BAA1C41214080A361E194C54840',25339,8.6271718251,49.5436059691,'substation','220000;110000','50','Umspannwerk Weinheim','','','SRID=4326;POINT(8.62717182511157 49.5436059691192)','SRID=3857;POINT(960372.374557496 6367608.41187806)'
489,'0101000020E61000003588C6D058222340EC494C64A1A94940',26222,9.5670838587,51.3252377865,'substation','220000;110000','50','Sandershausen','TenneT','','SRID=4326;POINT(9.56708385871398 51.3252377865318)','SRID=3857;POINT(1065002.90352859 6679027.42184506)'
490,'0101000020E61000002973F8BD50012A40329DA91CD86E4940',26509,13.0025691381,50.8659702137,'substation','220000;110000','50','Niederwiesa','eins-Energie','Nws','SRID=4326;POINT(13.0025691381248 50.8659702137178)','SRID=3857;POINT(1447439.37546039 6597619.56168127)'
491,'0101000020E6100000B16C7DD6CDA32140E733CAEEC08D4A40',32065,8.8199297932,53.107450341,'substation','220000;110000','50','Umspannwerk Blockland','swb Netze GmbH & Co. KG','','SRID=4326;POINT(8.81992979317724 53.1074503409689)','SRID=3857;POINT(981830.093408914 7002898.10991486)'
492,'0101000020E6100000F6F063139964244081EF8CC394034940',36438,10.1964803752,50.027977413,'substation','220000;110000','50','Schweinfurt','','','SRID=4326;POINT(10.1964803752421 50.0279774130022)','SRID=3857;POINT(1135067.00325556 6451122.44662935)'
493,'0101000020E61000005D6A7B98038C2040E1ACDD19C6834840',36442,8.2734649325,49.0294830639,'substation','220000;110000','50','Umspannwerk Maximiliansau','Pfalzwerke AG','','SRID=4326;POINT(8.27346493250405 49.0294830639266)','SRID=3857;POINT(920997.903382357 6279865.53456814)'
494,'0101000020E6100000124E3F73C7A02140B622CA39E3FD4940',37258,8.8140216841,51.9834968793,'substation','220000;110000','50','Umspannwerk Lage','','','SRID=4326;POINT(8.81402168414846 51.9834968792906)','SRID=3857;POINT(981172.405720279 6797142.02838477)'
495,'0101000020E610000087634D66DE7D1B404D08E0430FB94940',75481,6.8729186997,51.445778355,'merge','220000;110000','50','Styrum','','','SRID=4326;POINT(6.87291869971603 51.4457783550175)','SRID=3857;POINT(765089.809915958 6700528.80645039)'
496,'0101000020E6100000FCC8F9003EDE2140FEA68A2F77184A40',75520,8.9340668015,52.1911372592,'merge','220000;110000','50','Gemeinschaftskraftwerk Veltheim;UW Veltheim','E.ON Kraftwerke GmbH','','SRID=4326;POINT(8.93406680153975 52.1911372591985)','SRID=3857;POINT(994535.767060496 6834759.58060447)'
497,'0101000020E61000002E0B316163ED1A405622A381D4BA4940',75604,6.7318244158,51.4596101805,'merge','220000;110000','50','ThyssenKrupp Kraftwerk Ruhrort;Station Ruhrort','Amprion','','SRID=4326;POINT(6.73182441579665 51.4596101805261)','SRID=3857;POINT(749383.266076211 6702999.68128303)'
498,'0101000020E61000006D76E85605C4234087526759FCC14940',75535,9.882853237,51.5155135874,'merge','220000;110000','50','STL Siekweg;Umspannwerk Rosdorf','TenneT;AVACON','','SRID=4326;POINT(9.88285323703459 51.5155135874275)','SRID=3857;POINT(1100154.18993135 6712993.7306987)'
499,'0101000020E610000092214A9DB4AB1A40D53EC32A247F4940',75575,6.6676811768,50.9932912305,'merge','220000;110000','50;50','Station Auenheim;Kraftwerk Niederaußem;KW Niederaußem','RWE','','SRID=4326;POINT(6.66768117680512 50.9932912305209)','SRID=3857;POINT(742242.87337384 6620107.10487892)'
500,'0101000020E610000012B55E4D1CE622407BDB0022C9FB4A40',75684,9.4494346789,53.9670755867,'merge','220000;110000','50;50','Gasturbinenkraftwerk Itzehoe;Itzehoe/West','Uniper Kraftwerke GmbH','','SRID=4326;POINT(9.44943467885108 53.9670755867182)','SRID=3857;POINT(1051906.256734 7163923.26849568)'
501,'0101000020E6100000B04D3C068E2B1F40BBB01A5CBCE74840',74976,7.7925339674,49.8104357844,'merge','220000;110000','50','Niederhausen','','','SRID=4326;POINT(7.79253396742881 49.8104357843708)','SRID=3857;POINT(867460.913243462 6413511.15071751)'
502,'0101000020E6100000E36F7639844821407B1DA795EC714840',75078,8.6416337926,48.8900324884,'merge','220000;110000','50','220 kV-Umspannwerk Birkenfeld','EnBW','','SRID=4326;POINT(8.64163379259839 48.8900324884407)','SRID=3857;POINT(961982.273413998 6256222.76517701)'
503,'0101000020E6100000F96A5D7D819626407424E3CBA8064840',75457,11.2939566781,48.0520262584,'merge','220000;110000','','Umspannwerk Oberbrunn','TenneT TSO GmbH, E.ON Netz GmbH','1822','SRID=4326;POINT(11.2939566780601 48.0520262583822)','SRID=3857;POINT(1257237.50644294 6115514.51894375)'
504,'0101000020E61000001F5BB7ABD1BE1C405D47331B76C64940',75488,7.1863467055,51.5504793167,'merge','220000;110000','50','Kraftwerk Herne Baukau;Herne','Evonik Industries AG','','SRID=4326;POINT(7.1863467054998 51.5504793167481)','SRID=3857;POINT(799980.455920156 6719250.91402142)'
505,'0101000020E610000011F21E1941A320403AF9166874084A40',75619,8.3188560343,52.0660524475,'merge','220000;110000','50;50','Station Voßheide;Station Hesseln','RWE','','SRID=4326;POINT(8.31885603430513 52.0660524475265)','SRID=3857;POINT(926050.817721398 6812077.40677508)'
506,'0101000020E61000000B0CE60D77682240A31833E26D854840',75627,9.2040333122,49.0424158811,'merge','220000;110000','50;16.7','Drehstromschaltwerk Neckarwestheim;Schaltwerk Neckarwestheim','EnBW','','SRID=4326;POINT(9.20403331216041 49.0424158811086)','SRID=3857;POINT(1024588.30155402 6282061.54855186)'
507,'0101000020E610000013E4D0504DA02740A8B7981B541C4840',74863,11.8130898719,48.2213167663,'merge','220000;110000','','Umspannwerk Neufinsing','Isar-Amperwerke','1552','SRID=4326;POINT(11.8130898718828 48.2213167663279)','SRID=3857;POINT(1315027.14923317 6143753.35429775)'
508,'0101000020E6100000C532FD4D6AA72640C23E60665DB24840',75056,11.3269829151,49.3934753389,'merge','220000;110000','50','Umspannwerk Ludersheim','TenneT TSO GmbH;E.ON Netz GmbH','LU','SRID=4326;POINT(11.3269829150753 49.3934753389308)','SRID=3857;POINT(1260913.97033029 6341891.57655915)'
509,'0101000020E610000079AF49F775F02840984752A195AF4940',75443,12.4696500089,51.3717538502,'merge','220000;110000','50','Umspannwerk Taucha','50Hertz;enviaM','','SRID=4326;POINT(12.4696500089119 51.3717538501507)','SRID=3857;POINT(1388115.08936241 6687318.00051229)'
510,'0101000020E610000060A20ACB52032540FA6B4C96E0264A40',75460,10.5064910365,52.3037288545,'merge','220000;110000','','Umspannwerk Braunschweig Nord;Heizkraftwerk Nord','EON_Netz','','SRID=4326;POINT(10.506491036461 52.3037288544801)','SRID=3857;POINT(1169577.23220293 6855230.94434696)'
511,'0101000020E610000086E2DB77CF63244026BEB7EC47FC4740',75485,10.1949422317,47.970944967,'merge','220000;110000','50','Umspannwerk Memmingen','LEW','','SRID=4326;POINT(10.1949422317423 47.9709449670011)','SRID=3857;POINT(1134895.77790439 6102022.47312158)'
512,'0101000020E6100000CDD7E1B740BD1B40C52BF72449844940',16112,6.9348171932,51.0334821898,'substation','220000;110000','50','UW Fühlingen','RheinEnergie','','SRID=4326;POINT(6.93481719318329 51.0334821898355)','SRID=3857;POINT(771980.318689603 6627218.47282909)'
513,'0101000020E6100000AD198D615AE71B404A7EE83DD0844940',16115,6.9759307139,51.0376050363,'substation','220000;110000','','Station Dhünnaue','','','SRID=4326;POINT(6.97593071387966 51.0376050362798)','SRID=3857;POINT(776557.054878241 6627948.31588359)'
514,'0101000020E61000001446618BC3C51C4056C3F19A2D664940',16118,7.1931287554,50.7982667618,'substation','220000;110000','','Station Siegburg','RWE','','SRID=4326;POINT(7.19312875539028 50.7982667618259)','SRID=3857;POINT(800735.430260499 6585686.72805591)'
515,'0101000020E6100000DBBE18FB39621C40EEF6E04CD4694940',16124,7.0959243044,50.8267913912,'substation','220000;110000','','Station Stockem','Westnetz','','SRID=4326;POINT(7.09592430437598 50.8267913912258)','SRID=3857;POINT(789914.680270749 6590712.12643149)'
516,'0101000020E6100000D674C9AD85261C40D7207F9D9DCC4940',16134,7.0376193194,51.5985600348,'substation','220000;110000','','Station Bergmannsglück','RWE','','SRID=4326;POINT(7.03761931936352 51.5985600348228)','SRID=3857;POINT(783424.199028451 6727862.90773737)'
517,'0101000020E610000028547B4520032B40C1152317A53C4A40',16138,13.5061055863,52.4737881585,'substation','220000;110000','50','Umspannwerk Wuhlheide','50Hertz;Vattenfall Europe AG','','SRID=4326;POINT(13.5061055863426 52.473788158542)','SRID=3857;POINT(1503492.79647185 6886249.99543352)'
518,'0101000020E6100000D979E0CCD1161E40BD1999EA1EC44940',16309,7.5222846996,51.5321934936,'substation','220000;110000','50','Station Wambel','Ampirion','','SRID=4326;POINT(7.52228469963162 51.5321934936105)','SRID=3857;POINT(837376.902365024 6715978.0319178)'
