'id','geom','v_id','lon','lat','typ','voltage','frequency','name','operator','ref','wkt_srid_4326','wkt_srid_3857'
1064,'0101000020E61000002A62DC2334411B40100D9686C6DC4840',18340,6.8136754611,49.7248085244,'substation','380000;110000','50','Station Osburg','Amprion; Westnetz','','SRID=4326;POINT(6.81367546112646 49.7248085243865)','SRID=3857;POINT(758494.882763222 6398753.22279466)'
1065,'0101000020E6100000229AE2C68AA12A403D15006FD1424A40',18653,13.3155119087,52.5220164061,'substation','380000;110000','50','Umspannwerk Charlottenburg','50Hertz','','SRID=4326;POINT(13.3155119086851 52.5220164060979)','SRID=3857;POINT(1482276.0053266 6895068.70216065)'
1066,'0101000020E61000004BD29B3947BA2540DFC2087402464840',19864,10.8638246539,48.5469498675,'substation','380000;110000','','Umspannwerk Meitingen','Elektrizitätswerke Augsburg','122 U','SRID=4326;POINT(10.8638246538841 48.5469498675136)','SRID=3857;POINT(1209355.42853779 6198334.99473062)'
1067,'0101000020E61000001C33D17AD4F026408747C77816774940',24187,11.4703710919,50.9303732846,'substation','380000;110000','50','Großschwabhausen','50Hertz;EON_TEAG','','SRID=4326;POINT(11.470371091878 50.9303732846302)','SRID=3857;POINT(1276875.86915774 6608986.7919028)'
1068,'0101000020E6100000E3951C57628C23408A0FAD2DB0434940',24202,9.7741877768,50.5288140388,'substation','380000;110000','50','UW Dipperz','Tennet','','SRID=4326;POINT(9.7741877767939 50.5288140387557)','SRID=3857;POINT(1088057.60623053 6538365.82649433)'
1069,'0101000020E6100000D0CC271758FB25402476A1876A494940',24263,10.9909064518,50.5735635317,'substation','380000;110000','50','Umspannwerk Altenfeld','50Hertz','','SRID=4326;POINT(10.9909064518055 50.5735635317217)','SRID=3857;POINT(1223502.10957149 6546205.89691925)'
1070,'0101000020E61000001688FE2E83C52440BC6FF2E639804940',24781,10.3857664762,51.001767033,'substation','380000;110000','50','Eisenach','50Hertz','','SRID=4326;POINT(10.3857664762218 51.001767032983)','SRID=3857;POINT(1156138.23563086 6621606.29636809)'
1071,'0101000020E610000061C838314B072340B9D6D8A227A14940',24984,9.5142455465,51.2590220984,'substation','380000;110000','','Umspannwerk Bergshausen','TenneT','','SRID=4326;POINT(9.51424554651402 51.2590220984252)','SRID=3857;POINT(1059120.96952011 6667240.26241648)'
1072,'0101000020E610000014BF4420C8C32A400E3493E594AD4940',25027,13.3823862156,51.356106469,'substation','380000;110000','50','Umspannwerk Streumen','50Hertz','STR','SRID=4326;POINT(13.3823862155837 51.3561064690367)','SRID=3857;POINT(1489720.4191177 6684528.22134176)'
1073,'0101000020E6100000F411973D45702C40BFB837FD718F4940',25084,14.2192782638,51.1206661722,'substation','380000;110000','','Umspannwerk Schmölln','50Hertz;ENSO','','SRID=4326;POINT(14.2192782637512 51.1206661722258)','SRID=3857;POINT(1582882.81576865 6642665.99103273)'
1074,'0101000020E6100000DE3AE200D61B1D40FCC54BF469604A40',29874,7.2771835459,52.7532334681,'substation','380000;110000','50','Meppen','TenneT','MEPP','SRID=4326;POINT(7.27718354588316 52.7532334680545)','SRID=3857;POINT(810092.366736903 6937482.59672003)'
1075,'0101000020E610000058525D4D7D492A403840C5613DF44A40',44433,13.143534105,53.9081232274,'substation','380000;110000','50','Siedenbrünzow','50Hertz Transmission GmbH','','SRID=4326;POINT(13.1435341049593 53.9081232274188)','SRID=3857;POINT(1463131.52378809 7152775.09959589)'
1076,'0101000020E6100000A560BB0AC2AC284061A8371336994940',49748,12.3374179224,51.1969627401,'substation','380000;110000','','Pulgar','50 Hertz Transmission;Stadtwerke Leipzig','','SRID=4326;POINT(12.3374179223759 51.1969627401129)','SRID=3857;POINT(1373395.08082269 6656208.38122601)'
1077,'0101000020E610000051EAD8599B472740D4C72C2CFF164840',75422,11.6398571088,48.1796622485,'merge','380000;110000','50','Föhring;Heizkraftwerk Nord','','','SRID=4326;POINT(11.6398571088113 48.1796622484832)','SRID=3857;POINT(1295742.96625934 6136796.44733687)'
1078,'0101000020E6100000D4D1DEA3119728409D73E57B7E4D4840',75452,12.2950564584,48.6054224844,'merge','380000;110000','','Kernkraftwerk Isar;Isar','E.ON','KKI','SRID=4326;POINT(12.2950564584252 48.6054224844331)','SRID=3857;POINT(1368679.42422644 6208173.13106565)'
1079,'0101000020E6100000B43D28D25DFC21405FA52BB5E6AB4940',75626,8.9929032969,51.3429781402,'merge','380000;110000','50','e.on Eigenbedarf;Umspannwerk Twistetal','Energie Waldeck-Frankenberg','23060','SRID=4326;POINT(8.99290329686378 51.3429781401744)','SRID=3857;POINT(1001085.41576003 6682188.30026653)'
1080,'0101000020E6100000A6A986BB8A762440AD68954BCE434840',75558,10.2315271952,48.5297331314,'merge','380000;110000','50','Umspannwerk Niederstotzingen','EnBW','','SRID=4326;POINT(10.2315271951564 48.5297331313644)','SRID=3857;POINT(1138968.39740234 6195440.41057373)'
1081,'0101000020E6100000D977D219625F1E4058B5A5E368314940',75923,7.5931476626,50.3860134658,'merge','380000;110000','','Station Koblenz','RWE','','SRID=4326;POINT(7.59314766261192 50.3860134657977)','SRID=3857;POINT(845265.331320094 6513396.90471638)'
1082,'0101000020E6100000C76ADDCF9268234077BFB139833B4840',75495,9.7042450865,48.4649421804,'merge','380000;110000','50','Netze BW Umspannwerk Laichingen','Netze BW','','SRID=4326;POINT(9.70424508645864 48.4649421804342)','SRID=3857;POINT(1080271.6215577 6184556.16662277)'
1083,'0101000020E61000007B5C9F498CCD2440F8D2F3FDCC414840',75557,10.4014609344,48.5140683594,'merge','380000;110000','50','Kernkraftwerk Gundremmingen;Gundremmingen','LEW','KRB','SRID=4326;POINT(10.401460934356 48.5140683594272)','SRID=3857;POINT(1157885.33471864 6192807.60719225)'
1084,'0101000020E61000005C5D996E6E4A23409AD491784EDF4740',75559,9.6453737795,47.7445822441,'merge','380000;110000','50','380kV-Umspannwerk Grünkraut','','','SRID=4326;POINT(9.6453737795079 47.7445822441161)','SRID=3857;POINT(1073718.09764561 6064467.12493824)'
1085,'0101000020E61000009009B97BE27124400724D4FB4C5E4840',75613,10.2224310554,48.7367243563,'merge','380000;110000','50','Umspannwerk Rotensohl','EnBW','','SRID=4326;POINT(10.2224310553909 48.7367243562549)','SRID=3857;POINT(1137955.81975546 6230306.52354112)'
1086,'0101000020E61000009D4B90AE1A832A401D52C5DD0F774940',75816,13.2560629417,50.9301717008,'merge','380000;110000','50;50','Freiberg/Nord (380 kV);Freiberg/Nord (110 kV)','50Hertz Transmission','','SRID=4326;POINT(13.2560629416601 50.9301717008095)','SRID=3857;POINT(1475658.17658919 6608951.18754012)'
1087,'0101000020E61000006310D6B204FC1B40C9E6D1B6D0C14940',75044,6.9961116737,51.5141819501,'merge','380000;110000','50','Station Arenberg;Station Karnap','','','SRID=4326;POINT(6.99611167365592 51.5141819500837)','SRID=3857;POINT(778803.589044254 6712755.52665217)'
1088,'0101000020E61000000BCC121BB1E92A406E140CFDBE424A40',75554,13.4564293347,52.5214535054,'merge','380000;110000','50','Umspannwerk Friedrichshain','Vattenfall_Europe_Transmission','4622','SRID=4326;POINT(13.456429334683 52.5214535054191)','SRID=3857;POINT(1497962.86143258 6894965.71795017)'
1089,'0101000020E6100000D3B49BC5ED971F4041BA08E213EE4840',58190,7.8983679653,49.8599817793,'joint','380000;110000','50;50','380 kV Soonwald Ost|West','RWE','4523','SRID=4326;POINT(7.89836796534401 49.8599817793479)','SRID=3857;POINT(879242.3 6422062.36999999)'
1090,'0101000020E6100000CB6185619748264010B54363B37B4940',66441,11.1417799449,50.9664119797,'joint','380000;110000','50;50','449,454;WS-ErH-Vib 3,WN-ErH-Vib 4','50Hertz','449;454','SRID=4326;POINT(11.1417799449272 50.9664119797327)','SRID=3857;POINT(1240297.27 6615354.53999999)'
1091,'0101000020E610000068345606955422400AE5CF2296AA4840',79113,9.1651994686,49.3327067866,'joint','380000;110000','','','','','SRID=4326;POINT(9.16519946863464 49.3327067866431)','SRID=3857;POINT(1020265.33786719 6331504.49256076)'
1092,'0101000020E61000000A8C9C5CD6E4214065CDD19B9C5B4840',52046,8.9469479505,48.7157168173,'joint','380000;110000','','2x 380 kV ; 2x 110 kV','EVS','318','SRID=4326;POINT(8.94694795046782 48.7157168173242)','SRID=3857;POINT(995969.69 6226761.43)'
1093,'0101000020E6100000F72A5B198E80234092BAADF698474940',58375,9.7510841297,50.5593555783,'joint','380000;110000','50','','TenneT','3010','SRID=4326;POINT(9.75108412969483 50.559355578259)','SRID=3857;POINT(1085485.72 6543715.87)'
1094,'0101000020E6100000BD6EC0EFF8E51D40D214178233334940',58794,7.47458243,50.4000094044,'joint','380000;110000','50','','RWE','4511','SRID=4326;POINT(7.47458243000045 50.4000094044401)','SRID=3857;POINT(832066.71 6515840.79)'
1095,'0101000020E6100000E3EA9835A910204075B18EEF68A94940',52861,8.032540965,51.3235148856,'joint','380000;110000','50','','RWE','4308','SRID=4326;POINT(8.03254096500081 51.3235148855919)','SRID=3857;POINT(894178.369999999 6678720.50999999)'
1096,'0101000020E6100000098BA20BCD1520405787A0DB50AA4A40',53828,8.0425799976,53.3305925878,'joint','380000;110000','50;50','304;1043','TenneT','304','SRID=4326;POINT(8.04257999762696 53.3305925878364)','SRID=3857;POINT(895295.91 7044384.26)'
1097,'0101000020E6100000FCBECF3E583C22404E1A809DD2154940',79171,9.1178607586,50.1704899669,'joint','380000;110000','','','TenneT TSO GmbH','','SRID=4326;POINT(9.11786075864756 50.1704899669172)','SRID=3857;POINT(1014995.61677662 6475854.22006971)'
1098,'0101000020E610000020A88C2B6EE4214058BC0A7B835B4840',52045,8.9461530313,48.7149499705,'joint','380000;110000','','2x 380 kV ; 2x 110 kV','EVS','318','SRID=4326;POINT(8.9461530312729 48.7149499704762)','SRID=3857;POINT(995881.2 6226632.05)'
1099,'0101000020E6100000AA662D7FE9001C4050A4B1F7BEC14940',52638,7.0008907196,51.5136403673,'joint','380000;110000','','','RWE','4164','SRID=4326;POINT(7.00089071955305 51.5136403672592)','SRID=3857;POINT(779335.59 6712658.65)'
1100,'0101000020E6100000CC09347F24F71B40EDEA200B21C24940',55251,6.9913501621,51.5166334067,'joint','380000;110000','','Büscherhof West+Kusenhorst','RWE','','SRID=4326;POINT(6.99135016207806 51.5166334067088)','SRID=3857;POINT(778273.54 6713194.04999999)'
1101,'0101000020E610000051A4ED82A5DD1D40AF37D2AD76334940',54077,7.4664516885,50.4020592953,'joint','380000;110000;0;110000','50','','RWE','4511','SRID=4326;POINT(7.46645168853236 50.402059295316)','SRID=3857;POINT(831161.6 6516198.79)'
1102,'0101000020E6100000DCA4BDB9C38A2640D446956D17154940',53354,11.2710245174,50.1647774676,'joint','380000;110000;0;110000;380000;0','','Etzenricht - Mechlenreuth - Redwitz;RED-NEUS;KRON-RED;Redwitz - Neuses;Redwitz - Kronach;Etzenricht - Mechlenreut - Redwitz;Mechlenreuth - Redwitz','TenneT TSO GmbH;E.ON Netz GmbH','437;169;172','SRID=4326;POINT(11.2710245174407 50.1647774676218)','SRID=3857;POINT(1254684.71 6474861.44999999)'
1103,'0101000020E6100000FBFFC2DB07632640C69976D7C8144940',75473,11.1934193302,50.1623792009,'merge','380000;110000;110000','50','Umspannwerk Redwitz','','RED','SRID=4326;POINT(11.1934193301713 50.16237920085)','SRID=3857;POINT(1246045.74007025 6474444.69275707)'
1104,'0101000020E6100000DE60BEE385D42440AC180506D7B44A40',75445,10.4150839968,53.4128119969,'merge','380000;110000;110000','50','Krümmel','50Hertz','','SRID=4326;POINT(10.4150839967628 53.4128119969258)','SRID=3857;POINT(1159401.84708881 7059725.02358734)'
1105,'0101000020E610000064D1DA316B6C2A40D27B0D623C4A4A40',75546,13.211755331,52.5799677435,'merge','380000;110000;110000','50;50','Teufelsbruch;Oberhavel','50Hertz Transmission','','SRID=4326;POINT(13.2117553310024 52.5799677434767)','SRID=3857;POINT(1470725.8759325 6905678.12616022)'
1106,'0101000020E61000009E287DB33D7E2A40E823E05546444A40',75641,13.2465644923,52.5333964676,'merge','380000;110000;110000','50;50','Umspannwerk Reuter;Heizkraftwerk Reuter West;Heizkraftwerk Reuter West;Umspannwerk Reuter 110/30KV','50Hertz','','SRID=4326;POINT(13.2465644922525 52.5333964676318)','SRID=3857;POINT(1474600.81403781 6897150.99845235)'
1107,'0101000020E6100000D7FF363F805D1D40D66A95EEE9D04940',75813,7.3413095357,51.6321390371,'merge','380000;110000;110000','50;16.7;16.7','Schaltanlage Datteln 4;Kraftwerk Datteln;Kraftwerk Datteln 4','E.ON','','SRID=4326;POINT(7.34130953572454 51.6321390370919)','SRID=3857;POINT(817230.839272661 6733882.83053552)'
1108,'0101000020E61000008B8EC430195421403DD9FF5ECCED4940',52877,8.6642546883,51.8577994107,'joint','380000;110000;110000','','','','3021','SRID=4326;POINT(8.66425468825698 51.8577994107495)','SRID=3857;POINT(964500.419999999 6774454.49)'
1109,'0101000020E61000000BBEBF2BCF4D1E4061D871A2F7794940',54816,7.5759856067,50.9528697067,'joint','380000;110000;110000','50','110kV Morsbach Ost+West','RWE','4563','SRID=4326;POINT(7.57598560674479 50.9528697067151)','SRID=3857;POINT(843354.859999999 6612961.15)'
1110,'0101000020E6100000288AF405F36F2340524B6AA8963F4940',57775,9.7186509954,50.4967852134,'joint','380000;110000;110000','','','','','SRID=4326;POINT(9.71865099535087 50.4967852133765)','SRID=3857;POINT(1081875.28 6532758.96999999)'
1111,'0101000020E610000005390C213FCB1B408ECD5C3D58894940',51936,6.9484830059,51.0730053619,'joint','380000;110000;110000','50;50','110 kV Hülsberg Nord+Süd','Amprion','4516','SRID=4326;POINT(6.94848300587751 51.0730053618564)','SRID=3857;POINT(773501.59 6634217.7)'
1112,'0101000020E610000090DDEE9D3B841C402866881D1ACA4940',52582,7.1291336705,51.5789219776,'joint','380000;110000;110000','','110kV Herten Ost+West','RWE','4534','SRID=4326;POINT(7.12913367052478 51.5789219776164)','SRID=3857;POINT(793611.530000001 6724344.33)'
1113,'0101000020E6100000A418C9ABCDE51E40F0CD14261B614940',55741,7.7244173852,50.7586410143,'joint','380000;110000;110000','50;50','','RWE','4104','SRID=4326;POINT(7.72441738524336 50.7586410142502)','SRID=3857;POINT(859878.209999999 6578710.65000001)'
1114,'0101000020E610000054980BD8F4CE244031A2885073414840',78918,10.4042117609,48.5113316219,'joint','380000;110000;110000','','','LEW','','SRID=4326;POINT(10.4042117609171 48.5113316218525)','SRID=3857;POINT(1158191.55533068 6192347.72284748)'
1115,'0101000020E61000001A27306F2E6821401D88C7D897DB4940',53987,8.7034792658,51.7155714964,'joint','380000;110000;110000','50','','Tennet','3016','SRID=4326;POINT(8.70347926581194 51.7155714964176)','SRID=3857;POINT(968866.88 6748859.61999999)'
1116,'0101000020E6100000E3F4067D3E6E2140829574DB353B4940',53718,8.7153204986,50.4625810928,'joint','380000;110000;110000','','','','Leitung 3023','SRID=4326;POINT(8.71532049856109 50.4625810927637)','SRID=3857;POINT(970185.04 6526775.51)'
1117,'0101000020E61000004D2CF1925B5F2340F3AB252FCA3D4940',57774,9.6862455291,50.4827326712,'joint','380000;110000;110000','','','','','SRID=4326;POINT(9.68624552911765 50.4827326711601)','SRID=3857;POINT(1078267.92 6530300.18)'
1118,'0101000020E6100000CF03CA2FC99A1D40B1B0E7EB088D4940',55622,7.4011580913,51.1018347627,'joint','380000;110000;110000','50','RWE 4562 Ronsdorf - Bomig','RWE','4562','SRID=4326;POINT(7.40115809126378 51.1018347626972)','SRID=3857;POINT(823893.15 6639326.92)'
1119,'0101000020E61000000F4319D102F61C40D854A328EC624940',62724,7.2402451202,50.7728319929,'joint','380000;110000;110000','50;50','380 kV Siegtal Nord|Süd; 110 kV Ittenbach Nord|Süd;110 kV Ittenbach Süd','RWE','4104','SRID=4326;POINT(7.24024512020766 50.7728319928662)','SRID=3857;POINT(805980.399999999 6581208.27999999)'
1120,'0101000020E6100000E40C08A43BBA25408043FDBC03454840',52420,10.8637362728,48.539176582,'joint','380000;110000;110000','','Meitingen Nord; Süd','Amprion','M11','SRID=4326;POINT(10.8637362727954 48.5391765820159)','SRID=3857;POINT(1209345.59 6197027.98)'
1121,'0101000020E61000000D12FFB0EB012040CD4FEF35E2B84940',55216,8.0037513076,51.4444034022,'joint','380000;110000;110000','50;50','','RWE','4315','SRID=4326;POINT(8.0037513076177 51.4444034021868)','SRID=3857;POINT(890973.520000001 6700283.23000001)'
1122,'0101000020E6100000E63BCF77E4DF1B40AAB470B7E9BB4940',53032,6.9686449738,51.4680699635,'joint','380000;110000;110000','','110kV Altendorf Ost+West','RWE','4125','SRID=4326;POINT(6.96864497377735 51.4680699634858)','SRID=3857;POINT(775746.01 6704511.28000001)'
1123,'0101000020E610000057B79636A03D224039AA9802BB164940',52799,9.120362955,50.1775820966,'joint','380000;110000;110000','','','TenneT TSO GmbH','','SRID=4326;POINT(9.12036295499608 50.1775820966181)','SRID=3857;POINT(1015274.16 6477086.92)'
1124,'0101000020E610000037841DD7375321403539518D2AEE4940',52876,8.6625354026,51.8606735846,'joint','380000;110000;110000','','','','3021','SRID=4326;POINT(8.6625354026347 51.8606735846137)','SRID=3857;POINT(964309.03 6774972.55)'
1125,'0101000020E6100000770DB5309FF31B40EA09D96AB3BB4940',55246,6.9879119502,51.4664128837,'joint','380000;110000;110000','','','RWE','4125','SRID=4326;POINT(6.98791195015962 51.4664128837356)','SRID=3857;POINT(777890.800000001 6704215.17000001)'
1126,'0101000020E6100000A1344DC15D871940BA44C486CF6A4940',54818,6.3821935848,50.8344582041,'joint','380000;110000;110000','50;50','380 kV Weisweiler Süd','RWE','','SRID=4326;POINT(6.38219358476377 50.8344582041113)','SRID=3857;POINT(710462.539999999 6592063.37)'
1127,'0101000020E6100000EF1B0FA7AF9B2140E52CA01C595E4940',55894,8.8040744978,50.7370944769,'joint','380000;110000;110000','50','','TenneT;EON_Netz','3002','SRID=4326;POINT(8.80407449778974 50.7370944769007)','SRID=3857;POINT(980065.09 6574919.88)'
1128,'0101000020E61000002C1F35BADF2120401AA66AABF6334940',75674,8.0661600294,50.4059652587,'merge','380000;110000;110000;20000','50;16.7','Station Limburg;Umrichterwerk Limburg','Amprion, Süwag','','SRID=4326;POINT(8.06616002939662 50.4059652586695)','SRID=3857;POINT(897920.827129487 6516880.98375037)'
1129,'0101000020E61000009F3D9EDCD19A26407127AB1F44254940',52465,11.3023823684,50.2911414705,'joint','380000;110000;110000;20000;380000;110000','','Redwitz - Remptendorf;Redwitz - Remptendorf;Windheim - Redwitz;Friesen - Redwitz;Redwitz - Remptendorf;Redwitz - Remptendorf;Friesen - Redwitz;Windheim - Redwitz','TenneT TSO GmbH;E.ON Netz GmbH','413;414;168','SRID=4326;POINT(11.3023823683896 50.2911414705003)','SRID=3857;POINT(1258175.45 6496849.92)'
1130,'0101000020E61000002F48691A3B021E401D8AE795677D4940',66008,7.5021785857,50.9797236806,'joint','380000;110000;110000;30000','50','RWE 4562 Ronsdorf - Bomig;110 kV Agger West; Bomig; 30 kV Homburg Ltg.','RWE','4562','SRID=4326;POINT(7.50217858569708 50.97972368055)','SRID=3857;POINT(835138.700000001 6617707.86)'
1131,'0101000020E61000004B2EDA131B181E404007C1666E7C4940',55892,7.5235407926,50.9721191828,'joint','380000;110000;110000;30000','50','RWE 4562 Ronsdorf - Bomig;110 kV Agger West; Bomig; 30 kV Homburg Ltg.','RWE','4562','SRID=4326;POINT(7.52354079264803 50.9721191828271)','SRID=3857;POINT(837516.730000001 6616363.41000001)'
1132,'0101000020E6100000BCE144DAA41F2540C8C7581541FD4840',52479,10.5618046006,49.9785486873,'joint','380000;110000;110000;380000','','Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid;Haßfurt - Heidenfeld - Schwebheim;Eltmann - Knetzgau;Haßfurt - Heidenfeld - Schwebheim;Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid;Eltmann - Knetzgau','TenneT TSO GmbH;E.ON Netz GmbH','422;423;121;150','SRID=4326;POINT(10.5618046006283 49.9785486873148)','SRID=3857;POINT(1175734.71 6442561.68)'
1133,'0101000020E61000003E556017C8212540F9CBD8E248FD4840',52480,10.5659797006,49.9787868079,'joint','380000;110000;110000;380000','','Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid;Eltmann - Haßfurt;Eltmann - Knetzgau;Eltmann - Haßfurt;Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid;Eltmann - Knetzgau','TenneT TSO GmbH;E.ON Netz GmbH','422;423;123;150','SRID=4326;POINT(10.5659797005743 49.9787868078783)','SRID=3857;POINT(1176199.48 6442602.9)'
1134,'0101000020E6100000B694349C942D1B40B247257DF9A74940',52584,6.7945122153,51.3123012955,'joint','380000;110000;110000;380000','50','380 KV;110kV Rath Nord+Schwarzbach Süd;380 KV','RWE','4153','SRID=4326;POINT(6.79451221533707 51.3123012954742)','SRID=3857;POINT(756361.640000001 6676723.24)'
1135,'0101000020E610000074FE2126C2B92040C2E96DB42C4E4940',53656,8.362809364,50.6107392823,'joint','380000;110000;110000;380000','50;50;50','380kV Westerwald West 1+Ost 2','EON','4564','SRID=4326;POINT(8.36280936398473 50.6107392822919)','SRID=3857;POINT(930943.680000001 6552724.72)'
1136,'0101000020E61000001087BB7DBD252340E0300DE8B1314940',57773,9.5737113277,50.388241774,'joint','380000;110000;110000;380000','50','','','','SRID=4326;POINT(9.57371132768779 50.3882417740258)','SRID=3857;POINT(1065740.67 6513785.94999999)'
1137,'0101000020E610000058C65227BC9223401459335EB5794940',58470,9.7865917481,50.9508474112,'joint','380000;110000;110000;380000','50;50','3026 Mecklar - Vieselbach/Eisenach;3026 Mecklar - Vieselbach/Eisenach','TenneT','3026','SRID=4326;POINT(9.7865917480987 50.9508474112246)','SRID=3857;POINT(1089438.41 6612603.80000001)'
1138,'0101000020E6100000C97AB69605EC1B4068512C3ECB654940',51954,6.9804900693,50.79526498,'joint','380000;110000;110000;380000','50;50;50','380 kV Siegtal Nord|Süd; 110 kV Stockem Ost;110 kV Stockem Ost;380 kV Siegtal Nord|Süd','RWE','4103','SRID=4326;POINT(6.98049006928222 50.7952649799725)','SRID=3857;POINT(777064.600000001 6585158.05999999)'
1139,'0101000020E610000065DFC8BEABB0214045326E14F1144940',55349,8.8450603123,50.1636071718,'joint','380000;110000;110000;380000','','','','3024','SRID=4326;POINT(8.84506031229075 50.1636071718281)','SRID=3857;POINT(984627.609999999 6474658.08)'
1140,'0101000020E61000005336BD13544523400A76FC955CD14A40',51902,9.6354070824,53.6356379969,'joint','380000;110000;110000;380000','50;16.7;16.7;50','380 kV 307 UW Wilster - UW Dollern; 110 kV Bahnstrom Nenndorf - Neumünster 1|2;Nenndorf - Neumünster;307','TenneT','307','SRID=4326;POINT(9.63540708241195 53.635637996933)','SRID=3857;POINT(1072608.61 7101450.27999999)'
1141,'0101000020E61000007F72B971BFD624406383DA2927B54A40',52057,10.4194293536,53.4152576749,'joint','380000;110000;110000;380000','50;50;50','KKW Krümmel - Hamburg/OST;KKW Krümmel - UW HH-OST','50Hertz Transmission','','SRID=4326;POINT(10.4194293536068 53.4152576748809)','SRID=3857;POINT(1159885.57 7060181.8)'
1142,'0101000020E6100000BE9251E93AAE2540D856DE43E51D4840',53441,10.8402932083,48.2335591159,'joint','380000;110000;110000;380000','','','Lechwerke','L11;A12;B6/2;R6/2','SRID=4326;POINT(10.8402932083203 48.2335591159478)','SRID=3857;POINT(1206735.92 6145799.07999999)'
1143,'0101000020E610000018E6434886912040A59278D79A9C4940',54534,8.2842276175,51.2234753932,'joint','380000;110000;110000;380000','50;50','110kV Arpe - Olsberg + Nehden - Schmallenberg;380kV Sauerland Nord+Süd','RWE','1784','SRID=4326;POINT(8.28422761753886 51.2234753931746)','SRID=3857;POINT(922195.999999999 6660919.54)'
1144,'0101000020E610000077094567026920402B4DDF49F9964940',54538,8.2050964615,51.1794826832,'joint','380000;110000;110000;380000','50;50;50','110kV/s Arpe-Neheim+Arpe-Ostönnen;380kV Arpe West+Sauerland Süd','RWE','4308','SRID=4326;POINT(8.20509646146523 51.1794826832141)','SRID=3857;POINT(913387.16 6653103.74999999)'
1145,'0101000020E610000077F3B3467CE824409ACD35446FB54A40',52087,10.454073152,53.4174580825,'joint','380000;110000;110000;380000','50;50;50','Krümmel - Görries;Krümmel - Görries','50Hertz Transmission','304;167','SRID=4326;POINT(10.4540731520335 53.4174580824576)','SRID=3857;POINT(1163742.1 7060592.78999999)'
1146,'0101000020E610000070CB5AD0CA592140E9CCDF5D3FA74840',57915,8.6753754721,49.3066212981,'joint','380000;110000;110000;380000','50','HUEFF-WIESL-NEURO;LEIMN-WIESL-BAIER;LEIMN-WIESL-BAIER;HUEFF-WIESL-NEURO','','','SRID=4326;POINT(8.67537547214826 49.306621298101)','SRID=3857;POINT(965738.379999999 6327049.67)'
1147,'0101000020E6100000DF89B3DF4F052640F41667FAA6244940',56561,11.010375014,50.2863457683,'joint','380000;110000;110000;380000','50;50','Altenfeld - Redwitz;Altenfeld - Redwitz;Coburg - Neustadt bei Coburg;Coburg - Redwitz;Coburg - Neustadt bei Coburg;Coburg - Redwitz;Altenfeld - Redwitz','TenneT TSO GmbH','459;460;157;158','SRID=4326;POINT(11.0103750139869 50.286345768296)','SRID=3857;POINT(1225669.34 6496014.36)'
1148,'0101000020E6100000AAA49AE7E6F9254095F554E441554940',66033,10.9880897881,50.6660733619,'joint','380000;110000;110000;380000','','467, 468;Law - Atf 1, Law - Atf 2;Law - Atf 1, Law - Atf 2;467, 468','50Hertz;Thüringer_Energienetze','','SRID=4326;POINT(10.9880897880815 50.6660733618584)','SRID=3857;POINT(1223188.56 6562437.17999999)'
1149,'0101000020E61000006B2C1A5099B0204052C127CF71F54940',52808,8.3449196846,51.9175356812,'joint','380000;110000;110000;380000','50;50','110kV Enniger-Gütersloh Nord+Süd','Amprion','4373','SRID=4326;POINT(8.34491968459607 51.9175356811635)','SRID=3857;POINT(928952.21 6785228.55999999)'
1150,'0101000020E6100000EC5B143F892B2640257AC06E7C714940',53824,11.085031482,50.8866098823,'joint','380000;110000;110000;380000','50;16.7;16.7','380 kV 467; 468; 110 kV Bahnstrom Weimar - Eischleben;Weimar - Eischleben;467, 468','50Hertz;DB Energie GmbH','312','SRID=4326;POINT(11.0850314819672 50.8866098823385)','SRID=3857;POINT(1233980.06 6601260.78000001)'
1151,'0101000020E6100000851BFF7BD4FE25401B10DAF2DF434940',58101,10.997714877,50.5302718701,'joint','380000;110000;110000;380000','50;50;50','','50Hertz;TEN','','SRID=4326;POINT(10.9977148770247 50.5302718701134)','SRID=3857;POINT(1224260.02 6538621.11999999)'
1152,'0101000020E6100000A7BEDC8AA9E21F40493407E9CCD64940',76125,7.971349878,51.6781283651,'merge','380000;110000;110000;380000;110000','50;50;50;50','Kraftwerk Westfalen;Station Lippborg','RWE','','SRID=4326;POINT(7.97134987804717 51.6781283650567)','SRID=3857;POINT(887366.609359233 6742134.86767187)'
1153,'0101000020E61000009E999C351D67214051E787EE32DA4940',53988,8.7013947252,51.704679314,'joint','380000;110000;110000;380000;110000','50;50','','Tennet','3016','SRID=4326;POINT(8.70139472519514 51.7046793140022)','SRID=3857;POINT(968634.830000001 6746902.82)'
1154,'0101000020E61000006A5ADEC4A4A520401928045992854840',53744,8.3235227128,49.043528678,'joint','380000;110000;110000;380000;110000','','','','','SRID=4326;POINT(8.32352271284363 49.0435286779686)','SRID=3857;POINT(926570.309999999 6282250.53)'
1155,'0101000020E61000008A441279B67C1D405A6C21E2EAC34940',54953,7.371789829,51.5306055701,'joint','380000;110000;110000;380000;110000','50;50;50','110kV Dorstfeld-Knepper Ost+West','RWE','4327','SRID=4326;POINT(7.37178982900617 51.5306055701446)','SRID=3857;POINT(820623.889999999 6715693.88)'
